date,ticker,prev_close,krx_close,rule_upper_limit_price,rule_lower_limit_price,limit_pct_applied,rule_upper_candidate,rule_lower_candidate,w001_limit_lock_candidate,reconciliation_class
2025-09-25,010580,2035.0,2645.0,2645.5,1424.5,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-10-22,010580,2355.0,3060.0,3061.5,1648.5,0.3,True,False,False,rule_candidate_but_no_repo_flag
2018-06-04,010600,nan,nan,nan,nan,0.3,False,False,True,repo_candidate_but_no_official_support
2026-01-22,010660,4465.0,5800.0,5804.5,3125.5,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-01-23,010770,3050.0,3965.0,3965.0,2135.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-02-20,010770,3805.0,4945.0,4946.5,2663.5,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-04-03,010770,5890.0,7650.0,7657.0,4123.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-04-04,010770,7650.0,9940.0,9945.0,5355.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-04-07,010770,9940.0,12920.0,12922.0,6958.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-05-07,010770,4510.0,5860.0,5863.0,3157.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-05-12,010770,8900.0,11570.0,11570.0,6230.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-05-20,010770,7000.0,9100.0,9100.0,4900.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-04-09,010820,7520.0,9770.0,9776.0,5264.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-04-21,010960,3040.0,3950.0,3952.0,2128.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-05-22,011000,2590.0,3365.0,3367.0,1812.9999999999998,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-04-17,011000,783.0,1017.0,1017.9000000000001,548.0999999999999,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-04-20,011000,1017.0,1322.0,1322.1000000000001,711.9,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-04-02,011090,542.0,704.0,704.6,379.4,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-04-03,011090,704.0,915.0,915.2,492.79999999999995,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-12-04,011090,518.0,673.0,673.4,362.59999999999997,0.3,True,False,False,rule_candidate_but_no_repo_flag
2021-03-04,011300,nan,nan,nan,nan,0.3,False,False,True,repo_candidate_but_no_official_support
2025-10-13,011300,401.0,521.0,521.3000000000001,280.7,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-02-19,011690,2105.0,2735.0,2736.5,1473.5,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-01-20,011700,3275.0,4255.0,4257.5,2292.5,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-05-06,011790,124000.0,161200.0,161200.0,86800.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-03-17,011930,2240.0,2910.0,2912.0,1568.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-11-25,0120G0,30200.0,39250.0,39260.0,21140.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-11-26,0120G0,39250.0,51000.0,51025.0,27475.0,0.3,True,False,True,matched_limit_candidate
2025-04-25,012160,397.0,516.0,516.1,277.9,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-03-11,012170,1604.0,2085.0,2085.2000000000003,1122.8,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-03-12,012170,2085.0,2710.0,2710.5,1459.5,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-04-01,012170,3730.0,4845.0,4849.0,2611.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-08-06,012170,2485.0,3230.0,3230.5,1739.5,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-08-21,012170,3790.0,2655.0,4927.0,2653.0,0.3,False,True,False,rule_candidate_but_no_repo_flag
2025-12-18,012200,1570.0,2040.0,2041.0,1099.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-12-19,012200,2040.0,2650.0,2652.0,1428.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-12-22,012200,2650.0,3445.0,3445.0,1854.9999999999998,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-12-23,012200,3445.0,4475.0,4478.5,2411.5,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-12-29,012200,5100.0,6630.0,6630.0,3570.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-01-08,012200,8450.0,10980.0,10985.0,5915.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-02-25,012200,7060.0,9170.0,9178.0,4942.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-04-01,013360,3225.0,4190.0,4192.5,2257.5,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-12-04,013360,1449.0,1883.0,1883.7,1014.3,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-04-18,013580,18550.0,24100.0,24115.0,12985.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-04-21,013580,24100.0,31300.0,31330.0,16870.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-01-09,013700,1318.0,1713.0,1713.4,922.5999999999999,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-04-08,014160,1908.0,2480.0,2480.4,1335.6,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-05-12,014160,1452.0,1887.0,1887.6000000000001,1016.4,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-03-26,014160,1084.0,1409.0,1409.2,758.8,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-10-17,014280,5020.0,6520.0,6526.0,3514.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-03-03,014530,3550.0,4615.0,4615.0,2485.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-04-08,014710,5250.0,6820.0,6825.0,3674.9999999999995,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-12-30,014910,1168.0,1518.0,1518.4,817.5999999999999,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-03-26,015020,1204.0,1565.0,1565.2,842.8,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-04-01,015020,1514.0,1968.0,1968.2,1059.8,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-04-30,016880,1083.0,1407.0,1407.9,758.0999999999999,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-04-22,017860,20200.0,26250.0,26260.0,14140.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-04-03,017900,3430.0,4455.0,4459.0,2401.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-04-06,017900,4455.0,5790.0,5791.5,3118.5,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-04-07,017900,5790.0,7520.0,7527.0,4052.9999999999995,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-04-09,017900,8100.0,10530.0,10530.0,5670.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-04-13,017900,10530.0,13680.0,13689.0,7370.999999999999,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-04-15,017900,13680.0,17780.0,17784.0,9576.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-03-31,018470,1238.0,1609.0,1609.4,866.5999999999999,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-05-22,019170,8060.0,10470.0,10478.0,5642.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-06-17,019170,9860.0,12810.0,12818.0,6902.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-06-18,019170,12810.0,16650.0,16653.0,8967.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-01-22,019490,1389.0,973.0,1805.7,972.3,0.3,False,True,False,rule_candidate_but_no_repo_flag
2025-02-10,019490,752.0,977.0,977.6,526.4,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-04-11,020120,3050.0,3965.0,3965.0,2135.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-06-27,020760,755.0,981.0,981.5,528.5,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-08-13,020760,795.0,1033.0,1033.5,556.5,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-01-15,022100,29750.0,38650.0,38675.0,20825.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-03-17,024720,7140.0,9280.0,9282.0,4998.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-06-18,024720,12270.0,15950.0,15951.0,8589.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-03-27,025620,3520.0,4575.0,4576.0,2464.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-09-30,025620,9010.0,11710.0,11713.0,6307.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-10-01,025620,11710.0,15220.0,15223.0,8197.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-05-12,025750,724.0,941.0,941.2,506.79999999999995,0.3,True,False,False,rule_candidate_but_no_repo_flag
2023-09-22,026940,nan,nan,nan,nan,0.3,False,False,True,repo_candidate_but_no_official_support
2025-05-19,027740,854.0,1110.0,1110.2,597.8,0.3,True,False,False,rule_candidate_but_no_repo_flag
2020-08-20,033270,nan,nan,nan,nan,0.3,False,False,True,repo_candidate_but_no_official_support
2025-10-20,033530,5770.0,7500.0,7501.0,4038.9999999999995,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-04-08,047040,17350.0,22550.0,22555.0,12145.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-10-10,047400,1310.0,1703.0,1703.0,916.9999999999999,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-01-07,047400,1344.0,1747.0,1747.2,940.8,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-04-04,051630,3150.0,4095.0,4095.0,2205.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-04-14,051630,4285.0,3000.0,5570.5,2999.5,0.3,False,True,False,rule_candidate_but_no_repo_flag
2025-06-19,053690,17400.0,22600.0,22620.0,12180.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-04-27,058430,5410.0,7030.0,7033.0,3786.9999999999995,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-04-28,058430,7030.0,9130.0,9139.0,4921.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-02-11,058730,3565.0,4630.0,4634.5,2495.5,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-12-18,067830,3125.0,4060.0,4062.5,2187.5,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-02-10,069460,1370.0,959.0,1781.0,958.9999999999999,0.3,False,True,False,rule_candidate_but_no_repo_flag
