correction_rcept_no,corp_name,stock_code,correction_report_nm,confidence_5tier,residual_action_class,candidate_rcept_no,candidate_report_nm,candidate_rcept_dt_iso,body_format_cache,body_refs_candidate_title,body_refs_candidate_date,title_similarity,manual_review_required,human_validation_claimed,authoritative,review_question
20120131800143,거북선6호선박투자회사,114140,[기재정정]매매거래정지및정지해제(중요내용공시),no_link,no_link_original_not_found,,,,html_inline,False,False,,True,False,False,Is the original disclosure outside the local raw pool? May need source expansion.
20120423900095,엑큐리스,048460,[기재정정]주권매매거래정지(합병 및 감자),medium_needs_manual,body_confirms_candidate_but_below_high,20110512900598,주권매매거래정지(불성실공시법인 지정),2011-05-12,html_inline,True,False,0.512,True,False,False,Body references candidate but below high bar — confirm/upgrade manually.
20120423900096,에이치엠넥스,036170,[기재정정]주권매매거래정지(합병 및 감자),no_link,no_link_original_not_found,,,,html_inline,False,False,,True,False,False,Is the original disclosure outside the local raw pool? May need source expansion.
20120423900092,에이치엠넥스,036170,[기재정정]주권매매거래정지(합병 및 감자),no_link,no_link_original_not_found,,,,html_inline,False,False,,True,False,False,Is the original disclosure outside the local raw pool? May need source expansion.
20120423900091,엑큐리스,048460,[기재정정]주권매매거래정지(합병 및 감자),medium_needs_manual,body_confirms_candidate_but_below_high,20110512900598,주권매매거래정지(불성실공시법인 지정),2011-05-12,html_inline,True,False,0.512,True,False,False,Body references candidate but below high bar — confirm/upgrade manually.
20120912900348,무한투자,034510,[기재정정]주권매매거래정지(상장폐지결정),medium_needs_manual,body_confirms_candidate_but_below_high,20120315902014,주권매매거래정지(관리종목지정우려),2012-03-15,html_inline,True,False,0.6,True,False,False,Body references candidate but below high bar — confirm/upgrade manually.
20120809900022,오리엔탈정공,014940,[기재정정]주권매매거래정지(자본감소),medium_needs_manual,body_confirms_candidate_but_below_high,20120229901014,주권매매거래정지(은행관리등),2012-02-29,html_inline,True,False,0.571,True,False,False,Body references candidate but below high bar — confirm/upgrade manually.
20120731900236,금강제강,105070,[기재정정]주권매매거래정지(풍문 또는 보도 관련),no_link,no_link_insufficient_evidence,,,,html_inline,False,False,,True,False,False,Candidate(s) too weak — does a correct original exist locally at all?
20130315901436,프리젠,060910,[기재정정]주권매매거래정지(투자자 보호),no_link,no_link_insufficient_evidence,,,,html_inline,False,False,,True,False,False,Candidate(s) too weak — does a correct original exist locally at all?
20130314802024,알앤엘재생의학연구소,003190,[기재정정]매매거래정지및정지해제(중요내용공시),no_link,no_link_original_not_found,,,,html_inline,False,False,,True,False,False,Is the original disclosure outside the local raw pool? May need source expansion.
20130117900277,아큐텍,013780,[기재정정]기타경영사항(자율공시)(주권매매거래정지 효력정지 등 가처분신청),medium_needs_manual,body_confirms_candidate_but_below_high,20121221900586,기타경영사항(자율공시)(주권매매거래정지 효력정지 등 가처분신청),2012-12-21,html_inline,True,True,0.921,True,False,False,Body references candidate but below high bar — confirm/upgrade manually.
20130520900302,우림피티에스,101170,[기재정정]주권매매거래정지(무상증자),no_link,no_link_original_not_found,,,,html_inline,False,False,,True,False,False,Is the original disclosure outside the local raw pool? May need source expansion.
20140317900074,에스지피엠,074000,[기재정정]주권매매거래정지해제(상장폐지에 따른 정리매매 개시),high_validated,accepted_high_validated_design_only,20140313902133,주권매매거래정지해제(상장폐지에 따른 정리매매 개시),2014-03-13,html_inline,True,True,0.903,True,False,False,Confirm the body-confirmed link is correct before any future use (design-only).
20140214900136,스포츠서울,039670,[기재정정]주권매매거래정지기간변경(감자 주권 변경상장),high_validated,accepted_high_validated_design_only,20140213900482,주권매매거래정지기간변경(감자 주권 변경상장),2014-02-13,html_inline,True,True,0.889,True,False,False,Confirm the body-confirmed link is correct before any future use (design-only).
20140602800019,유니켐,011330,[기재정정]매매거래정지및정지해제(풍문등조회공시),high_validated,accepted_high_validated_design_only,20140530801640,매매거래정지및정지해제(풍문등조회공시),2014-05-30,html_inline,True,False,0.87,True,False,False,Confirm the body-confirmed link is correct before any future use (design-only).
20140519900313,씨그널엔터테인먼트그룹,099830,[기재정정]기타주요경영사항(유형자산 취득 계약 해제),no_link,no_link_cross_category_blocked,,,,html_inline,False,False,,True,False,False,Cross-category original suspected but blocked by policy — adjudicate manually.
20141016900317,골프존홀딩스,121440,[기재정정]주권매매거래정지(분할),no_link,no_link_insufficient_evidence,,,,html_inline,False,False,,True,False,False,Candidate(s) too weak — does a correct original exist locally at all?
20150323600022,웹솔루스,160350,[기재정정]주권매매거래정지,no_link,zip_unparseable_requires_source_recovery,20150320602504,주권매매거래정지(코넥스주권 상장폐지 사유발생),2015-03-20,zip_unparseable,False,False,0.41,True,False,False,Recover the corrupt body (separate verdict) before any linkage decision.
20150128900203,바른손이앤에이,035620,[기재정정]주권매매거래정지,no_link,zip_unparseable_requires_source_recovery,,,,zip_unparseable,False,False,,True,False,False,Recover the corrupt body (separate verdict) before any linkage decision.
20150122900284,팬스타엔터프라이즈,054300,[기재정정]기타주요경영사항(주식 및 경영권 양수도 계약 해제),no_link,zip_unparseable_requires_source_recovery,20150121900503,기타주요경영사항(주식 및 경영권 양수도 계약 해제 예정),2015-01-21,zip_unparseable,False,False,0.862,True,False,False,Recover the corrupt body (separate verdict) before any linkage decision.
20150526800147,플랜텍,051310,[기재정정]매매거래정지및정지해제(중요내용공시),no_link,zip_unparseable_requires_source_recovery,,,,zip_unparseable,False,False,,True,False,False,Recover the corrupt body (separate verdict) before any linkage decision.
20150514901020,코데즈컴바인,047770,[기재정정]주권매매거래정지기간변경(개선기간 부여),low_needs_manual,zip_unparseable_requires_source_recovery,20150410900768,주권매매거래정지기간변경(상장폐지 사유 발생),2015-04-10,zip_unparseable,False,False,0.588,True,False,False,Recover the corrupt body (separate verdict) before any linkage decision.
20150421900128,해피드림,065180,[기재정정]주권매매거래정지해제(상장폐지에 따른 정리매매 개시),medium_needs_manual,zip_unparseable_requires_source_recovery,20150420900546,주권매매거래정지해제(상장폐지에 따른 정리매매 개시),2015-04-20,zip_unparseable,False,False,0.903,True,False,False,Recover the corrupt body (separate verdict) before any linkage decision.
20150925900143,네이트커뮤니케이션즈,066270,[기재정정]최대주주변경을수반하는주식양수도계약해제ㆍ취소등,no_link,zip_unparseable_requires_source_recovery,20150924900510,최대주주변경을수반하는주식양수도계약해제ㆍ취소등,2015-09-24,zip_unparseable,False,False,0.889,True,False,False,Recover the corrupt body (separate verdict) before any linkage decision.
20150911800465,삼양제넥스,003940,[기재정정]매매거래정지및정지해제(중요내용공시),no_link,zip_unparseable_requires_source_recovery,,,,zip_unparseable,False,False,,True,False,False,Recover the corrupt body (separate verdict) before any linkage decision.
20151231900042,제이스코홀딩스,023440,[기재정정]최대주주변경을수반하는주식양수도계약해제ㆍ취소등,no_link,zip_unparseable_requires_source_recovery,20151222900044,최대주주변경을수반하는주식양수도계약해제ㆍ취소등,2015-12-22,zip_unparseable,False,False,0.889,True,False,False,Recover the corrupt body (separate verdict) before any linkage decision.
20151230900233,제이스코홀딩스,023440,[기재정정]최대주주변경을수반하는주식양수도계약해제ㆍ취소등,no_link,zip_unparseable_requires_source_recovery,20151222900044,최대주주변경을수반하는주식양수도계약해제ㆍ취소등,2015-12-22,zip_unparseable,False,False,0.889,True,False,False,Recover the corrupt body (separate verdict) before any linkage decision.
20151127900167,모베이스,101330,[기재정정]주권매매거래정지(무상증자),medium_needs_manual,zip_unparseable_requires_source_recovery,20150210900075,주권매매거래정지(무상증자),2015-02-10,zip_unparseable,False,False,0.824,True,False,False,Recover the corrupt body (separate verdict) before any linkage decision.
20160224900085,제이앤유글로벌,086200,[기재정정]기타주요경영사항(타법인 주식 및 출자증권 취득계약 해제),no_link,zip_unparseable_requires_source_recovery,20160223900750,기타주요경영사항(타법인 주식 및 출자증권 취득계약 해제),2016-02-23,zip_unparseable,False,False,0.912,True,False,False,Recover the corrupt body (separate verdict) before any linkage decision.
20160429600510,비엘사이언스,228180,[기재정정]주권매매거래정지(구주권 제출),medium_needs_manual,zip_unparseable_requires_source_recovery,20160422600284,주권매매거래정지(구주권 제출),2016-04-22,zip_unparseable,False,False,0.842,True,False,False,Recover the corrupt body (separate verdict) before any linkage decision.
20160429900427,제이앤유글로벌,086200,[기재정정]주권매매거래정지해제,low_needs_manual,zip_unparseable_requires_source_recovery,20160422900677,주권매매거래정지해제(상장폐지에 따른 정리매매 개시),2016-04-22,zip_unparseable,False,False,0.455,True,False,False,Recover the corrupt body (separate verdict) before any linkage decision.
20160429900298,오상헬스케어,036220,[기재정정]주권매매거래정지해제(상장폐지에 따른 정리매매 개시),medium_needs_manual,zip_unparseable_requires_source_recovery,20160422900676,주권매매거래정지해제(상장폐지에 따른 정리매매 개시 ),2016-04-22,zip_unparseable,False,False,0.889,True,False,False,Recover the corrupt body (separate verdict) before any linkage decision.
20161125900030,네이트커뮤니케이션즈,066270,[기재정정]주권매매거래정지(자진상장폐지 신청),medium_needs_manual,zip_unparseable_requires_source_recovery,20161124900474,주권매매거래정지(자진상장폐지 신청),2016-11-24,zip_unparseable,False,False,0.864,True,False,False,Recover the corrupt body (separate verdict) before any linkage decision.
20161115900075,케이엔씨글로벌,068150,[기재정정]주권매매거래정지기간변경(투자자 보호),medium_needs_manual,zip_unparseable_requires_source_recovery,20161109900631,주권매매거래정지기간변경(투자자 보호),2016-11-09,zip_unparseable,False,False,0.87,True,False,False,Recover the corrupt body (separate verdict) before any linkage decision.
20161017900147,티엔엔터테인먼트,131100,[기재정정]최대주주변경을수반하는주식담보제공계약해제ㆍ취소등,no_link,zip_unparseable_requires_source_recovery,20161014900549,최대주주변경을수반하는주식담보제공계약해제ㆍ취소등,2016-10-14,zip_unparseable,False,False,0.893,True,False,False,Recover the corrupt body (separate verdict) before any linkage decision.
20170330902219,퓨처코어,151910,[기재정정]주권매매거래정지기간변경(상장폐지사유 발생 등),low_needs_manual,zip_unparseable_requires_source_recovery,20170323900047,주권매매거래정지기간변경(풍문 또는 보도 관련),2017-03-23,zip_unparseable,False,False,0.571,True,False,False,Recover the corrupt body (separate verdict) before any linkage decision.
20170327900337,신양오라컴디스플레이,086830,[기재정정]기타주요경영사항(타법인 주식 및 출자증권 취득결정 계약해제),no_link,zip_unparseable_requires_source_recovery,20170324903183,기타주요경영사항(타법인 주식 및 출자증권 취득결정 계약해제),2017-03-24,zip_unparseable,False,False,0.917,True,False,False,Recover the corrupt body (separate verdict) before any linkage decision.
20170223600535,엄지하우스,224810,[기재정정]주권매매거래정지(무상증자),no_link,zip_unparseable_requires_source_recovery,,,,zip_unparseable,False,False,,True,False,False,Recover the corrupt body (separate verdict) before any linkage decision.
20170124900649,케이에스피,073010,[기재정정]주권매매거래정지기간변경,low_needs_manual,zip_unparseable_requires_source_recovery,20161115900004,주권매매거래정지(투자자 보호),2016-11-15,zip_unparseable,False,False,0.471,True,False,False,Recover the corrupt body (separate verdict) before any linkage decision.
20170124900643,케이에스피,073010,[기재정정]주권매매거래정지기간변경,low_needs_manual,zip_unparseable_requires_source_recovery,20161115900004,주권매매거래정지(투자자 보호),2016-11-15,zip_unparseable,False,False,0.471,True,False,False,Recover the corrupt body (separate verdict) before any linkage decision.
20170421900722,제이앤케이인더스트리,039230,[기재정정]주권매매거래정지(불성실공시법인 지정),no_link,zip_unparseable_requires_source_recovery,,,,zip_unparseable,False,False,,True,False,False,Recover the corrupt body (separate verdict) before any linkage decision.
20171110900736,알파칩스,117670,[기재정정]최대주주변경을수반하는주식담보제공계약해제ㆍ취소등,no_link,zip_unparseable_requires_source_recovery,20170424900644,주권매매거래정지기간변경(개선기간 부여),2017-04-24,zip_unparseable,False,False,0.115,True,False,False,Recover the corrupt body (separate verdict) before any linkage decision.
20230717800694,PKC,001340,[기재정정]매매거래정지및정지해제(풍문등조회공시),no_link,no_link_insufficient_evidence,,,,html_inline,False,False,,True,False,False,Candidate(s) too weak — does a correct original exist locally at all?
20230214900950,압타머사이언스,291650,[기재정정]주권매매거래정지(무상증자),no_link,no_link_original_not_found,,,,html_inline,False,False,,True,False,False,Is the original disclosure outside the local raw pool? May need source expansion.
20230206901186,광무,029480,[기재정정]주권매매거래정지(상장적격성 실질심사 대상 (사유발생)),medium_needs_manual,body_confirms_candidate_but_below_high,20220318900758,주권매매거래정지(관리종목지정사유발생),2022-03-18,html_inline,True,False,0.5,True,False,False,Body references candidate but below high bar — confirm/upgrade manually.
20230131800615,에이리츠,140910,[기재정정]매매거래정지및정지해제(중요내용공시),no_link,no_link_original_not_found,,,,html_inline,False,False,,True,False,False,Is the original disclosure outside the local raw pool? May need source expansion.
20230120800194,POSCO홀딩스,005490,[기재정정]생산재개(자율공시),no_link,no_link_insufficient_evidence,20220914800047,생산재개(자율공시)(자회사의 주요경영사항),2022-09-14,html_inline,False,True,0.513,True,False,False,Candidate(s) too weak — does a correct original exist locally at all?
20220620900716,엘아이에스,138690,[기재정정]주권매매거래정지해제,medium_needs_manual,body_confirms_candidate_but_below_high,20220616900515,주권매매거래정지(풍문 또는 보도 관련),2022-06-16,html_inline,True,False,0.432,True,False,False,Body references candidate but below high bar — confirm/upgrade manually.
20190322600250,영현무역,242850,[기재정정]주권매매거래정지(상장폐지 사유발생),medium_needs_manual,zip_unparseable_requires_source_recovery,20190321601777,주권매매거래정지(상장폐지 사유발생),2019-03-21,zip_unparseable,False,False,0.864,True,False,False,Recover the corrupt body (separate verdict) before any linkage decision.
20190304900009,일월지엠엘,178780,[기재정정]주권매매거래정지(관리종목지정우려),no_link,zip_unparseable_requires_source_recovery,,,,zip_unparseable,False,False,,True,False,False,Recover the corrupt body (separate verdict) before any linkage decision.
20190117900312,이엠앤아이,083470,[기재정정]기타시장안내(상장적격성 실질심사관련 매매거래정지 안내 ),medium_needs_manual,zip_unparseable_requires_source_recovery,20190116900624,기타시장안내(상장적격성 실질심사관련 매매거래정지 안내 ),2019-01-16,zip_unparseable,False,False,0.912,True,False,False,Recover the corrupt body (separate verdict) before any linkage decision.
20200514900567,비디아이,148140,[기재정정]주권매매거래정지(무상증자),no_link,no_link_insufficient_evidence,,,,html_inline,False,False,,True,False,False,Candidate(s) too weak — does a correct original exist locally at all?
20200512900593,코다코,046070,[기재정정]기타시장안내(감사의견 관련 형식적 상장폐지 사유해소 및 매매거래정지 지속 안내),high_validated,accepted_high_validated_design_only,20200511900737,기타시장안내(감사의견 관련 형식적 상장폐지 사유해소 및 매매거래정지 지속 안내),2020-05-11,html_inline,True,True,0.936,True,False,False,Confirm the body-confirmed link is correct before any future use (design-only).
20200506900190,현진소재,053660,[기재정정]주권매매거래정지기간변경(개선기간 부여),high_validated,accepted_high_validated_design_only,20200429901137,주권매매거래정지기간변경(개선기간 부여),2020-04-29,html_inline,False,True,0.875,True,False,False,Confirm the body-confirmed link is correct before any future use (design-only).
20200506900186,강원에너지,114190,[기재정정]주권매매거래정지기간변경(개선기간 부여),high_validated,accepted_high_validated_design_only,20200429901103,주권매매거래정지기간변경(개선기간 부여),2020-04-29,html_inline,False,True,0.875,True,False,False,Confirm the body-confirmed link is correct before any future use (design-only).
20200416900247,피씨엘,241820,[기재정정]주권매매거래정지(단일판매공급계약),no_link,no_link_original_not_found,,,,html_inline,False,False,,True,False,False,Is the original disclosure outside the local raw pool? May need source expansion.
20200414800366,동북아13호선박투자회사,083380,[기재정정]매매거래정지및정지해제(중요내용공시),no_link,no_link_original_not_found,,,,html_inline,False,False,,True,False,False,Is the original disclosure outside the local raw pool? May need source expansion.
20200406900994,앤로보틱스,138360,[기재정정]주권매매거래정지기간변경(사업보고서 미제출),rejected_wrong_candidate,rejected_wrong_candidate_quarantined,20200206900937,주권매매거래정지기간변경(상장적격성 실질심사 대상 (사유발생)),2020-02-06,html_inline,False,False,0.476,True,False,False,Confirm the scored candidate is genuinely wrong (body does not reference it).
20210520900119,와이엠,007530,[기재정정]주권매매거래정지(무상증자),no_link,no_link_insufficient_evidence,,,,html_inline,False,False,,True,False,False,Candidate(s) too weak — does a correct original exist locally at all?
20210430901247,지더블유바이텍,036180,[기재정정]기타시장안내(감사의견 관련 형식적 상장폐지 사유해소 및 매매거래정지 지속 안내),rejected_wrong_candidate,rejected_wrong_candidate_quarantined,20201008900858,주권매매거래정지기간변경(상장적격성 실질심사 대상 (사유발생)),2020-10-08,html_inline,False,False,0.214,True,False,False,Confirm the scored candidate is genuinely wrong (body does not reference it).
20210413900608,앤에스,126870,"[기재정정]주권매매거래정지기간변경(개선기간 부여, 상장적격성 실질심사 대상 (사유발생))",medium_needs_manual,body_confirms_candidate_but_below_high,20210412900767,주권매매거래정지기간변경(개선기간 부여),2021-04-12,html_inline,False,True,0.6,True,False,False,Body references candidate but below high bar — confirm/upgrade manually.
20180402900901,엠에스씨,009780,[기재정정]주권매매거래정지(무상증자),no_link,zip_unparseable_requires_source_recovery,,,,zip_unparseable,False,False,,True,False,False,Recover the corrupt body (separate verdict) before any linkage decision.
20240913900202,드래곤플라이,030350,[기재정정]주권매매거래정지              (자본감소),no_link,no_link_original_not_found,,,,html_inline,False,False,,True,False,False,Is the original disclosure outside the local raw pool? May need source expansion.
20220330900712,스마트솔루션즈,136510,[기재정정]주권매매거래정지기간변경(투자자보호),rejected_wrong_candidate,rejected_wrong_candidate_quarantined,20220329902747,주권매매거래정지기간변경(투자자보호),2022-03-29,html_inline,False,False,0.864,True,False,False,Confirm the scored candidate is genuinely wrong (body does not reference it).
20220329900679,수젠텍,253840,[기재정정]주권매매거래정지(단일판매공급계약),no_link,no_link_original_not_found,,,,html_inline,False,False,,True,False,False,Is the original disclosure outside the local raw pool? May need source expansion.
20220328901608,애닉,299910,[기재정정]주권매매거래정지기간변경(개선기간 부여),high_validated,accepted_high_validated_design_only,20220324901340,주권매매거래정지기간변경(개선기간 부여),2022-03-24,html_inline,False,True,0.875,True,False,False,Confirm the body-confirmed link is correct before any future use (design-only).
