ticker,final_sector_code,final_sector_name,classification_date,krx_industry_name
285130,03,2차전지/화학/소재,2026-05-06,화학
28513K,03,2차전지/화학/소재,2026-05-06,화학
017670,08,인터넷/게임/SW,2026-05-06,통신
000660,01,반도체/IT하드웨어,2026-05-06,전기·전자
003570,02,자동차/운송장비,2026-05-06,운송장비·부품
064960,02,자동차/운송장비,2026-05-06,운송장비·부품
100840,05,조선/기계/산업재,2026-05-06,기계·장비
036530,06,금융,2026-05-06,기타금융
000390,03,2차전지/화학/소재,2026-05-06,화학
011810,09,소비재/유통,2026-05-06,유통
465770,05,조선/기계/산업재,2026-05-06,운송·창고
077970,05,조선/기계/산업재,2026-05-06,기계·장비
002820,03,2차전지/화학/소재,2026-05-06,화학
002170,09,소비재/유통,2026-05-06,섬유·의류
084870,09,소비재/유통,2026-05-06,섬유·의류
002710,04,철강금속,2026-05-06,금속
069260,03,2차전지/화학/소재,2026-05-06,화학
007980,09,소비재/유통,2026-05-06,섬유·의류
002900,05,조선/기계/산업재,2026-05-06,기계·장비
024070,03,2차전지/화학/소재,2026-05-06,화학
037270,08,인터넷/게임/SW,2026-05-06,IT 서비스
139130,06,금융,2026-05-06,기타금융
000500,01,반도체/IT하드웨어,2026-05-06,전기·전자
000860,03,2차전지/화학/소재,2026-05-06,화학
035250,08,인터넷/게임/SW,2026-05-06,오락·문화
011420,08,인터넷/게임/SW,2026-05-06,오락·문화
002100,03,2차전지/화학/소재,2026-05-06,화학
009450,01,반도체/IT하드웨어,2026-05-06,전기·전자
267290,11,에너지/유틸리티,2026-05-06,전기·가스
012320,06,금융,2026-05-06,기타금융
000050,09,소비재/유통,2026-05-06,유통
214390,07,헬스케어,2026-05-06,제약
012610,03,2차전지/화학/소재,2026-05-06,화학
009140,01,반도체/IT하드웨어,2026-05-06,전기·전자
013580,12,건설/부동산,2026-05-06,건설
012200,05,조선/기계/산업재,2026-05-06,기계·장비
012205,05,조선/기계/산업재,2026-05-06,기계·장비
002140,10,음식료,2026-05-06,음식료·담배
010130,04,철강금속,2026-05-06,금속
002240,04,철강금속,2026-05-06,금속
009290,07,헬스케어,2026-05-06,제약
017040,01,반도체/IT하드웨어,2026-05-06,전기·전자
017900,01,반도체/IT하드웨어,2026-05-06,전기·전자
037710,09,소비재/유통,2026-05-06,유통
030610,06,금융,2026-05-06,증권
339770,09,소비재/유통,2026-05-06,유통
007690,03,2차전지/화학/소재,2026-05-06,화학
002720,07,헬스케어,2026-05-06,제약
083420,03,2차전지/화학/소재,2026-05-06,화학
014530,03,2차전지/화학/소재,2026-05-06,화학
014280,04,철강금속,2026-05-06,금속
014285,04,철강금속,2026-05-06,금속
008870,03,2차전지/화학/소재,2026-05-06,비금속
001570,03,2차전지/화학/소재,2026-05-06,화학
002990,12,건설/부동산,2026-05-06,건설
002995,12,건설/부동산,2026-05-06,건설
011780,03,2차전지/화학/소재,2026-05-06,화학
011785,03,2차전지/화학/소재,2026-05-06,화학
214330,02,자동차/운송장비,2026-05-06,운송장비·부품
001210,01,반도체/IT하드웨어,2026-05-06,전기·전자
073240,03,2차전지/화학/소재,2026-05-06,화학
092440,05,조선/기계/산업재,2026-05-06,기계·장비
000270,02,자동차/운송장비,2026-05-06,운송장비·부품
024110,06,금융,2026-05-06,은행
013700,12,건설/부동산,2026-05-06,건설
004540,03,2차전지/화학/소재,2026-05-06,종이·목재
004545,03,2차전지/화학/소재,2026-05-06,종이·목재
001260,12,건설/부동산,2026-05-06,건설
008350,04,철강금속,2026-05-06,금속
008355,04,철강금속,2026-05-06,금속
004270,09,소비재/유통,2026-05-06,유통
003920,10,음식료,2026-05-06,음식료·담배
003925,10,음식료,2026-05-06,음식료·담배
025860,03,2차전지/화학/소재,2026-05-06,화학
005720,03,2차전지/화학/소재,2026-05-06,화학
005725,03,2차전지/화학/소재,2026-05-06,화학
002350,03,2차전지/화학/소재,2026-05-06,화학
002355,03,2차전지/화학/소재,2026-05-06,화학
092790,04,철강금속,2026-05-06,금속
251270,08,인터넷/게임/SW,2026-05-06,IT 서비스
090350,03,2차전지/화학/소재,2026-05-06,화학
090355,03,2차전지/화학/소재,2026-05-06,화학
000320,06,금융,2026-05-06,기타금융
000325,06,금융,2026-05-06,기타금융
006280,07,헬스케어,2026-05-06,제약
005250,99,기타,2026-05-06,일반서비스
005257,99,기타,2026-05-06,일반서비스
004370,10,음식료,2026-05-06,음식료·담배
072710,06,금융,2026-05-06,기타금융
058730,04,철강금속,2026-05-06,금속
030210,06,금융,2026-05-06,증권
023590,08,인터넷/게임/SW,2026-05-06,IT 서비스
145210,05,조선/기계/산업재,2026-05-06,기계·장비
483650,03,2차전지/화학/소재,2026-05-06,화학
019680,99,기타,2026-05-06,일반서비스
019685,99,기타,2026-05-06,일반서비스
006370,09,소비재/유통,2026-05-06,유통
008060,06,금융,2026-05-06,기타금융
00806K,06,금융,2026-05-06,기타금융
353200,01,반도체/IT하드웨어,2026-05-06,전기·전자
35320K,01,반도체/IT하드웨어,2026-05-06,전기·전자
000490,05,조선/기계/산업재,2026-05-06,기계·장비
005750,03,2차전지/화학/소재,2026-05-06,비금속
006570,04,철강금속,2026-05-06,금속
001680,10,음식료,2026-05-06,음식료·담배
001685,10,음식료,2026-05-06,음식료·담배
084690,06,금융,2026-05-06,기타금융
084695,06,금융,2026-05-06,기타금융
128820,09,소비재/유통,2026-05-06,유통
117580,11,에너지/유틸리티,2026-05-06,전기·가스
016710,99,기타,2026-05-06,일반서비스
0030R0,06,금융,2026-05-06,기타금융
003540,06,금융,2026-05-06,증권
003547,06,금융,2026-05-06,증권
003545,06,금융,2026-05-06,증권
009190,04,철강금속,2026-05-06,금속
014160,03,2차전지/화학/소재,2026-05-06,종이·목재
047040,12,건설/부동산,2026-05-06,건설
003090,07,헬스케어,2026-05-06,제약
069620,07,헬스케어,2026-05-06,제약
000430,02,자동차/운송장비,2026-05-06,운송장비·부품
006340,01,반도체/IT하드웨어,2026-05-06,전기·전자
006345,01,반도체/IT하드웨어,2026-05-06,전기·전자
003220,07,헬스케어,2026-05-06,제약
024890,03,2차전지/화학/소재,2026-05-06,화학
012800,04,철강금속,2026-05-06,금속
015230,02,자동차/운송장비,2026-05-06,운송장비·부품
001070,09,소비재/유통,2026-05-06,섬유·의류
006650,03,2차전지/화학/소재,2026-05-06,화학
001440,01,반도체/IT하드웨어,2026-05-06,전기·전자
084010,04,철강금속,2026-05-06,금속
001790,10,음식료,2026-05-06,음식료·담배
001795,10,음식료,2026-05-06,음식료·담배
001130,10,음식료,2026-05-06,음식료·담배
439260,02,자동차/운송장비,2026-05-06,운송장비·부품
003490,05,조선/기계/산업재,2026-05-06,운송·창고
003495,05,조선/기계/산업재,2026-05-06,운송·창고
005880,05,조선/기계/산업재,2026-05-06,운송·창고
003830,03,2차전지/화학/소재,2026-05-06,화학
016090,09,소비재/유통,2026-05-06,섬유·의류
069460,04,철강금속,2026-05-06,금속
475560,09,소비재/유통,2026-05-06,유통
192080,08,인터넷/게임/SW,2026-05-06,IT 서비스
012510,08,인터넷/게임/SW,2026-05-06,IT 서비스
004830,03,2차전지/화학/소재,2026-05-06,화학
004835,03,2차전지/화학/소재,2026-05-06,화학
145720,07,헬스케어,2026-05-06,의료·정밀기기
002150,99,기타,2026-05-06,일반서비스
460850,04,철강금속,2026-05-06,금속
460860,04,철강금속,2026-05-06,금속
001230,06,금융,2026-05-06,기타금융
023450,03,2차전지/화학/소재,2026-05-06,화학
004140,05,조선/기계/산업재,2026-05-06,운송·창고
007590,03,2차전지/화학/소재,2026-05-06,화학
005960,12,건설/부동산,2026-05-06,건설
005965,12,건설/부동산,2026-05-06,건설
026960,09,소비재/유통,2026-05-06,유통
002210,07,헬스케어,2026-05-06,제약
102260,03,2차전지/화학/소재,2026-05-06,화학
000640,06,금융,2026-05-06,기타금융
170900,07,헬스케어,2026-05-06,제약
028100,12,건설/부동산,2026-05-06,건설
001520,03,2차전지/화학/소재,2026-05-06,비금속
001527,03,2차전지/화학/소재,2026-05-06,비금속
084670,05,조선/기계/산업재,2026-05-06,운송·창고
082640,06,금융,2026-05-06,보험
001525,03,2차전지/화학/소재,2026-05-06,비금속
018500,02,자동차/운송장비,2026-05-06,운송장비·부품
006040,06,금융,2026-05-06,기타금융
030720,10,음식료,2026-05-06,농업 임업 및 어업
014820,03,2차전지/화학/소재,2026-05-06,화학
014825,03,2차전지/화학/소재,2026-05-06,화학
111380,09,소비재/유통,2026-05-06,섬유·의류
163560,03,2차전지/화학/소재,2026-05-06,화학
004890,04,철강금속,2026-05-06,금속
002690,04,철강금속,2026-05-06,금속
000020,07,헬스케어,2026-05-06,제약
000150,01,반도체/IT하드웨어,2026-05-06,전기·전자
000157,01,반도체/IT하드웨어,2026-05-06,전기·전자
454910,05,조선/기계/산업재,2026-05-06,기계·장비
241560,05,조선/기계/산업재,2026-05-06,기계·장비
034020,05,조선/기계/산업재,2026-05-06,기계·장비
000155,01,반도체/IT하드웨어,2026-05-06,전기·전자
336260,01,반도체/IT하드웨어,2026-05-06,전기·전자
33626K,01,반도체/IT하드웨어,2026-05-06,전기·전자
33626L,01,반도체/IT하드웨어,2026-05-06,전기·전자
016740,02,자동차/운송장비,2026-05-06,운송장비·부품
192650,01,반도체/IT하드웨어,2026-05-06,전기·전자
024090,04,철강금속,2026-05-06,금속
003160,07,헬스케어,2026-05-06,의료·정밀기기
092200,02,자동차/운송장비,2026-05-06,운송장비·부품
377190,12,건설/부동산,2026-05-06,부동산
013570,06,금융,2026-05-06,기타금융
024900,02,자동차/운송장비,2026-05-06,운송장비·부품
002880,02,자동차/운송장비,2026-05-06,운송장비·부품
210540,05,조선/기계/산업재,2026-05-06,기계·장비
032350,99,기타,2026-05-06,일반서비스
089860,99,기타,2026-05-06,일반서비스
330590,12,건설/부동산,2026-05-06,부동산
000400,06,금융,2026-05-06,보험
023530,09,소비재/유통,2026-05-06,유통
020150,01,반도체/IT하드웨어,2026-05-06,전기·전자
280360,10,음식료,2026-05-06,음식료·담배
286940,08,인터넷/게임/SW,2026-05-06,IT 서비스
004000,03,2차전지/화학/소재,2026-05-06,화학
004990,06,금융,2026-05-06,기타금융
00499K,06,금융,2026-05-06,기타금융
005300,10,음식료,2026-05-06,음식료·담배
005305,10,음식료,2026-05-06,음식료·담배
011170,03,2차전지/화학/소재,2026-05-06,화학
071840,09,소비재/유통,2026-05-06,유통
027740,10,음식료,2026-05-06,음식료·담배
357430,12,건설/부동산,2026-05-06,부동산
001080,04,철강금속,2026-05-06,금속
088980,06,금융,2026-05-06,기타금융
094800,06,금융,2026-05-06,기타금융
138040,06,금융,2026-05-06,기타금융
090370,09,소비재/유통,2026-05-06,섬유·의류
118000,09,소비재/유통,2026-05-06,유통
017180,07,헬스케어,2026-05-06,제약
009900,02,자동차/운송장비,2026-05-06,운송장비·부품
317450,07,헬스케어,2026-05-06,제약
012690,03,2차전지/화학/소재,2026-05-06,종이·목재
005360,09,소비재/유통,2026-05-06,유통
070960,99,기타,2026-05-06,일반서비스
009680,02,자동차/운송장비,2026-05-06,운송장비·부품
009580,03,2차전지/화학/소재,2026-05-06,종이·목재
009200,03,2차전지/화학/소재,2026-05-06,종이·목재
033920,10,음식료,2026-05-06,음식료·담배
008420,04,철강금속,2026-05-06,금속
025560,07,헬스케어,2026-05-06,의료·정밀기기
007120,08,인터넷/게임/SW,2026-05-06,IT 서비스
396690,12,건설/부동산,2026-05-06,부동산
357250,12,건설/부동산,2026-05-06,부동산
085620,06,금융,2026-05-06,보험
006800,06,금융,2026-05-06,증권
00680K,06,금융,2026-05-06,증권
006805,06,금융,2026-05-06,증권
081660,09,소비재/유통,2026-05-06,유통
002840,03,2차전지/화학/소재,2026-05-06,화학
268280,03,2차전지/화학/소재,2026-05-06,화학
107590,06,금융,2026-05-06,기타금융
134380,03,2차전지/화학/소재,2026-05-06,화학
003650,03,2차전지/화학/소재,2026-05-06,화학
377740,07,헬스케어,2026-05-06,제약
003610,09,소비재/유통,2026-05-06,섬유·의류
035150,03,2차전지/화학/소재,2026-05-06,화학
002410,12,건설/부동산,2026-05-06,건설
007210,03,2차전지/화학/소재,2026-05-06,비금속
002760,03,2차전지/화학/소재,2026-05-06,화학
003850,07,헬스케어,2026-05-06,제약
000890,10,음식료,2026-05-06,음식료·담배
003000,07,헬스케어,2026-05-06,제약
001270,06,금융,2026-05-06,증권
001275,06,금융,2026-05-06,증권
026940,04,철강금속,2026-05-06,금속
011390,03,2차전지/화학/소재,2026-05-06,비금속
005030,02,자동차/운송장비,2026-05-06,운송장비·부품
006740,03,2차전지/화학/소재,2026-05-06,종이·목재
002070,09,소비재/유통,2026-05-06,섬유·의류
100220,08,인터넷/게임/SW,2026-05-06,오락·문화
090460,01,반도체/IT하드웨어,2026-05-06,전기·전자
005180,10,음식료,2026-05-06,음식료·담배
003960,10,음식료,2026-05-06,음식료·담배
008040,10,음식료,2026-05-06,음식료·담배
007160,10,음식료,2026-05-06,음식료·담배
014710,10,음식료,2026-05-06,음식료·담배
006090,10,음식료,2026-05-06,음식료·담배
062040,01,반도체/IT하드웨어,2026-05-06,전기·전자
005610,10,음식료,2026-05-06,음식료·담배
001470,12,건설/부동산,2026-05-06,건설
028050,99,기타,2026-05-06,일반서비스
448730,12,건설/부동산,2026-05-06,부동산
006400,01,반도체/IT하드웨어,2026-05-06,전기·전자
006405,01,반도체/IT하드웨어,2026-05-06,전기·전자
006660,02,자동차/운송장비,2026-05-06,운송장비·부품
028260,09,소비재/유통,2026-05-06,유통
02826K,09,소비재/유통,2026-05-06,유통
207940,07,헬스케어,2026-05-06,제약
032830,06,금융,2026-05-06,보험
018260,08,인터넷/게임/SW,2026-05-06,IT 서비스
0126Z0,06,금융,2026-05-06,기타금융
009150,01,반도체/IT하드웨어,2026-05-06,전기·전자
009155,01,반도체/IT하드웨어,2026-05-06,전기·전자
005930,01,반도체/IT하드웨어,2026-05-06,전기·전자
005935,01,반도체/IT하드웨어,2026-05-06,전기·전자
001360,07,헬스케어,2026-05-06,제약
010140,02,자동차/운송장비,2026-05-06,운송장비·부품
016360,06,금융,2026-05-06,증권
068290,08,인터넷/게임/SW,2026-05-06,오락·문화
029780,06,금융,2026-05-06,기타금융
000810,06,금융,2026-05-06,보험
000815,06,금융,2026-05-06,보험
006110,04,철강금속,2026-05-06,금속
0120G0,07,헬스케어,2026-05-06,제약
145990,10,음식료,2026-05-06,음식료·담배
145995,10,음식료,2026-05-06,음식료·담배
003230,10,음식료,2026-05-06,음식료·담배
272550,03,2차전지/화학/소재,2026-05-06,화학
000070,06,금융,2026-05-06,기타금융
003720,03,2차전지/화학/소재,2026-05-06,화학
002810,09,소비재/유통,2026-05-06,유통
005680,01,반도체/IT하드웨어,2026-05-06,전기·전자
023000,02,자동차/운송장비,2026-05-06,운송장비·부품
004380,05,조선/기계/산업재,2026-05-06,기계·장비
002450,99,기타,2026-05-06,기타제조
004440,03,2차전지/화학/소재,2026-05-06,비금속
000520,07,헬스케어,2026-05-06,제약
009770,03,2차전지/화학/소재,2026-05-06,종이·목재
005500,07,헬스케어,2026-05-06,제약
004690,11,에너지/유틸리티,2026-05-06,전기·가스
010960,12,건설/부동산,2026-05-06,건설
004450,04,철강금속,2026-05-06,금속
009470,01,반도체/IT하드웨어,2026-05-06,전기·전자
011230,01,반도체/IT하드웨어,2026-05-06,전기·전자
001820,01,반도체/IT하드웨어,2026-05-06,전기·전자
001290,06,금융,2026-05-06,증권
041650,02,자동차/운송장비,2026-05-06,운송장비·부품
075180,02,자동차/운송장비,2026-05-06,운송장비·부품
007540,06,금융,2026-05-06,기타금융
248170,10,음식료,2026-05-06,음식료·담배
007860,06,금융,2026-05-06,기타금융
200880,02,자동차/운송장비,2026-05-06,운송장비·부품
017390,11,에너지/유틸리티,2026-05-06,전기·가스
031210,06,금융,2026-05-06,보험
004410,10,음식료,2026-05-06,음식료·담배
004415,10,음식료,2026-05-06,음식료·담배
021050,04,철강금속,2026-05-06,금속
008490,03,2차전지/화학/소재,2026-05-06,화학
007610,01,반도체/IT하드웨어,2026-05-06,전기·전자
136490,10,음식료,2026-05-06,음식료·담배
014910,01,반도체/IT하드웨어,2026-05-06,전기·전자
014915,01,반도체/IT하드웨어,2026-05-06,전기·전자
004980,03,2차전지/화학/소재,2026-05-06,비금속
004985,03,2차전지/화학/소재,2026-05-06,비금속
000180,99,기타,2026-05-06,일반서비스
002420,09,소비재/유통,2026-05-06,유통
004360,05,조선/기계/산업재,2026-05-06,운송·창고
004365,05,조선/기계/산업재,2026-05-06,운송·창고
004490,01,반도체/IT하드웨어,2026-05-06,전기·전자
001430,04,철강금속,2026-05-06,금속
306200,04,철강금속,2026-05-06,금속
003030,06,금융,2026-05-06,기타금융
058650,04,철강금속,2026-05-06,금속
013000,09,소비재/유통,2026-05-06,유통
021820,02,자동차/운송장비,2026-05-06,운송장비·부품
067830,09,소비재/유통,2026-05-06,유통
075580,02,자동차/운송장비,2026-05-06,운송장비·부품
068270,07,헬스케어,2026-05-06,제약
336370,01,반도체/IT하드웨어,2026-05-06,전기·전자
33637K,01,반도체/IT하드웨어,2026-05-06,전기·전자
33637L,01,반도체/IT하드웨어,2026-05-06,전기·전자
248070,01,반도체/IT하드웨어,2026-05-06,전기·전자
004430,03,2차전지/화학/소재,2026-05-06,화학
017550,05,조선/기계/산업재,2026-05-06,기계·장비
126720,12,건설/부동산,2026-05-06,건설
053210,08,인터넷/게임/SW,2026-05-06,오락·문화
204210,12,건설/부동산,2026-05-06,부동산
026890,06,금융,2026-05-06,기타금융
134790,99,기타,2026-05-06,기타제조
462870,08,인터넷/게임/SW,2026-05-06,IT 서비스
016590,03,2차전지/화학/소재,2026-05-06,종이·목재
029530,01,반도체/IT하드웨어,2026-05-06,전기·전자
004970,10,음식료,2026-05-06,농업 임업 및 어업
011930,01,반도체/IT하드웨어,2026-05-06,전기·전자
004170,09,소비재/유통,2026-05-06,유통
035510,08,인터넷/게임/SW,2026-05-06,IT 서비스
031430,09,소비재/유통,2026-05-06,유통
031440,99,기타,2026-05-06,일반서비스
006880,09,소비재/유통,2026-05-06,유통
005800,09,소비재/유통,2026-05-06,섬유·의류
001720,06,금융,2026-05-06,증권
009270,09,소비재/유통,2026-05-06,섬유·의류
002700,09,소비재/유통,2026-05-06,유통
002870,09,소비재/유통,2026-05-06,유통
019170,07,헬스케어,2026-05-06,제약
019175,07,헬스케어,2026-05-06,제약
481850,06,금융,2026-05-06,기타금융
404990,12,건설/부동산,2026-05-06,부동산
293940,12,건설/부동산,2026-05-06,부동산
055550,06,금융,2026-05-06,기타금융
004080,09,소비재/유통,2026-05-06,유통
004770,01,반도체/IT하드웨어,2026-05-06,전기·전자
403550,99,기타,2026-05-06,일반서비스
004920,01,반도체/IT하드웨어,2026-05-06,전기·전자
112610,04,철강금속,2026-05-06,금속
480370,05,조선/기계/산업재,2026-05-06,기계·장비
308170,02,자동차/운송장비,2026-05-06,운송장비·부품
008700,01,반도체/IT하드웨어,2026-05-06,전기·전자
090430,03,2차전지/화학/소재,2026-05-06,화학
090435,03,2차전지/화학/소재,2026-05-06,화학
002790,03,2차전지/화학/소재,2026-05-06,화학
00279K,03,2차전지/화학/소재,2026-05-06,화학
002795,03,2차전지/화학/소재,2026-05-06,화학
002030,99,기타,2026-05-06,일반서비스
183190,03,2차전지/화학/소재,2026-05-06,비금속
