signal_id,family,horizon_d,regime,matched_abn_ret,matched_abn_tstat,n_events,n_unique_ticker,n_unique_date,status,caveat
flag_treasury_stock,G_event_matched,1,FULL,0.007004294551284508,6.668469880251133,2746,369,1085,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_capital_raise,G_event_matched,5,PRESENT,0.011541835776115016,1.9727377889102762,715,119,350,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_capital_raise,G_event_matched,10,PRESENT,0.013056453748773789,2.6749345293951103,583,91,312,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_capital_raise,G_event_matched,20,PRESENT,0.01592251984412634,2.982447227539895,479,69,270,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_cb_bw,G_event_matched,1,FULL,0.03435261290823887,10.10431719999662,823,143,367,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_cb_bw,G_event_matched,3,FULL,0.016913108388356343,3.285407890652818,445,91,227,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_cb_bw,G_event_matched,5,FULL,0.008831988006073922,1.0344597097385706,338,76,187,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_cb_bw,G_event_matched,10,FULL,0.010795659014284626,0.9955905307311138,235,53,141,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_cb_bw,G_event_matched,20,FULL,0.03872406047761288,3.52244479583698,157,33,98,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_cb_bw,G_event_matched,1,PAST,0.017414335591141705,4.325480126187731,404,97,198,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_cb_bw,G_event_matched,3,PAST,0.021409862276268024,2.6408217306424837,227,56,127,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_cb_bw,G_event_matched,5,PAST,0.01747145319018822,1.5211105861429264,180,46,106,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_cb_bw,G_event_matched,10,PAST,0.025819819052289236,1.464109154292575,127,34,79,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_cb_bw,G_event_matched,20,PAST,0.040127721743279464,2.459751598320684,80,20,52,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_cb_bw,G_event_matched,1,PRESENT,0.05068450798248053,9.531098422285261,419,86,169,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_cb_bw,G_event_matched,3,PRESENT,0.012230708697732717,1.953265651918999,218,51,100,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_cb_bw,G_event_matched,5,PRESENT,-0.0010104406846892094,-0.07933840396894934,158,41,81,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_cb_bw,G_event_matched,10,PRESENT,-0.006871640289665233,-0.618421990888866,108,25,62,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_cb_bw,G_event_matched,20,PRESENT,0.03726571111068656,2.521983876928423,77,18,46,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_capital_reduction,G_event_matched,1,FULL,0.013923026432616484,2.821395926702288,199,78,137,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_capital_reduction,G_event_matched,3,FULL,0.020385307245233734,1.6171110290755408,114,47,87,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_capital_reduction,G_event_matched,5,FULL,0.030575300953047724,2.283281936259655,89,37,68,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_capital_reduction,G_event_matched,10,FULL,0.06990178559952812,0.9128914663911062,65,21,50,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_capital_reduction,G_event_matched,20,FULL,0.0070853034680542016,0.7670427542978137,51,19,45,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_capital_reduction,G_event_matched,1,PAST,0.02015343596357977,2.4920035468463206,81,35,52,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_capital_reduction,G_event_matched,3,PAST,0.06878142854153643,2.600878118245382,35,22,29,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_capital_reduction,G_event_matched,5,PAST,0.04565964295880669,1.773783250720188,26,16,22,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_capital_reduction,G_event_matched,10,PAST,-0.0060487433159249395,-0.6804128387356144,13,7,13,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_capital_reduction,G_event_matched,20,PAST,0.014480453757260911,1.2656412844328166,14,8,14,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_capital_reduction,G_event_matched,1,PRESENT,0.009646219890175585,1.5562703808246938,118,51,85,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_capital_reduction,G_event_matched,3,PRESENT,-0.001056012316419362,-0.07916146336942105,79,30,58,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_capital_reduction,G_event_matched,5,PRESENT,0.02435001695067101,1.5488954737532423,63,24,46,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_capital_reduction,G_event_matched,10,PRESENT,0.08888941782839141,0.9288965976011906,52,17,37,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_capital_reduction,G_event_matched,20,PRESENT,0.00428713849375977,0.3564335564719399,37,14,31,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_merger_split,G_event_matched,1,FULL,0.007081748290628587,5.823487556629538,1680,276,808,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_merger_split,G_event_matched,3,FULL,0.003575216010248989,1.6036665487612147,1125,189,630,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_merger_split,G_event_matched,5,FULL,0.00782373344199272,2.997519087468009,922,154,548,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_merger_split,G_event_matched,10,FULL,0.001455933415906784,0.2027037905889307,777,115,492,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_merger_split,G_event_matched,20,FULL,-0.0011873301131129583,-0.226450921091358,669,101,442,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_merger_split,G_event_matched,1,PAST,0.006009529303472639,3.7054287911706627,818,162,413,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_merger_split,G_event_matched,3,PAST,0.002822147156831713,0.9475922338905617,558,110,324,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_merger_split,G_event_matched,5,PAST,-0.0008482271377856297,-0.29044228235952657,471,92,287,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_merger_split,G_event_matched,10,PAST,-0.009110387991917199,-2.2084093891220116,406,71,258,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_merger_split,G_event_matched,20,PAST,-0.001056086526143072,-0.1610928047440758,351,62,238,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_merger_split,G_event_matched,1,PRESENT,0.00809923684224525,4.493051881151151,862,188,395,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_merger_split,G_event_matched,3,PRESENT,0.0043163313898025,1.301924131632405,567,124,306,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_merger_split,G_event_matched,5,PRESENT,0.016880259901140393,3.8885988179972304,451,96,261,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_merger_split,G_event_matched,10,PRESENT,0.013019077598053782,0.9081266998904843,371,72,234,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_merger_split,G_event_matched,20,PRESENT,-0.0013321933175985893,-0.15980220234401274,318,62,204,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_contract,G_event_matched,1,FULL,0.016617339972094296,26.1708396806014,7980,262,1621,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_contract,G_event_matched,3,FULL,0.011630119640910371,10.177818817106779,4660,213,1471,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_contract,G_event_matched,5,FULL,0.011196127718363523,7.062223672433563,3860,180,1383,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_contract,G_event_matched,10,FULL,0.005154378381513333,3.041663269760657,3095,138,1263,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_contract,G_event_matched,20,FULL,-0.0006001750093986895,-0.2795735579023655,2497,103,1145,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_contract,G_event_matched,1,PAST,0.006826856030061013,8.884118142954348,3070,172,737,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_contract,G_event_matched,3,PAST,0.013218916229693714,7.36277191538985,1769,131,649,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_contract,G_event_matched,5,PAST,0.0044260364166859205,2.303118288588262,1390,114,600,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_contract,G_event_matched,10,PAST,-0.002275088587303377,-0.8910018836668582,1069,74,538,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_contract,G_event_matched,20,PAST,0.00015615401432386301,0.043738029401494266,847,51,475,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_contract,G_event_matched,1,PRESENT,0.022738884921593722,25.197483851757095,4910,221,884,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_contract,G_event_matched,3,PRESENT,0.010657936601976531,7.209258374037078,2891,170,822,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_contract,G_event_matched,5,PRESENT,0.015006017155339986,6.7423596693210355,2470,139,783,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_contract,G_event_matched,10,PRESENT,0.00907446732014367,4.113587475002119,2026,115,725,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_contract,G_event_matched,20,PRESENT,-0.0009884239082429327,-0.36837933362902625,1650,89,670,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_litigation,G_event_matched,1,FULL,0.014650775022259825,6.592494653110071,873,164,417,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_litigation,G_event_matched,3,FULL,0.01483780119290295,3.3365835667321377,489,102,294,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_litigation,G_event_matched,5,FULL,0.00808169258333293,1.702863349685362,389,80,247,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_litigation,G_event_matched,10,FULL,0.005318856068395904,0.9798694704582858,247,54,184,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_litigation,G_event_matched,20,FULL,0.021310331397736026,2.987991850268848,190,44,147,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_litigation,G_event_matched,1,PAST,0.02520774406909787,6.747871917091296,305,79,162,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_litigation,G_event_matched,3,PAST,0.040562734837055116,4.102449410590348,194,54,120,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_litigation,G_event_matched,5,PAST,0.025714691573559736,3.0288111564645503,162,40,103,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_litigation,G_event_matched,10,PAST,0.017585136308928905,2.9335802208729644,104,24,74,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_litigation,G_event_matched,20,PAST,0.02114327096659846,2.3113783004482475,81,18,61,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_litigation,G_event_matched,1,PRESENT,0.008981980023517565,3.2810413852889897,568,124,255,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_litigation,G_event_matched,3,PRESENT,-0.0020796127968106767,-0.6658781659894122,295,71,174,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_litigation,G_event_matched,5,PRESENT,-0.004502209779736421,-0.8517836368936004,227,56,144,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_litigation,G_event_matched,10,PRESENT,-0.003602075015628088,-0.43720009725743386,143,39,110,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_litigation,G_event_matched,20,PRESENT,0.02143447722270982,2.052092276267537,109,32,86,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_audit_issue,G_event_matched,1,FULL,0.013880105442423319,13.732087442331395,3976,674,969,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_audit_issue,G_event_matched,3,FULL,0.026800397342328384,11.176600313116523,2258,516,575,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_audit_issue,G_event_matched,5,FULL,0.025872150267453594,8.29356851333649,1707,416,439,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_audit_issue,G_event_matched,10,FULL,0.05165261186963585,4.621368554263097,1270,304,314,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_audit_issue,G_event_matched,20,FULL,0.02213404052625579,3.7328051258669954,988,211,232,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_audit_issue,G_event_matched,1,PAST,0.01460339012290863,9.695378356094999,1725,537,456,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_audit_issue,G_event_matched,3,PAST,0.027739313418315096,8.06939490258278,940,348,263,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_audit_issue,G_event_matched,5,PAST,0.02323226321492639,6.0221065827364715,728,270,200,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_audit_issue,G_event_matched,10,PAST,0.01136223614538101,2.38539218060511,514,182,136,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_audit_issue,G_event_matched,20,PAST,0.009841167054438677,1.3074786186009368,395,122,103,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_audit_issue,G_event_matched,1,PRESENT,0.013325833530456566,9.782288266937739,2251,571,513,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_audit_issue,G_event_matched,3,PRESENT,0.026130760687224048,7.924988791649769,1318,389,312,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_audit_issue,G_event_matched,5,PRESENT,0.02783521234532877,6.022355501645457,979,295,239,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_audit_issue,G_event_matched,10,PRESENT,0.07904580383030647,4.288179499917604,756,220,178,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_audit_issue,G_event_matched,20,PRESENT,0.030322379516757907,3.566884578787724,593,152,129,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_large_holder,G_event_matched,1,FULL,0.006505562450784188,26.665120858451047,43743,689,2037,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_large_holder,G_event_matched,3,FULL,0.007986340441869976,21.585923100107653,31662,558,2011,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
