signal_id,family,horizon_d,regime,mean_abnormal_ret,abn_tstat,n_events,metric_note,status,caveat,p_value,q_value_bh
flag_treasury_stock,G_event,1,FULL,0.0176473176916782,12.11133027828087,2749,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,6.251942913455227e-33,2.961446643215634e-32
flag_treasury_stock,G_event,3,PRESENT,0.0229562218584511,6.4537074732022965,1232,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,1.566027107928051e-10,3.7090115714085417e-10
flag_treasury_stock,G_event,5,PRESENT,0.0332530515215747,5.95857995639929,1061,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,3.459081410210498e-09,7.156720159056203e-09
flag_treasury_stock,G_event,10,PRESENT,0.1170803660504891,4.17773845794618,926,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,3.2230116751016185e-05,5.473038693568786e-05
flag_treasury_stock,G_event,20,PRESENT,0.0215343692078448,3.099036297656604,804,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,0.0020092019445314764,0.003013802916797215
flag_earnings,G_event,1,FULL,0.0207494135787715,53.05927646711702,30760,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,0.0,0.0
flag_earnings,G_event,3,FULL,0.0088845249211164,12.981507703912,17347,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,2.350868462950448e-38,1.4105210777702687e-37
flag_earnings,G_event,5,FULL,0.0129508930820635,10.941209236149232,11718,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,9.970173146984313e-28,4.0787071964935826e-27
flag_earnings,G_event,10,FULL,0.0201147197110017,7.008338682774273,8923,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,2.5866962089722776e-12,6.6515045373572846e-12
flag_earnings,G_event,20,FULL,0.017694675097977,7.524653864964738,6979,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,5.949535860297852e-14,1.598382768438229e-13
flag_earnings,G_event,1,PAST,0.0111712851992283,22.473949881077356,14349,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,5.84519444278139e-110,1.3151687496258127e-108
flag_earnings,G_event,3,PAST,0.001302012052776,1.6496829730801013,9987,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,0.09903924600974488,0.11806002835598728
flag_earnings,G_event,5,PAST,0.011611473501896,8.162677072298795,5714,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,3.9964154794275246e-16,1.2192454005033127e-15
flag_earnings,G_event,10,PAST,0.0116246755275604,5.021404806842794,4142,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,5.345333510831507e-07,1.0235745020741182e-06
flag_earnings,G_event,20,PAST,0.003873866761021,1.25070430280379,3117,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,0.21113628472517157,0.24519052419697343
flag_earnings,G_event,1,PRESENT,0.0291240747278829,50.0041343827545,16411,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,0.0,0.0
flag_earnings,G_event,3,PRESENT,0.0191734591624364,16.032238234574937,7360,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,6.940430931707814e-57,6.246387838537032e-56
flag_earnings,G_event,5,PRESENT,0.0142256171795114,7.5994763557204275,6004,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,3.4296035847634744e-14,9.353464322082203e-14
flag_earnings,G_event,10,PRESENT,0.0274700351278212,5.532934261649118,4781,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,3.31712533673349e-08,6.63425067346698e-08
flag_earnings,G_event,20,PRESENT,0.0288493772176797,8.420087257464134,3862,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,5.2358946849233954e-17,1.624932833252088e-16
flag_capital_raise,G_event,1,FULL,0.0284559524064807,15.601824341210168,2949,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,8.628830091687093e-53,6.752997463059464e-52
flag_capital_raise,G_event,3,FULL,0.0383604211395982,10.221851438833664,1722,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,7.48639546903048e-24,2.80739830088643e-23
flag_capital_raise,G_event,5,FULL,0.0353953598218368,6.218108849494403,1406,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,6.622261164817391e-10,1.4536670849599152e-09
flag_capital_raise,G_event,10,FULL,0.0189295485717219,3.003060299684677,1100,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,0.002733262200301541,0.004008766363684139
flag_capital_raise,G_event,20,FULL,0.0136333172367158,1.811276607512856,883,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,0.0704381134875305,0.0850930230050704
flag_capital_raise,G_event,1,PAST,0.0302433121590357,11.682878032707125,1393,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,3.781907166453507e-30,1.6603494877112956e-29
flag_capital_raise,G_event,3,PAST,0.0472574386177441,7.776977453240762,811,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,2.257271468379013e-14,6.348576004815974e-14
flag_capital_raise,G_event,5,PAST,0.0469401852207501,6.126902256488537,631,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,1.5790112563862005e-09,3.3049072808083265e-09
flag_capital_raise,G_event,10,PAST,0.0092543429986722,1.0429301312916996,457,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,0.2975332430651454,0.33472489844828857
flag_capital_raise,G_event,20,PAST,-0.0107979391605093,-1.1621731848792698,350,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,0.24595925105301283,0.2837991358303994
flag_capital_raise,G_event,1,PRESENT,0.0268558289262049,10.470643802841442,1556,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,7.723033856121253e-25,2.957757647025161e-24
flag_capital_raise,G_event,3,PRESENT,0.0304400246799096,6.652082523743957,911,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,4.981766076236903e-11,1.2117809374630305e-10
flag_capital_raise,G_event,5,PRESENT,0.025995637464786,3.162812349752701,775,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,0.001623524343859178,0.002476562558429255
flag_capital_raise,G_event,10,PRESENT,0.0258060166073109,2.9517600739575878,643,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,0.0032749896644215246,0.004715985116766995
flag_capital_raise,G_event,20,PRESENT,0.0296763561467136,2.7412697039148872,533,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,0.006326116492067892,0.008692373805894814
flag_cb_bw,G_event,1,FULL,0.055742191539899,12.308325422482447,825,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,4.433619985466279e-32,2.0462861471382824e-31
flag_cb_bw,G_event,3,FULL,0.0560219286033618,6.462200302484871,446,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,2.7134803812356405e-10,6.343200891200199e-10
flag_cb_bw,G_event,5,FULL,0.0502117233428334,3.809818410721297,339,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,0.0001651783915853934,0.000270291913503371
flag_cb_bw,G_event,10,FULL,0.0618253750738731,3.1021373738826146,235,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,0.00215737043333463,0.003209311388431681
flag_cb_bw,G_event,20,FULL,0.1300408680167355,4.278520205773166,157,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,3.269944350195438e-05,5.5008409629455965e-05
flag_cb_bw,G_event,1,PAST,0.0390800036805438,6.845094847135748,406,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,2.8414968924145532e-11,7.006430693624925e-11
flag_cb_bw,G_event,3,PAST,0.0687101210267451,5.286399096389499,228,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,2.9263946143744795e-07,5.66398957620867e-07
flag_cb_bw,G_event,5,PAST,0.0884172662171721,4.745081239635231,181,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,4.23215312645923e-06,7.69482386628951e-06
flag_cb_bw,G_event,10,PAST,0.0854480014454678,2.746177497567478,127,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,0.006912547960790595,0.009426201764714448
flag_cb_bw,G_event,20,PAST,0.1376559742219302,3.785179069307604,80,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,0.00029769423560266047,0.00046193933110757655
flag_cb_bw,G_event,1,PRESENT,0.0718874141434747,10.404246873557954,419,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,1.065485657998052e-22,3.9140289477479466e-22
flag_cb_bw,G_event,3,PRESENT,0.042751709004594,3.765646926644728,218,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,0.00021393133413661917,0.00033778631705781974
flag_cb_bw,G_event,5,PRESENT,0.0064446141007113,0.3583236674968322,158,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,0.7205824470312553,0.7286788790203705
flag_cb_bw,G_event,10,PRESENT,0.0340469162850535,1.4704319533334314,108,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,0.14437936754765385,0.17097556683274798
flag_cb_bw,G_event,20,PRESENT,0.1221290693619876,2.474296583455238,77,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,0.015579777081696356,0.020031141962181028
flag_capital_reduction,G_event,1,FULL,0.0174467749094435,2.5501008399885827,201,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,0.011518006439250128,0.015471948948246442
flag_capital_reduction,G_event,3,FULL,0.0396095134936595,2.463440858770371,116,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,0.015241844937992152,0.01973764092689631
flag_capital_reduction,G_event,5,FULL,0.0467054267085402,2.497652667032966,91,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,0.014319351920509194,0.018813747048844195
flag_capital_reduction,G_event,10,FULL,0.1095486714014113,0.9687317897429556,67,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,0.3362157046328529,0.3735730051476143
flag_capital_reduction,G_event,20,FULL,3.3356313961769164e-05,0.0013390394149487,53,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,0.9989367253388041,0.9989367253388041
flag_capital_reduction,G_event,1,PAST,0.0258556991142155,2.2870322319137344,81,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,0.024836746379136132,0.031045932973920165
flag_capital_reduction,G_event,3,PAST,0.113211319677384,3.137548535760712,35,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,0.003508610762877818,0.005012301089825455
flag_capital_reduction,G_event,5,PAST,0.1004451810868041,2.8431401813606483,26,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,0.008772612339407222,0.01187270842927293
flag_capital_reduction,G_event,10,PAST,0.0499430660675002,0.955747404281595,13,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,0.3580583085443583,0.392990826451125
flag_capital_reduction,G_event,20,PAST,0.0301529655005051,0.5875882235948703,14,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,0.5668754965574303,0.600221114001985
flag_capital_reduction,G_event,1,PRESENT,0.0117707510712224,1.3767289474784492,120,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,0.17118072871967396,0.20138909261138113
flag_capital_reduction,G_event,3,PRESENT,0.0078062639080995,0.4925039426885806,81,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,0.6237121058587524,0.6489490118761585
flag_capital_reduction,G_event,5,PRESENT,0.0252095249572347,1.1651347088237074,65,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,0.24828882967432106,0.28466235249285216
flag_capital_reduction,G_event,10,PRESENT,0.1238981689817973,0.8852186398301045,54,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,0.38003735296614893,0.41412563711380074
flag_capital_reduction,G_event,20,PRESENT,-0.0107788110863358,-0.3766556043944686,39,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,0.7085246560196502,0.7205335484945595
flag_merger_split,G_event,1,FULL,0.0108141145792491,6.444677152789271,1700,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,1.5050455825393285e-10,3.612109398094388e-10
flag_merger_split,G_event,3,FULL,0.0103348204773088,3.147162060174015,1145,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,0.0016912313951934158,0.0025581651355866793
flag_merger_split,G_event,5,FULL,0.0155520537699401,3.771676011880047,939,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,0.00017231171866378636,0.0002794244086439779
flag_merger_split,G_event,10,FULL,0.0106292231515467,1.0064234743630869,793,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,0.31451928350039227,0.35163646602528326
flag_merger_split,G_event,20,FULL,0.0219530487574897,2.491890291742349,684,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,0.012942592032062522,0.01725678937608336
flag_merger_split,G_event,1,PAST,0.0054151370978147,2.455405990977833,830,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,0.01427687168415555,0.018813747048844195
flag_merger_split,G_event,3,PAST,0.0019031495654916,0.4270276972735269,570,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,0.6695206875408346,0.6847370668031263
flag_merger_split,G_event,5,PAST,-0.0010251709164996,-0.2279936700201366,480,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,0.8197484518709736,0.8243280521607554
flag_merger_split,G_event,10,PAST,-0.0125937362289084,-2.073947992088038,414,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,0.03870328910465258,0.047391782577125605
flag_merger_split,G_event,20,PAST,0.0050487528891061,0.4772051241520811,358,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,0.633508062933993,0.6553531685524066
flag_merger_split,G_event,1,PRESENT,0.0159648632109623,6.376917453686529,870,EVENT-STUDY t+1 entry; abnormal = stock - universe-mean(same date); title/flag presence only,measured_with_caveat,metadata/title flag (presence not magnitude); R-family closed on title-only insufficiency (caveat not veto); overlapping events; no body parser,2.931812330418252e-10,6.765720762503658e-10
