date,cash,mtm_value,gross_value,net_value,n_positions,d013_baseline_net_value,d013_defensive_basket_net_value,defensive_basket_sleeve_factor
2013-11-28,1.0681332455359673,0.0,1.0681332455359673,1.0681332455359673,0,1.0,1.0681332455359673,1.0681332455359673
2013-11-29,1.0679617643886574,0.0,1.0679617643886574,1.0679617643886574,0,1.0,1.0679617643886574,1.0679617643886574
2013-12-02,1.0677903107714184,0.0,1.0677903107714184,1.0677903107714184,0,1.0,1.0677903107714184,1.0677903107714184
2013-12-03,1.0676188846798305,0.0,1.0676188846798305,1.0676188846798305,0,1.0,1.0676188846798305,1.0676188846798305
2013-12-04,1.0674474861094745,0.0,1.0674474861094745,1.0674474861094745,0,1.0,1.0674474861094745,1.0674474861094745
2013-12-05,1.0672761150559322,0.0,1.0672761150559322,1.0672761150559322,0,1.0,1.0672761150559322,1.0672761150559322
2013-12-06,1.0671047715147859,0.0,1.0671047715147859,1.0671047715147859,0,1.0,1.0671047715147859,1.0671047715147859
2013-12-09,1.0669334554816188,0.0,1.0669334554816188,1.0669334554816188,0,1.0,1.0669334554816188,1.0669334554816188
2013-12-10,1.0667621669520146,0.0,1.0667621669520146,1.0667621669520146,0,1.0,1.0667621669520146,1.0667621669520146
2013-12-11,1.066590905921558,0.0,1.066590905921558,1.066590905921558,0,1.0,1.066590905921558,1.066590905921558
2013-12-12,1.0664196723858337,0.0,1.0664196723858337,1.0664196723858337,0,1.0,1.0664196723858337,1.0664196723858337
2013-12-13,1.0662484663404281,0.0,1.0662484663404281,1.0662484663404281,0,1.0,1.0662484663404281,1.0662484663404281
2013-12-16,1.0660772877809277,0.0,1.0660772877809277,1.0660772877809277,0,1.0,1.0660772877809277,1.0660772877809277
2013-12-17,1.0659061367029197,0.0,1.0659061367029197,1.0659061367029197,0,1.0,1.0659061367029197,1.0659061367029197
2013-12-18,1.0657350131019923,0.0,1.0657350131019923,1.0657350131019923,0,1.0,1.0657350131019923,1.0657350131019923
2013-12-19,1.065563916973734,0.0,1.065563916973734,1.065563916973734,0,1.0,1.065563916973734,1.065563916973734
2013-12-20,1.0653928483137347,0.0,1.0653928483137347,1.0653928483137347,0,1.0,1.0653928483137347,1.0653928483137347
2013-12-23,1.0652218071175843,0.0,1.0652218071175843,1.0652218071175843,0,1.0,1.0652218071175843,1.0652218071175843
2013-12-24,1.0650507933808737,0.0,1.0650507933808737,1.0650507933808737,0,1.0,1.0650507933808737,1.0650507933808737
2013-12-26,1.0648798070991945,0.0,1.0648798070991945,1.0648798070991945,0,1.0,1.0648798070991945,1.0648798070991945
2013-12-27,1.0647088482681388,0.0,1.0647088482681388,1.0647088482681388,0,1.0,1.0647088482681388,1.0647088482681388
2013-12-30,1.0645379168832998,0.0,1.0645379168832998,1.0645379168832998,0,1.0,1.0645379168832998,1.0645379168832998
2014-01-02,1.0647898929313697,0.0,1.0647898929313697,1.0647898929313697,0,1.0,1.0647898929313697,1.0647898929313697
2014-01-03,1.0650419286221522,0.0,1.0650419286221522,1.0650419286221522,0,1.0,1.0650419286221522,1.0650419286221522
2014-01-06,1.0652940239697644,0.0,1.0652940239697644,1.0652940239697644,0,1.0,1.0652940239697644,1.0652940239697644
2014-01-07,1.0655461789883272,0.0,1.0655461789883272,1.0655461789883272,0,1.0,1.0655461789883272,1.0655461789883272
2014-01-08,1.0657983936919646,0.0,1.0657983936919646,1.0657983936919646,0,1.0,1.0657983936919646,1.0657983936919646
2014-01-09,1.0660506680948043,0.0,1.0660506680948043,1.0660506680948043,0,1.0,1.0660506680948043,1.0660506680948043
2014-01-10,1.066303002210977,0.0,1.066303002210977,1.066303002210977,0,1.0,1.066303002210977,1.066303002210977
2014-01-13,1.0665553960546166,0.0,1.0665553960546166,1.0665553960546166,0,1.0,1.0665553960546166,1.0665553960546166
2014-01-14,1.0668078496398608,0.0,1.0668078496398608,1.0668078496398608,0,1.0,1.0668078496398608,1.0668078496398608
2014-01-15,1.0670603629808504,0.0,1.0670603629808504,1.0670603629808504,0,1.0,1.0670603629808504,1.0670603629808504
2014-01-16,1.0673129360917295,0.0,1.0673129360917295,1.0673129360917295,0,1.0,1.0673129360917295,1.0673129360917295
2014-01-17,1.067565568986646,0.0,1.067565568986646,1.067565568986646,0,1.0,1.067565568986646,1.067565568986646
2014-01-20,1.0678182616797502,0.0,1.0678182616797502,1.0678182616797502,0,1.0,1.0678182616797502,1.0678182616797502
2014-01-21,1.0680710141851968,0.0,1.0680710141851968,1.0680710141851968,0,1.0,1.0680710141851968,1.0680710141851968
2014-01-22,1.068323826517143,0.0,1.068323826517143,1.068323826517143,0,1.0,1.068323826517143,1.068323826517143
2014-01-23,1.06857669868975,0.0,1.06857669868975,1.06857669868975,0,1.0,1.06857669868975,1.06857669868975
2014-01-24,1.068829630717182,0.0,1.068829630717182,1.068829630717182,0,1.0,1.068829630717182,1.068829630717182
2014-01-27,1.0690826226136068,0.0,1.0690826226136068,1.0690826226136068,0,1.0,1.0690826226136068,1.0690826226136068
2014-01-28,1.069335674393195,0.0,1.069335674393195,1.069335674393195,0,1.0,1.069335674393195,1.069335674393195
2014-01-29,1.0695887860701212,0.0,1.0695887860701212,1.0695887860701212,0,1.0,1.0695887860701212,1.0695887860701212
2014-02-03,1.0698419576585632,0.0,1.0698419576585632,1.0698419576585632,0,1.0,1.0698419576585632,1.0698419576585632
2014-02-04,1.0700951891727017,0.0,1.0700951891727017,1.0700951891727017,0,1.0,1.0700951891727017,1.0700951891727017
2014-02-05,1.0703484806267214,0.0,1.0703484806267214,1.0703484806267214,0,1.0,1.0703484806267214,1.0703484806267214
2014-02-06,1.07060183203481,0.0,1.07060183203481,1.07060183203481,0,1.0,1.07060183203481,1.07060183203481
2014-02-07,1.0708552434111587,0.0,1.0708552434111587,1.0708552434111587,0,1.0,1.0708552434111587,1.0708552434111587
2014-02-10,1.0711087147699618,0.0,1.0711087147699618,1.0711087147699618,0,1.0,1.0711087147699618,1.0711087147699618
2014-02-11,1.0713622461254173,0.0,1.0713622461254173,1.0713622461254173,0,1.0,1.0713622461254173,1.0713622461254173
2014-02-12,1.0716158374917262,0.0,1.0716158374917262,1.0716158374917262,0,1.0,1.0716158374917262,1.0716158374917262
2014-02-13,1.0718694888830933,0.0,1.0718694888830933,1.0718694888830933,0,1.0,1.0718694888830933,1.0718694888830933
2014-02-14,1.0721232003137264,0.0,1.0721232003137264,1.0721232003137264,0,1.0,1.0721232003137264,1.0721232003137264
2014-02-17,1.0723769717978369,0.0,1.0723769717978369,1.0723769717978369,0,1.0,1.0723769717978369,1.0723769717978369
2014-02-18,1.0726308033496392,0.0,1.0726308033496392,1.0726308033496392,0,1.0,1.0726308033496392,1.0726308033496392
2014-02-19,1.0728846949833515,0.0,1.0728846949833515,1.0728846949833515,0,1.0,1.0728846949833515,1.0728846949833515
2014-02-20,1.0731386467131951,0.0,1.0731386467131951,1.0731386467131951,0,1.0,1.0731386467131951,1.0731386467131951
2014-02-21,1.073392658553395,0.0,1.073392658553395,1.073392658553395,0,1.0,1.073392658553395,1.073392658553395
2014-02-24,1.0736467305181792,0.0,1.0736467305181792,1.0736467305181792,0,1.0,1.0736467305181792,1.0736467305181792
2014-02-25,1.073900862621779,0.0,1.073900862621779,1.073900862621779,0,1.0,1.073900862621779,1.073900862621779
2014-02-26,1.0741550548784293,0.0,1.0741550548784293,1.0741550548784293,0,1.0,1.0741550548784293,1.0741550548784293
2014-02-27,1.0744093073023684,0.0,1.0744093073023684,1.0744093073023684,0,1.0,1.0744093073023684,1.0744093073023684
2014-02-28,1.0746636199078379,0.0,1.0746636199078379,1.0746636199078379,0,1.0,1.0746636199078379,1.0746636199078379
2014-03-03,1.0749179927090828,0.0,1.0749179927090828,1.0749179927090828,0,1.0,1.0749179927090828,1.0749179927090828
2014-03-04,1.0751724257203514,0.0,1.0751724257203514,1.0751724257203514,0,1.0,1.0751724257203514,1.0751724257203514
2014-03-05,1.0754269189558954,0.0,1.0754269189558954,1.0754269189558954,0,1.0,1.0754269189558954,1.0754269189558954
2014-03-06,1.07568147242997,0.0,1.07568147242997,1.07568147242997,0,1.0,1.07568147242997,1.07568147242997
2014-03-07,1.0759360861568332,0.0,1.0759360861568332,1.0759360861568332,0,1.0,1.0759360861568332,1.0759360861568332
2014-03-10,1.0761907601507474,0.0,1.0761907601507474,1.0761907601507474,0,1.0,1.0761907601507474,1.0761907601507474
2014-03-11,1.0764454944259776,0.0,1.0764454944259776,1.0764454944259776,0,1.0,1.0764454944259776,1.0764454944259776
2014-03-12,1.0767002889967923,0.0,1.0767002889967923,1.0767002889967923,0,1.0,1.0767002889967923,1.0767002889967923
2014-03-13,1.0769551438774634,0.0,1.0769551438774634,1.0769551438774634,0,1.0,1.0769551438774634,1.0769551438774634
2014-03-14,1.0772100590822664,0.0,1.0772100590822664,1.0772100590822664,0,1.0,1.0772100590822664,1.0772100590822664
2014-03-17,1.07746503462548,0.0,1.07746503462548,1.07746503462548,0,1.0,1.07746503462548,1.07746503462548
2014-03-18,1.0777200705213863,0.0,1.0777200705213863,1.0777200705213863,0,1.0,1.0777200705213863,1.0777200705213863
2014-03-19,1.0779751667842707,0.0,1.0779751667842707,1.0779751667842707,0,1.0,1.0779751667842707,1.0779751667842707
2014-03-20,1.0782303234284223,0.0,1.0782303234284223,1.0782303234284223,0,1.0,1.0782303234284223,1.0782303234284223
2014-03-21,1.078485540468133,0.0,1.078485540468133,1.078485540468133,0,1.0,1.078485540468133,1.078485540468133
2014-03-24,1.0787408179176987,0.0,1.0787408179176987,1.0787408179176987,0,1.0,1.0787408179176987,1.0787408179176987
2014-03-25,1.0789961557914183,0.0,1.0789961557914183,1.0789961557914183,0,1.0,1.0789961557914183,1.0789961557914183
2014-03-26,1.079251554103594,0.0,1.079251554103594,1.079251554103594,0,1.0,1.079251554103594,1.079251554103594
2014-03-27,1.0795070128685318,0.0,1.0795070128685318,1.0795070128685318,0,1.0,1.0795070128685318,1.0795070128685318
2014-03-28,1.0797625321005409,0.0,1.0797625321005409,1.0797625321005409,0,1.0,1.0797625321005409,1.0797625321005409
2014-03-31,1.0800181118139336,0.0,1.0800181118139336,1.0800181118139336,0,1.0,1.0800181118139336,1.0800181118139336
2014-04-01,1.079720715906999,0.0,1.079720715906999,1.079720715906999,0,1.0,1.079720715906999,1.079720715906999
2014-04-02,1.0794234018915851,0.0,1.0794234018915851,1.0794234018915851,0,1.0,1.0794234018915851,1.0794234018915851
2014-04-03,1.079126169745142,0.0,1.079126169745142,1.079126169745142,0,1.0,1.079126169745142,1.079126169745142
2014-04-04,1.078829019445126,0.0,1.078829019445126,1.078829019445126,0,1.0,1.078829019445126,1.078829019445126
2014-04-07,1.078531950969,0.0,1.078531950969,1.078531950969,0,1.0,1.078531950969,1.078531950969
2014-04-08,1.0782349642942324,0.0,1.0782349642942324,1.0782349642942324,0,1.0,1.0782349642942324,1.0782349642942324
2014-04-09,1.0779380593982986,0.0,1.0779380593982986,1.0779380593982986,0,1.0,1.0779380593982986,1.0779380593982986
2014-04-10,1.0776412362586796,0.0,1.0776412362586796,1.0776412362586796,0,1.0,1.0776412362586796,1.0776412362586796
2014-04-11,1.077344494852863,0.0,1.077344494852863,1.077344494852863,0,1.0,1.077344494852863,1.077344494852863
2014-04-14,1.0770478351583421,0.0,1.0770478351583421,1.0770478351583421,0,1.0,1.0770478351583421,1.0770478351583421
2014-04-15,1.076751257152617,0.0,1.076751257152617,1.076751257152617,0,1.0,1.076751257152617,1.076751257152617
2014-04-16,1.0764547608131936,0.0,1.0764547608131936,1.0764547608131936,0,1.0,1.0764547608131936,1.0764547608131936
2014-04-17,1.076158346117584,0.0,1.076158346117584,1.076158346117584,0,1.0,1.076158346117584,1.076158346117584
2014-04-18,1.075862013043307,0.0,1.075862013043307,1.075862013043307,0,1.0,1.075862013043307,1.075862013043307
2014-04-21,1.0755657615678869,0.0,1.0755657615678869,1.0755657615678869,0,1.0,1.0755657615678869,1.0755657615678869
2014-04-22,1.0752695916688544,0.0,1.0752695916688544,1.0752695916688544,0,1.0,1.0752695916688544,1.0752695916688544
2014-04-23,1.0749735033237466,0.0,1.0749735033237466,1.0749735033237466,0,1.0,1.0749735033237466,1.0749735033237466
2014-04-24,1.0746774965101067,0.0,1.0746774965101067,1.0746774965101067,0,1.0,1.0746774965101067,1.0746774965101067
2014-04-25,1.0743815712054838,0.0,1.0743815712054838,1.0743815712054838,0,1.0,1.0743815712054838,1.0743815712054838
2014-04-28,1.0740857273874336,0.0,1.0740857273874336,1.0740857273874336,0,1.0,1.0740857273874336,1.0740857273874336
2014-04-29,1.0737899650335179,0.0,1.0737899650335179,1.0737899650335179,0,1.0,1.0737899650335179,1.0737899650335179
2014-04-30,1.0734942841213044,0.0,1.0734942841213044,1.0734942841213044,0,1.0,1.0734942841213044,1.0734942841213044
2014-05-02,1.0731986846283672,0.0,1.0731986846283672,1.0731986846283672,0,1.0,1.0731986846283672,1.0731986846283672
2014-05-07,1.0729031665322866,0.0,1.0729031665322866,1.0729031665322866,0,1.0,1.0729031665322866,1.0729031665322866
2014-05-08,1.0726077298106487,0.0,1.0726077298106487,1.0726077298106487,0,1.0,1.0726077298106487,1.0726077298106487
2014-05-09,1.0723123744410463,0.0,1.0723123744410463,1.0723123744410463,0,1.0,1.0723123744410463,1.0723123744410463
2014-05-12,1.0720171004010783,0.0,1.0720171004010783,1.0720171004010783,0,1.0,1.0720171004010783,1.0720171004010783
2014-05-13,1.0717219076683495,0.0,1.0717219076683495,1.0717219076683495,0,1.0,1.0717219076683495,1.0717219076683495
2014-05-14,1.0714267962204709,0.0,1.0714267962204709,1.0714267962204709,0,1.0,1.0714267962204709,1.0714267962204709
2014-05-15,1.0711317660350597,0.0,1.0711317660350597,1.0711317660350597,0,1.0,1.0711317660350597,1.0711317660350597
2014-05-16,1.0708368170897393,0.0,1.0708368170897393,1.0708368170897393,0,1.0,1.0708368170897393,1.0708368170897393
2014-05-19,1.0705419493621395,0.0,1.0705419493621395,1.0705419493621395,0,1.0,1.0705419493621395,1.0705419493621395
2014-05-20,1.070247162829896,0.0,1.070247162829896,1.070247162829896,0,1.0,1.070247162829896,1.070247162829896
2014-05-21,1.0699524574706505,0.0,1.0699524574706505,1.0699524574706505,0,1.0,1.0699524574706505,1.0699524574706505
2014-05-22,1.069657833262051,0.0,1.069657833262051,1.069657833262051,0,1.0,1.069657833262051,1.069657833262051
2014-05-23,1.0693632901817518,0.0,1.0693632901817518,1.0693632901817518,0,1.0,1.0693632901817518,1.0693632901817518
2014-05-26,1.0690688282074132,0.0,1.0690688282074132,1.0690688282074132,0,1.0,1.0690688282074132,1.0690688282074132
2014-05-27,1.068774447316702,0.0,1.068774447316702,1.068774447316702,0,1.0,1.068774447316702,1.068774447316702
2014-05-28,1.0684801474872905,0.0,1.0684801474872905,1.0684801474872905,0,1.0,1.0684801474872905,1.0684801474872905
2014-05-29,1.0681859286968576,0.0,1.0681859286968576,1.0681859286968576,0,1.0,1.0681859286968576,1.0681859286968576
2014-05-30,1.0678917909230883,0.0,1.0678917909230883,1.0678917909230883,0,1.0,1.0678917909230883,1.0678917909230883
2014-06-02,1.0675977341436738,0.0,1.0675977341436738,1.0675977341436738,0,1.0,1.0675977341436738,1.0675977341436738
2014-06-03,1.067303758336311,0.0,1.067303758336311,1.067303758336311,0,1.0,1.067303758336311,1.067303758336311
2014-06-05,1.0670098634787035,0.0,1.0670098634787035,1.0670098634787035,0,1.0,1.0670098634787035,1.0670098634787035
2014-06-09,1.0667160495485608,0.0,1.0667160495485608,1.0667160495485608,0,1.0,1.0667160495485608,1.0667160495485608
2014-06-10,1.0664223165235986,0.0,1.0664223165235986,1.0664223165235986,0,1.0,1.0664223165235986,1.0664223165235986
2014-06-11,1.0661286643815386,0.0,1.0661286643815386,1.0661286643815386,0,1.0,1.0661286643815386,1.0661286643815386
2014-06-12,1.0658350931001088,0.0,1.0658350931001088,1.0658350931001088,0,1.0,1.0658350931001088,1.0658350931001088
2014-06-13,1.0655416026570432,0.0,1.0655416026570432,1.0655416026570432,0,1.0,1.0655416026570432,1.0655416026570432
2014-06-16,1.0652481930300821,0.0,1.0652481930300821,1.0652481930300821,0,1.0,1.0652481930300821,1.0652481930300821
2014-06-17,1.0649548641969717,0.0,1.0649548641969717,1.0649548641969717,0,1.0,1.0649548641969717,1.0649548641969717
2014-06-18,1.0646616161354645,0.0,1.0646616161354645,1.0646616161354645,0,1.0,1.0646616161354645,1.0646616161354645
2014-06-19,1.064368448823319,0.0,1.064368448823319,1.064368448823319,0,1.0,1.064368448823319,1.064368448823319
2014-06-20,1.0640753622383,0.0,1.0640753622383,1.0640753622383,0,1.0,1.0640753622383,1.0640753622383
2014-06-23,1.063782356358178,0.0,1.063782356358178,1.063782356358178,0,1.0,1.063782356358178,1.063782356358178
2014-06-24,1.0634894311607306,0.0,1.0634894311607306,1.0634894311607306,0,1.0,1.0634894311607306,1.0634894311607306
2014-06-25,1.0631965866237403,0.0,1.0631965866237403,1.0631965866237403,0,1.0,1.0631965866237403,1.0631965866237403
2014-06-26,1.0629038227249965,0.0,1.0629038227249965,1.0629038227249965,0,1.0,1.0629038227249965,1.0629038227249965
2014-06-27,1.0626111394422944,0.0,1.0626111394422944,1.0626111394422944,0,1.0,1.0626111394422944,1.0626111394422944
2014-06-30,1.0623185367534353,0.0,1.0623185367534353,1.0623185367534353,0,1.0,1.0623185367534353,1.0623185367534353
2014-07-01,1.0627635151369215,0.0,1.0627635151369215,1.0627635151369215,0,1.0,1.0627635151369215,1.0627635151369215
2014-07-02,1.0632086799106049,0.0,1.0632086799106049,1.0632086799106049,0,1.0,1.0632086799106049,1.0632086799106049
2014-07-03,1.06365403115256,0.0,1.06365403115256,1.06365403115256,0,1.0,1.06365403115256,1.06365403115256
2014-07-04,1.0640995689408934,0.0,1.0640995689408934,1.0640995689408934,0,1.0,1.0640995689408934,1.0640995689408934
2014-07-07,1.0645452933537447,0.0,1.0645452933537447,1.0645452933537447,0,1.0,1.0645452933537447,1.0645452933537447
2014-07-08,1.0649912044692864,0.0,1.0649912044692864,1.0649912044692864,0,1.0,1.0649912044692864,1.0649912044692864
2014-07-09,1.0654373023657233,0.0,1.0654373023657233,1.0654373023657233,0,1.0,1.0654373023657233,1.0654373023657233
2014-07-10,1.0658835871212933,0.0,1.0658835871212933,1.0658835871212933,0,1.0,1.0658835871212933,1.0658835871212933
2014-07-11,1.066330058814267,0.0,1.066330058814267,1.066330058814267,0,1.0,1.066330058814267,1.066330058814267
2014-07-14,1.0667767175229477,0.0,1.0667767175229477,1.0667767175229477,0,1.0,1.0667767175229477,1.0667767175229477
2014-07-15,1.0672235633256715,0.0,1.0672235633256715,1.0672235633256715,0,1.0,1.0672235633256715,1.0672235633256715
2014-07-16,1.0676705963008073,0.0,1.0676705963008073,1.0676705963008073,0,1.0,1.0676705963008073,1.0676705963008073
2014-07-17,1.068117816526757,0.0,1.068117816526757,1.068117816526757,0,1.0,1.068117816526757,1.068117816526757
2014-07-18,1.0685652240819554,0.0,1.0685652240819554,1.0685652240819554,0,1.0,1.0685652240819554,1.0685652240819554
2014-07-21,1.0690128190448698,0.0,1.0690128190448698,1.0690128190448698,0,1.0,1.0690128190448698,1.0690128190448698
2014-07-22,1.0694606014940005,0.0,1.0694606014940005,1.0694606014940005,0,1.0,1.0694606014940005,1.0694606014940005
2014-07-23,1.0699085715078809,0.0,1.0699085715078809,1.0699085715078809,0,1.0,1.0699085715078809,1.0699085715078809
2014-07-24,1.070356729165077,0.0,1.070356729165077,1.070356729165077,0,1.0,1.070356729165077,1.070356729165077
2014-07-25,1.070805074544188,0.0,1.070805074544188,1.070805074544188,0,1.0,1.070805074544188,1.070805074544188
2014-07-28,1.0712536077238457,0.0,1.0712536077238457,1.0712536077238457,0,1.0,1.0712536077238457,1.0712536077238457
2014-07-29,1.0717023287827152,0.0,1.0717023287827152,1.0717023287827152,0,1.0,1.0717023287827152,1.0717023287827152
2014-07-30,1.0721512377994942,0.0,1.0721512377994942,1.0721512377994942,0,1.0,1.0721512377994942,1.0721512377994942
2014-07-31,1.0726003348529134,0.0,1.0726003348529134,1.0726003348529134,0,1.0,1.0726003348529134,1.0726003348529134
2014-08-01,1.0730496200217368,0.0,1.0730496200217368,1.0730496200217368,0,1.0,1.0730496200217368,1.0730496200217368
2014-08-04,1.073499093384761,0.0,1.073499093384761,1.073499093384761,0,1.0,1.073499093384761,1.073499093384761
2014-08-05,1.073948755020816,0.0,1.073948755020816,1.073948755020816,0,1.0,1.073948755020816,1.073948755020816
2014-08-06,1.0743986050087646,0.0,1.0743986050087646,1.0743986050087646,0,1.0,1.0743986050087646,1.0743986050087646
2014-08-07,1.0748486434275026,0.0,1.0748486434275026,1.0748486434275026,0,1.0,1.0748486434275026,1.0748486434275026
2014-08-08,1.0752988703559587,0.0,1.0752988703559587,1.0752988703559587,0,1.0,1.0752988703559587,1.0752988703559587
2014-08-11,1.075749285873095,0.0,1.075749285873095,1.075749285873095,0,1.0,1.075749285873095,1.075749285873095
2014-08-12,1.0761998900579066,0.0,1.0761998900579066,1.0761998900579066,0,1.0,1.0761998900579066,1.0761998900579066
2014-08-13,1.0766506829894216,0.0,1.0766506829894216,1.0766506829894216,0,1.0,1.0766506829894216,1.0766506829894216
2014-08-14,1.0771016647467013,0.0,1.0771016647467013,1.0771016647467013,0,1.0,1.0771016647467013,1.0771016647467013
2014-08-18,1.07755283540884,0.0,1.07755283540884,1.07755283540884,0,1.0,1.07755283540884,1.07755283540884
2014-08-19,1.078004195054965,0.0,1.078004195054965,1.078004195054965,0,1.0,1.078004195054965,1.078004195054965
2014-08-20,1.078455743764237,0.0,1.078455743764237,1.078455743764237,0,1.0,1.078455743764237,1.078455743764237
2014-08-21,1.07890748161585,0.0,1.07890748161585,1.07890748161585,0,1.0,1.07890748161585,1.07890748161585
2014-08-22,1.0793594086890306,0.0,1.0793594086890306,1.0793594086890306,0,1.0,1.0793594086890306,1.0793594086890306
2014-08-25,1.0798115250630391,0.0,1.0798115250630391,1.0798115250630391,0,1.0,1.0798115250630391,1.0798115250630391
2014-08-26,1.0802638308171688,0.0,1.0802638308171688,1.0802638308171688,0,1.0,1.0802638308171688,1.0802638308171688
2014-08-27,1.0807163260307462,0.0,1.0807163260307462,1.0807163260307462,0,1.0,1.0807163260307462,1.0807163260307462
2014-08-28,1.081169010783131,0.0,1.081169010783131,1.081169010783131,0,1.0,1.081169010783131,1.081169010783131
2014-08-29,1.0816218851537167,0.0,1.0816218851537167,1.0816218851537167,0,1.0,1.0816218851537167,1.0816218851537167
2014-09-01,1.082074949221929,0.0,1.082074949221929,1.082074949221929,0,1.0,1.082074949221929,1.082074949221929
2014-09-02,1.0825282030672276,0.0,1.0825282030672276,1.0825282030672276,0,1.0,1.0825282030672276,1.0825282030672276
2014-09-03,1.0829816467691056,0.0,1.0829816467691056,1.0829816467691056,0,1.0,1.0829816467691056,1.0829816467691056
2014-09-04,1.0834352804070888,0.0,1.0834352804070888,1.0834352804070888,0,1.0,1.0834352804070888,1.0834352804070888
2014-09-05,1.0838891040607368,0.0,1.0838891040607368,1.0838891040607368,0,1.0,1.0838891040607368,1.0838891040607368
2014-09-11,1.084343117809642,0.0,1.084343117809642,1.084343117809642,0,1.0,1.084343117809642,1.084343117809642
2014-09-12,1.084797321733431,0.0,1.084797321733431,1.084797321733431,0,1.0,1.084797321733431,1.084797321733431
2014-09-15,1.0852517159117632,0.0,1.0852517159117632,1.0852517159117632,0,1.0,1.0852517159117632,1.0852517159117632
2014-09-16,1.085706300424331,0.0,1.085706300424331,1.085706300424331,0,1.0,1.085706300424331,1.085706300424331
2014-09-17,1.086161075350861,0.0,1.086161075350861,1.086161075350861,0,1.0,1.086161075350861,1.086161075350861
2014-09-18,1.0866160407711127,0.0,1.0866160407711127,1.0866160407711127,0,1.0,1.0866160407711127,1.0866160407711127
2014-09-19,1.087071196764879,0.0,1.087071196764879,1.087071196764879,0,1.0,1.087071196764879,1.087071196764879
2014-09-22,1.0875265434119863,0.0,1.0875265434119863,1.0875265434119863,0,1.0,1.0875265434119863,1.0875265434119863
2014-09-23,1.0879820807922946,0.0,1.0879820807922946,1.0879820807922946,0,1.0,1.0879820807922946,1.0879820807922946
2014-09-24,1.0884378089856972,0.0,1.0884378089856972,1.0884378089856972,0,1.0,1.0884378089856972,1.0884378089856972
2014-09-25,1.088893728072121,0.0,1.088893728072121,1.088893728072121,0,1.0,1.088893728072121,1.088893728072121
2014-09-26,1.0893498381315259,0.0,1.0893498381315259,1.0893498381315259,0,1.0,1.0893498381315259,1.0893498381315259
2014-09-29,1.089806139243906,0.0,1.089806139243906,1.089806139243906,0,1.0,1.089806139243906,1.089806139243906
2014-09-30,1.0902626314892885,0.0,1.0902626314892885,1.0902626314892885,0,1.0,1.0902626314892885,1.0902626314892885
2014-10-01,1.0907791207436914,0.0,1.0907791207436914,1.0907791207436914,0,1.0,1.0907791207436914,1.0907791207436914
2014-10-02,1.0912958546741405,0.0,1.0912958546741405,1.0912958546741405,0,1.0,1.0912958546741405,1.0912958546741405
2014-10-06,1.0918128333965458,0.0,1.0918128333965458,1.0918128333965458,0,1.0,1.0918128333965458,1.0918128333965458
2014-10-07,1.0923300570268726,0.0,1.0923300570268726,1.0923300570268726,0,1.0,1.0923300570268726,1.0923300570268726
2014-10-08,1.0928475256811407,0.0,1.0928475256811407,1.0928475256811407,0,1.0,1.0928475256811407,1.0928475256811407
2014-10-10,1.0933652394754254,0.0,1.0933652394754254,1.0933652394754254,0,1.0,1.0933652394754254,1.0933652394754254
2014-10-13,1.0938831985258566,0.0,1.0938831985258566,1.0938831985258566,0,1.0,1.0938831985258566,1.0938831985258566
2014-10-14,1.094401402948619,0.0,1.094401402948619,1.094401402948619,0,1.0,1.094401402948619,1.094401402948619
2014-10-15,1.094919852859953,0.0,1.094919852859953,1.094919852859953,0,1.0,1.094919852859953,1.094919852859953
2014-10-16,1.0954385483761537,0.0,1.0954385483761537,1.0954385483761537,0,1.0,1.0954385483761537,1.0954385483761537
2014-10-17,1.095957489613571,0.0,1.095957489613571,1.095957489613571,0,1.0,1.095957489613571,1.095957489613571
2014-10-20,1.0964766766886105,0.0,1.0964766766886105,1.0964766766886105,0,1.0,1.0964766766886105,1.0964766766886105
2014-10-21,1.0969961097177325,0.0,1.0969961097177325,1.0969961097177325,0,1.0,1.0969961097177325,1.0969961097177325
2014-10-22,1.0975157888174527,0.0,1.0975157888174527,1.0975157888174527,0,1.0,1.0975157888174527,1.0975157888174527
2014-10-23,1.098035714104342,0.0,1.098035714104342,1.098035714104342,0,1.0,1.098035714104342,1.098035714104342
2014-10-24,1.0985558856950264,0.0,1.0985558856950264,1.0985558856950264,0,1.0,1.0985558856950264,1.0985558856950264
2014-10-27,1.099076303706187,0.0,1.099076303706187,1.099076303706187,0,1.0,1.099076303706187,1.099076303706187
2014-10-28,1.0995969682545608,0.0,1.0995969682545608,1.0995969682545608,0,1.0,1.0995969682545608,1.0995969682545608
2014-10-29,1.1001178794569393,0.0,1.1001178794569393,1.1001178794569393,0,1.0,1.1001178794569393,1.1001178794569393
2014-10-30,1.1006390374301698,0.0,1.1006390374301698,1.1006390374301698,0,1.0,1.1006390374301698,1.1006390374301698
2014-10-31,1.101160442291155,0.0,1.101160442291155,1.101160442291155,0,1.0,1.101160442291155,1.101160442291155
2014-11-03,1.1016820941568526,0.0,1.1016820941568526,1.1016820941568526,0,1.0,1.1016820941568526,1.1016820941568526
2014-11-04,1.1022039931442762,0.0,1.1022039931442762,1.1022039931442762,0,1.0,1.1022039931442762,1.1022039931442762
2014-11-05,1.1027261393704946,0.0,1.1027261393704946,1.1027261393704946,0,1.0,1.1027261393704946,1.1027261393704946
