dataset_id,column_name,decision,reason,source,pit_status,raw_or_adjusted
equity_panel_kiwoom_2010_2016,KRX종가,ALLOW_WITH_GUARD,synthesised value; synthesis rule must be documented at use site,krx_official_or_synth,available_PIT,raw_unadjusted
equity_panel_kiwoom_2010_2016,동적유니버스포함,ALLOW_WITH_GUARD,PIT lookahead risk — must shift/lag at use site,vendor_kiwoom_or_krx,available_with_lookahead_risk,raw
equity_panel_dynamic_top100_2017_2024,날짜,ALLOW,metadata complete; usage permitted within phase-allowed scope,vendor_kiwoom_or_krx,available_PIT,raw
equity_panel_dynamic_top100_2017_2024,종목코드,ALLOW,metadata complete; usage permitted within phase-allowed scope,vendor_kiwoom_or_krx,available_PIT,raw
equity_panel_dynamic_top100_2017_2024,종목명,ALLOW_WITH_GUARD,PIT lookahead risk — must shift/lag at use site,vendor_kiwoom_or_krx,available_with_lookahead_risk,raw
equity_panel_dynamic_top100_2017_2024,시가,ALLOW_WITH_GUARD,RAW unadjusted price/volume; use only with corporate-action handling — see KR_OHLCV_UNIT_INVARIANT_A0 / W001 v2 adjusted overlay,vendor_kiwoom_or_krx,available_PIT,raw_unadjusted
equity_panel_dynamic_top100_2017_2024,고가,ALLOW_WITH_GUARD,RAW unadjusted price/volume; use only with corporate-action handling — see KR_OHLCV_UNIT_INVARIANT_A0 / W001 v2 adjusted overlay,vendor_kiwoom_or_krx,available_PIT,raw_unadjusted
equity_panel_dynamic_top100_2017_2024,저가,ALLOW_WITH_GUARD,RAW unadjusted price/volume; use only with corporate-action handling — see KR_OHLCV_UNIT_INVARIANT_A0 / W001 v2 adjusted overlay,vendor_kiwoom_or_krx,available_PIT,raw_unadjusted
equity_panel_dynamic_top100_2017_2024,종가,ALLOW_WITH_GUARD,RAW unadjusted price/volume; use only with corporate-action handling — see KR_OHLCV_UNIT_INVARIANT_A0 / W001 v2 adjusted overlay,vendor_kiwoom_or_krx,available_PIT,raw_unadjusted
equity_panel_dynamic_top100_2017_2024,거래량,ALLOW_WITH_GUARD,RAW unadjusted price/volume; use only with corporate-action handling — see KR_OHLCV_UNIT_INVARIANT_A0 / W001 v2 adjusted overlay,vendor_kiwoom_or_krx,available_PIT,raw_unadjusted
equity_panel_dynamic_top100_2017_2024,Change,ALLOW_WITH_GUARD,PIT lookahead risk — must shift/lag at use site,vendor_kiwoom_or_krx,available_with_lookahead_risk,raw_unadjusted
equity_panel_dynamic_top100_2017_2024,기관순매매량,ALLOW_WITH_GUARD,PIT lookahead risk — must shift/lag at use site,vendor_kiwoom_estimation,available_with_lookahead_risk,raw
equity_panel_dynamic_top100_2017_2024,외국인순매매량,ALLOW_WITH_GUARD,PIT lookahead risk — must shift/lag at use site,vendor_kiwoom_estimation,available_with_lookahead_risk,raw
equity_panel_dynamic_top100_2017_2024,기관순매수금액추정,ALLOW_WITH_GUARD,PIT lookahead risk — must shift/lag at use site,vendor_kiwoom_estimation,available_with_lookahead_risk,raw
equity_panel_dynamic_top100_2017_2024,외국인순매수금액추정,ALLOW_WITH_GUARD,PIT lookahead risk — must shift/lag at use site,vendor_kiwoom_estimation,available_with_lookahead_risk,raw
equity_panel_dynamic_top100_2017_2024,거래대금추정,ALLOW_WITH_GUARD,vendor estimation; reconciliation gap acceptable (FLOW_000007 closure) but flag required at usage,vendor_kiwoom_estimation,available_PIT,raw
equity_panel_dynamic_top100_2017_2024,시가총액추정,ALLOW_WITH_GUARD,vendor estimation; reconciliation gap acceptable (FLOW_000007 closure) but flag required at usage,vendor_kiwoom_estimation,available_PIT,raw
equity_panel_dynamic_top100_2017_2024,상장주식수,ALLOW_WITH_GUARD,PIT lookahead risk — must shift/lag at use site,vendor_kiwoom_or_krx,available_with_lookahead_risk,raw
equity_panel_dynamic_top100_2017_2024,수급금액추정여부,ALLOW,metadata complete; usage permitted within phase-allowed scope,vendor_kiwoom_or_krx,available_PIT,raw
equity_panel_dynamic_top100_2017_2024,거래대금추정여부,ALLOW,metadata complete; usage permitted within phase-allowed scope,vendor_kiwoom_or_krx,available_PIT,raw
equity_panel_dynamic_top100_2017_2024,시가총액추정여부,ALLOW,metadata complete; usage permitted within phase-allowed scope,vendor_kiwoom_or_krx,available_PIT,raw
equity_panel_dynamic_top100_2017_2024,동적유니버스포함,ALLOW_WITH_GUARD,PIT lookahead risk — must shift/lag at use site,vendor_kiwoom_or_krx,available_with_lookahead_risk,raw
equity_panel_dynamic_top100_2018_2024,날짜,ALLOW,metadata complete; usage permitted within phase-allowed scope,vendor_kiwoom_or_krx,available_PIT,raw
equity_panel_dynamic_top100_2018_2024,종목코드,ALLOW,metadata complete; usage permitted within phase-allowed scope,vendor_kiwoom_or_krx,available_PIT,raw
equity_panel_dynamic_top100_2018_2024,종목명,ALLOW_WITH_GUARD,PIT lookahead risk — must shift/lag at use site,vendor_kiwoom_or_krx,available_with_lookahead_risk,raw
equity_panel_dynamic_top100_2018_2024,시가,ALLOW_WITH_GUARD,RAW unadjusted price/volume; use only with corporate-action handling — see KR_OHLCV_UNIT_INVARIANT_A0 / W001 v2 adjusted overlay,vendor_kiwoom_or_krx,available_PIT,raw_unadjusted
equity_panel_dynamic_top100_2018_2024,고가,ALLOW_WITH_GUARD,RAW unadjusted price/volume; use only with corporate-action handling — see KR_OHLCV_UNIT_INVARIANT_A0 / W001 v2 adjusted overlay,vendor_kiwoom_or_krx,available_PIT,raw_unadjusted
equity_panel_dynamic_top100_2018_2024,저가,ALLOW_WITH_GUARD,RAW unadjusted price/volume; use only with corporate-action handling — see KR_OHLCV_UNIT_INVARIANT_A0 / W001 v2 adjusted overlay,vendor_kiwoom_or_krx,available_PIT,raw_unadjusted
equity_panel_dynamic_top100_2018_2024,종가,ALLOW_WITH_GUARD,RAW unadjusted price/volume; use only with corporate-action handling — see KR_OHLCV_UNIT_INVARIANT_A0 / W001 v2 adjusted overlay,vendor_kiwoom_or_krx,available_PIT,raw_unadjusted
equity_panel_dynamic_top100_2018_2024,거래량,ALLOW_WITH_GUARD,RAW unadjusted price/volume; use only with corporate-action handling — see KR_OHLCV_UNIT_INVARIANT_A0 / W001 v2 adjusted overlay,vendor_kiwoom_or_krx,available_PIT,raw_unadjusted
equity_panel_dynamic_top100_2018_2024,Change,ALLOW_WITH_GUARD,PIT lookahead risk — must shift/lag at use site,vendor_kiwoom_or_krx,available_with_lookahead_risk,raw_unadjusted
equity_panel_dynamic_top100_2018_2024,기관순매매량,ALLOW_WITH_GUARD,PIT lookahead risk — must shift/lag at use site,vendor_kiwoom_estimation,available_with_lookahead_risk,raw
equity_panel_dynamic_top100_2018_2024,외국인순매매량,ALLOW_WITH_GUARD,PIT lookahead risk — must shift/lag at use site,vendor_kiwoom_estimation,available_with_lookahead_risk,raw
equity_panel_dynamic_top100_2018_2024,기관순매수금액추정,ALLOW_WITH_GUARD,PIT lookahead risk — must shift/lag at use site,vendor_kiwoom_estimation,available_with_lookahead_risk,raw
equity_panel_dynamic_top100_2018_2024,외국인순매수금액추정,ALLOW_WITH_GUARD,PIT lookahead risk — must shift/lag at use site,vendor_kiwoom_estimation,available_with_lookahead_risk,raw
equity_panel_dynamic_top100_2018_2024,거래대금추정,ALLOW_WITH_GUARD,vendor estimation; reconciliation gap acceptable (FLOW_000007 closure) but flag required at usage,vendor_kiwoom_estimation,available_PIT,raw
equity_panel_dynamic_top100_2018_2024,시가총액추정,ALLOW_WITH_GUARD,vendor estimation; reconciliation gap acceptable (FLOW_000007 closure) but flag required at usage,vendor_kiwoom_estimation,available_PIT,raw
equity_panel_dynamic_top100_2018_2024,상장주식수,ALLOW_WITH_GUARD,PIT lookahead risk — must shift/lag at use site,vendor_kiwoom_or_krx,available_with_lookahead_risk,raw
equity_panel_dynamic_top100_2018_2024,수급금액추정여부,ALLOW,metadata complete; usage permitted within phase-allowed scope,vendor_kiwoom_or_krx,available_PIT,raw
equity_panel_dynamic_top100_2018_2024,거래대금추정여부,ALLOW,metadata complete; usage permitted within phase-allowed scope,vendor_kiwoom_or_krx,available_PIT,raw
equity_panel_dynamic_top100_2018_2024,시가총액추정여부,ALLOW,metadata complete; usage permitted within phase-allowed scope,vendor_kiwoom_or_krx,available_PIT,raw
equity_panel_dynamic_top100_2018_2024,동적유니버스포함,ALLOW_WITH_GUARD,PIT lookahead risk — must shift/lag at use site,vendor_kiwoom_or_krx,available_with_lookahead_risk,raw
equity_panel_krx_2025_2026,날짜,ALLOW,metadata complete; usage permitted within phase-allowed scope,vendor_kiwoom_or_krx,available_PIT,raw
equity_panel_krx_2025_2026,종목코드,ALLOW,metadata complete; usage permitted within phase-allowed scope,vendor_kiwoom_or_krx,available_PIT,raw
equity_panel_krx_2025_2026,종목명,ALLOW_WITH_GUARD,PIT lookahead risk — must shift/lag at use site,vendor_kiwoom_or_krx,available_with_lookahead_risk,raw
equity_panel_krx_2025_2026,시가,ALLOW_WITH_GUARD,RAW unadjusted price/volume; use only with corporate-action handling — see KR_OHLCV_UNIT_INVARIANT_A0 / W001 v2 adjusted overlay,vendor_kiwoom_or_krx,available_PIT,raw_unadjusted
equity_panel_krx_2025_2026,고가,ALLOW_WITH_GUARD,RAW unadjusted price/volume; use only with corporate-action handling — see KR_OHLCV_UNIT_INVARIANT_A0 / W001 v2 adjusted overlay,vendor_kiwoom_or_krx,available_PIT,raw_unadjusted
equity_panel_krx_2025_2026,저가,ALLOW_WITH_GUARD,RAW unadjusted price/volume; use only with corporate-action handling — see KR_OHLCV_UNIT_INVARIANT_A0 / W001 v2 adjusted overlay,vendor_kiwoom_or_krx,available_PIT,raw_unadjusted
equity_panel_krx_2025_2026,종가,ALLOW_WITH_GUARD,RAW unadjusted price/volume; use only with corporate-action handling — see KR_OHLCV_UNIT_INVARIANT_A0 / W001 v2 adjusted overlay,vendor_kiwoom_or_krx,available_PIT,raw_unadjusted
equity_panel_krx_2025_2026,거래량,ALLOW_WITH_GUARD,RAW unadjusted price/volume; use only with corporate-action handling — see KR_OHLCV_UNIT_INVARIANT_A0 / W001 v2 adjusted overlay,vendor_kiwoom_or_krx,available_PIT,raw_unadjusted
equity_panel_krx_2025_2026,Change,ALLOW_WITH_GUARD,PIT lookahead risk — must shift/lag at use site,vendor_kiwoom_or_krx,available_with_lookahead_risk,raw_unadjusted
equity_panel_krx_2025_2026,기관순매매량,ALLOW_WITH_GUARD,PIT lookahead risk — must shift/lag at use site,vendor_kiwoom_estimation,available_with_lookahead_risk,raw
equity_panel_krx_2025_2026,외국인순매매량,ALLOW_WITH_GUARD,PIT lookahead risk — must shift/lag at use site,vendor_kiwoom_estimation,available_with_lookahead_risk,raw
equity_panel_krx_2025_2026,기관순매수금액추정,ALLOW_WITH_GUARD,PIT lookahead risk — must shift/lag at use site,vendor_kiwoom_estimation,available_with_lookahead_risk,raw
equity_panel_krx_2025_2026,외국인순매수금액추정,ALLOW_WITH_GUARD,PIT lookahead risk — must shift/lag at use site,vendor_kiwoom_estimation,available_with_lookahead_risk,raw
equity_panel_krx_2025_2026,거래대금추정,ALLOW_WITH_GUARD,vendor estimation; reconciliation gap acceptable (FLOW_000007 closure) but flag required at usage,vendor_kiwoom_estimation,available_PIT,raw
equity_panel_krx_2025_2026,시가총액추정,ALLOW_WITH_GUARD,vendor estimation; reconciliation gap acceptable (FLOW_000007 closure) but flag required at usage,vendor_kiwoom_estimation,available_PIT,raw
equity_panel_krx_2025_2026,상장주식수,ALLOW_WITH_GUARD,PIT lookahead risk — must shift/lag at use site,vendor_kiwoom_or_krx,available_with_lookahead_risk,raw
equity_panel_krx_2025_2026,수급금액추정여부,ALLOW,metadata complete; usage permitted within phase-allowed scope,vendor_kiwoom_or_krx,available_PIT,raw
equity_panel_krx_2025_2026,거래대금추정여부,ALLOW,metadata complete; usage permitted within phase-allowed scope,vendor_kiwoom_or_krx,available_PIT,raw
equity_panel_krx_2025_2026,시가총액추정여부,ALLOW,metadata complete; usage permitted within phase-allowed scope,vendor_kiwoom_or_krx,available_PIT,raw
equity_panel_krx_2025_2026,통합거래량반영여부,ALLOW,metadata complete; usage permitted within phase-allowed scope,vendor_kiwoom_or_krx,available_PIT,raw
equity_panel_krx_2025_2026,통합종가반영여부,ALLOW,metadata complete; usage permitted within phase-allowed scope,vendor_kiwoom_or_krx,available_PIT,raw
equity_panel_krx_2025_2026,통합종가제외여부,ALLOW,metadata complete; usage permitted within phase-allowed scope,vendor_kiwoom_or_krx,available_PIT,raw
equity_panel_krx_2025_2026,가격범위후보정여부,ALLOW,metadata complete; usage permitted within phase-allowed scope,vendor_kiwoom_or_krx,available_PIT,raw
equity_panel_krx_2025_2026,KRX종가,ALLOW_WITH_GUARD,synthesised value; synthesis rule must be documented at use site,krx_official_or_synth,available_PIT,raw_unadjusted
equity_panel_krx_2025_2026,동적유니버스포함,ALLOW_WITH_GUARD,PIT lookahead risk — must shift/lag at use site,vendor_kiwoom_or_krx,available_with_lookahead_risk,raw
equity_panel_krx_2025_2026,키움거래대금순위,ALLOW_WITH_GUARD,PIT lookahead risk — must shift/lag at use site,vendor_kiwoom_estimation,available_with_lookahead_risk,raw
market_flow_kiwoom_2010_2017,date,ALLOW,metadata complete; usage permitted within phase-allowed scope,vendor_kiwoom_or_krx,available_PIT,raw
market_flow_kiwoom_2010_2017,program_total_net_mil,ALLOW,metadata complete; usage permitted within phase-allowed scope,vendor_kiwoom_or_krx,available_PIT,raw
market_flow_kiwoom_2010_2017,program_arb_net_mil,ALLOW,metadata complete; usage permitted within phase-allowed scope,vendor_kiwoom_or_krx,available_PIT,raw
market_flow_kiwoom_2010_2017,program_nonarb_net_mil,ALLOW,metadata complete; usage permitted within phase-allowed scope,vendor_kiwoom_or_krx,available_PIT,raw
market_flow_kiwoom_2010_2017,program_kospi200,ALLOW,metadata complete; usage permitted within phase-allowed scope,vendor_kiwoom_or_krx,available_PIT,raw
market_flow_kiwoom_2010_2017,program_basis,ALLOW_WITH_GUARD,unit ambiguous (index_pt_or_pct) — call site must annotate via plausibility check,vendor_kiwoom_or_krx,available_with_lookahead_risk,raw
market_flow_kiwoom_2010_2017,kospi_foreign_net,ALLOW_WITH_GUARD,unit ambiguous (KRW_mil_or_count) — call site must annotate via plausibility check,vendor_kiwoom_estimation,available_with_lookahead_risk,raw
market_flow_kiwoom_2010_2017,kospi_institution_net,ALLOW_WITH_GUARD,unit ambiguous (KRW_mil_or_count) — call site must annotate via plausibility check,vendor_kiwoom_estimation,available_with_lookahead_risk,raw
market_flow_kiwoom_2010_2017,kospi_individual_net,ALLOW_WITH_GUARD,unit ambiguous (KRW_mil_or_count) — call site must annotate via plausibility check,vendor_kiwoom_estimation,available_with_lookahead_risk,raw
market_flow_kiwoom_2010_2017,kospi_trade_volume,ALLOW_WITH_GUARD,unit ambiguous (shares_or_count) — call site must annotate via plausibility check,vendor_kiwoom_or_krx,available_PIT,raw
market_flow_kiwoom_2010_2017,large_foreign_net,ALLOW_WITH_GUARD,unit ambiguous (KRW_mil_or_count) — call site must annotate via plausibility check,vendor_kiwoom_estimation,available_with_lookahead_risk,raw
market_flow_kiwoom_2010_2017,large_institution_net,ALLOW_WITH_GUARD,unit ambiguous (KRW_mil_or_count) — call site must annotate via plausibility check,vendor_kiwoom_estimation,available_with_lookahead_risk,raw
market_flow_kiwoom_2018_2026_integrated,date,ALLOW,metadata complete; usage permitted within phase-allowed scope,vendor_kiwoom_or_krx,available_PIT,raw
market_flow_kiwoom_2018_2026_integrated,kospi_foreign_net,ALLOW_WITH_GUARD,unit ambiguous (KRW_mil_or_count) — call site must annotate via plausibility check,vendor_kiwoom_estimation,available_with_lookahead_risk,raw
market_flow_kiwoom_2018_2026_integrated,kospi_institution_net,ALLOW_WITH_GUARD,unit ambiguous (KRW_mil_or_count) — call site must annotate via plausibility check,vendor_kiwoom_estimation,available_with_lookahead_risk,raw
market_flow_kiwoom_2018_2026_integrated,kospi_individual_net,ALLOW_WITH_GUARD,unit ambiguous (KRW_mil_or_count) — call site must annotate via plausibility check,vendor_kiwoom_estimation,available_with_lookahead_risk,raw
market_flow_kiwoom_2018_2026_integrated,kospi_trade_volume,ALLOW_WITH_GUARD,unit ambiguous (shares_or_count) — call site must annotate via plausibility check,vendor_kiwoom_or_krx,available_PIT,raw
market_flow_kiwoom_2018_2026_integrated,large_foreign_net,ALLOW_WITH_GUARD,unit ambiguous (KRW_mil_or_count) — call site must annotate via plausibility check,vendor_kiwoom_estimation,available_with_lookahead_risk,raw
market_flow_kiwoom_2018_2026_integrated,large_institution_net,ALLOW_WITH_GUARD,unit ambiguous (KRW_mil_or_count) — call site must annotate via plausibility check,vendor_kiwoom_estimation,available_with_lookahead_risk,raw
market_flow_kiwoom_2018_2026_integrated,program_total_net_mil,ALLOW,metadata complete; usage permitted within phase-allowed scope,vendor_kiwoom_or_krx,available_PIT,raw
market_flow_kiwoom_2018_2026_integrated,program_arb_net_mil,ALLOW,metadata complete; usage permitted within phase-allowed scope,vendor_kiwoom_or_krx,available_PIT,raw
market_flow_kiwoom_2018_2026_integrated,program_nonarb_net_mil,ALLOW,metadata complete; usage permitted within phase-allowed scope,vendor_kiwoom_or_krx,available_PIT,raw
market_flow_kiwoom_2018_2026_integrated,program_kospi200,ALLOW,metadata complete; usage permitted within phase-allowed scope,vendor_kiwoom_or_krx,available_PIT,raw
market_flow_kiwoom_2018_2026_integrated,program_basis,ALLOW_WITH_GUARD,unit ambiguous (index_pt_or_pct) — call site must annotate via plausibility check,vendor_kiwoom_or_krx,available_with_lookahead_risk,raw
market_flow_kiwoom_2025_2026_krx,date,ALLOW,metadata complete; usage permitted within phase-allowed scope,vendor_kiwoom_or_krx,available_PIT,raw
market_flow_kiwoom_2025_2026_krx,program_total_net_mil,ALLOW,metadata complete; usage permitted within phase-allowed scope,vendor_kiwoom_or_krx,available_PIT,raw
market_flow_kiwoom_2025_2026_krx,program_arb_net_mil,ALLOW,metadata complete; usage permitted within phase-allowed scope,vendor_kiwoom_or_krx,available_PIT,raw
market_flow_kiwoom_2025_2026_krx,program_nonarb_net_mil,ALLOW,metadata complete; usage permitted within phase-allowed scope,vendor_kiwoom_or_krx,available_PIT,raw
market_flow_kiwoom_2025_2026_krx,program_kospi200,ALLOW,metadata complete; usage permitted within phase-allowed scope,vendor_kiwoom_or_krx,available_PIT,raw
market_flow_kiwoom_2025_2026_krx,program_basis,ALLOW_WITH_GUARD,unit ambiguous (index_pt_or_pct) — call site must annotate via plausibility check,vendor_kiwoom_or_krx,available_with_lookahead_risk,raw
market_flow_kiwoom_2025_2026_krx,kospi_foreign_net,ALLOW_WITH_GUARD,unit ambiguous (KRW_mil_or_count) — call site must annotate via plausibility check,vendor_kiwoom_estimation,available_with_lookahead_risk,raw
market_flow_kiwoom_2025_2026_krx,kospi_institution_net,ALLOW_WITH_GUARD,unit ambiguous (KRW_mil_or_count) — call site must annotate via plausibility check,vendor_kiwoom_estimation,available_with_lookahead_risk,raw
market_flow_kiwoom_2025_2026_krx,kospi_individual_net,ALLOW_WITH_GUARD,unit ambiguous (KRW_mil_or_count) — call site must annotate via plausibility check,vendor_kiwoom_estimation,available_with_lookahead_risk,raw
market_flow_kiwoom_2025_2026_krx,kospi_trade_volume,ALLOW_WITH_GUARD,unit ambiguous (shares_or_count) — call site must annotate via plausibility check,vendor_kiwoom_or_krx,available_PIT,raw
market_flow_kiwoom_2025_2026_krx,large_foreign_net,ALLOW_WITH_GUARD,unit ambiguous (KRW_mil_or_count) — call site must annotate via plausibility check,vendor_kiwoom_estimation,available_with_lookahead_risk,raw
market_flow_kiwoom_2025_2026_krx,large_institution_net,ALLOW_WITH_GUARD,unit ambiguous (KRW_mil_or_count) — call site must annotate via plausibility check,vendor_kiwoom_estimation,available_with_lookahead_risk,raw
opendart_kospi_disclosures_20180101_20260505,rcept_no,ALLOW,metadata complete; usage permitted within phase-allowed scope,opendart_api,available_PIT,raw
opendart_kospi_disclosures_20180101_20260505,rcept_dt,ALLOW,metadata complete; usage permitted within phase-allowed scope,opendart_api,available_PIT,raw
opendart_kospi_disclosures_20180101_20260505,rcept_date,ALLOW,metadata complete; usage permitted within phase-allowed scope,opendart_api,available_PIT,raw
opendart_kospi_disclosures_20180101_20260505,corp_cls,ALLOW,metadata complete; usage permitted within phase-allowed scope,opendart_api,available_PIT,raw
opendart_kospi_disclosures_20180101_20260505,corp_code,ALLOW,metadata complete; usage permitted within phase-allowed scope,opendart_api,available_PIT,raw
opendart_kospi_disclosures_20180101_20260505,stock_code,ALLOW_WITH_GUARD,unit ambiguous (krx_ticker_6digit_or_null) — call site must annotate via plausibility check,opendart_api,available_with_lookahead_risk,raw
opendart_kospi_disclosures_20180101_20260505,corp_name,ALLOW_WITH_GUARD,PIT lookahead risk — must shift/lag at use site,opendart_api,available_with_lookahead_risk,raw
opendart_kospi_disclosures_20180101_20260505,report_nm,ALLOW,metadata complete; usage permitted within phase-allowed scope,opendart_api,available_PIT,raw
opendart_kospi_disclosures_20180101_20260505,flr_nm,ALLOW,metadata complete; usage permitted within phase-allowed scope,opendart_api,available_PIT,raw
opendart_kospi_disclosures_20180101_20260505,rm,ALLOW,metadata complete; usage permitted within phase-allowed scope,opendart_api,available_PIT,raw
opendart_kospi_disclosures_20180101_20260505,pblntf_ty_query,ALLOW,metadata complete; usage permitted within phase-allowed scope,derived_query_param,n/a,derived
opendart_kospi_disclosures_20180101_20260505,query_bgn_de,ALLOW,metadata complete; usage permitted within phase-allowed scope,derived_query_param,n/a,derived
opendart_kospi_disclosures_20180101_20260505,query_end_de,ALLOW,metadata complete; usage permitted within phase-allowed scope,derived_query_param,n/a,derived
opendart_kospi_disclosures_20180101_20260505,dart_url,ALLOW,metadata complete; usage permitted within phase-allowed scope,derived,available_PIT,derived
opendart_kospi_disclosures_20180101_20260505,flag_capital_raise,ALLOW_WITH_GUARD,PIT lookahead risk — must shift/lag at use site,derived_regex,available_with_lookahead_risk,derived
opendart_kospi_disclosures_20180101_20260505,flag_cb_bw,ALLOW_WITH_GUARD,PIT lookahead risk — must shift/lag at use site,derived_regex,available_with_lookahead_risk,derived
opendart_kospi_disclosures_20180101_20260505,flag_capital_reduction,ALLOW_WITH_GUARD,PIT lookahead risk — must shift/lag at use site,derived_regex,available_with_lookahead_risk,derived
opendart_kospi_disclosures_20180101_20260505,flag_audit_issue,ALLOW_WITH_GUARD,PIT lookahead risk — must shift/lag at use site,derived_regex,available_with_lookahead_risk,derived
opendart_kospi_disclosures_20180101_20260505,flag_trading_halt,ALLOW_WITH_GUARD,PIT lookahead risk — must shift/lag at use site,derived_regex,available_with_lookahead_risk,derived
opendart_kospi_disclosures_20180101_20260505,flag_litigation,ALLOW_WITH_GUARD,PIT lookahead risk — must shift/lag at use site,derived_regex,available_with_lookahead_risk,derived
opendart_kospi_disclosures_20180101_20260505,flag_large_holder,ALLOW_WITH_GUARD,PIT lookahead risk — must shift/lag at use site,derived_regex,available_with_lookahead_risk,derived
opendart_kospi_disclosures_20180101_20260505,flag_treasury_stock,ALLOW_WITH_GUARD,PIT lookahead risk — must shift/lag at use site,derived_regex,available_with_lookahead_risk,derived
opendart_kospi_disclosures_20180101_20260505,flag_merger_split,ALLOW_WITH_GUARD,PIT lookahead risk — must shift/lag at use site,derived_regex,available_with_lookahead_risk,derived
opendart_kospi_disclosures_20180101_20260505,flag_earnings,ALLOW_WITH_GUARD,PIT lookahead risk — must shift/lag at use site,derived_regex,available_with_lookahead_risk,derived
