rcept_no,rcept_dt,stock_code,event_category,is_correction,parse_status,residual_class,blocker_tags,taxonomy_root_cause,source_recovery_class,correction_confidence_5tier,correction_action_class,correction_supersession_ready,review_bucket,review_priority_note,manual_review_required,executable_or_safe,downstream_authoritative,parsed_clean_and_usable,recovered,human_validation_claimed
20130520800426,20130520,000420,resumption_related,False,label_no_value,usable_html_inline,parser_label_no_value|manual_review_required,label_present_but_value_in_unhandled_format,,,,,parser_unhandled_format,label present; value in relative/non-ISO/unhandled format; human can interpret,True,False,False,False,False,False
20130520900302,20130520,101170,suspension_related,True,extracted,usable_html_inline,correction_manual_review_required|correction_no_link_original_not_found|manual_review_required,,,no_link,no_link_original_not_found,,correction_manual_review,correction disclosure; non-authoritative; human adjudicates linkage,True,False,False,False,False,False
20130529800380,20130529,004740,resumption_related,False,label_no_value,usable_html_inline,parser_label_no_value|manual_review_required,label_present_but_attachment_or_table_context_required,,,,,parser_table_or_attachment_context,html_inline body; value in table/attachment context; human can read body to extract,True,False,False,False,False,False
20130605800237,20130605,028670,resumption_related,False,label_no_value,usable_html_inline,parser_label_no_value|manual_review_required,label_present_but_attachment_or_table_context_required,,,,,parser_table_or_attachment_context,html_inline body; value in table/attachment context; human can read body to extract,True,False,False,False,False,False
20130607800489,20130607,028670,suspension_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20130610900409,20130610,038340,suspension_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20130617800407,20130617,000420,resumption_related,False,label_no_value,usable_html_inline,parser_label_no_value|manual_review_required,label_present_but_value_in_unhandled_format,,,,,parser_unhandled_format,label present; value in relative/non-ISO/unhandled format; human can interpret,True,False,False,False,False,False
20130625900401,20130625,043090,resumption_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20130702800345,20130702,093230,resumption_related,False,label_no_value,usable_html_inline,parser_label_no_value|manual_review_required,label_present_but_value_in_unhandled_format,,,,,parser_unhandled_format,label present; value in relative/non-ISO/unhandled format; human can interpret,True,False,False,False,False,False
20130823800502,20130823,950070,suspension_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20130829901368,20130829,082850,resumption_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20130930800006,20130930,001520,resumption_related,False,label_no_value,usable_html_inline,parser_label_no_value|manual_review_required,label_present_but_attachment_or_table_context_required,,,,,parser_table_or_attachment_context,html_inline body; value in table/attachment context; human can read body to extract,True,False,False,False,False,False
20130930800008,20130930,030790,resumption_related,False,label_no_value,usable_html_inline,parser_label_no_value|manual_review_required,label_present_but_attachment_or_table_context_required,,,,,parser_table_or_attachment_context,html_inline body; value in table/attachment context; human can read body to extract,True,False,False,False,False,False
20131010800078,20131010,007460,suspension_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20131015800221,20131015,118000,resumption_related,False,label_no_value,usable_html_inline,parser_label_no_value|manual_review_required,label_present_but_value_in_unhandled_format,,,,,parser_unhandled_format,label present; value in relative/non-ISO/unhandled format; human can interpret,True,False,False,False,False,False
20131114801425,20131114,004740,resumption_related,False,label_no_value,usable_html_inline,parser_label_no_value|manual_review_required,label_present_but_attachment_or_table_context_required,,,,,parser_table_or_attachment_context,html_inline body; value in table/attachment context; human can read body to extract,True,False,False,False,False,False
20131118900367,20131118,074000,suspension_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20131209900003,20131209,080440,resumption_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20131213600005,20131213,000000,suspension_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20131213900006,20131213,000000,suspension_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20131216900646,20131216,037440,resumption_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20131220900479,20131220,037440,resumption_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20131227900605,20131227,064820,resumption_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20131230800585,20131230,002530,resumption_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20140114800170,20140114,118000,resumption_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20140123800276,20140123,028670,resumption_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20140205800195,20140205,002530,resumption_related,False,label_no_value,usable_html_inline,parser_label_no_value|manual_review_required,label_present_but_attachment_or_table_context_required,,,,,parser_table_or_attachment_context,html_inline body; value in table/attachment context; human can read body to extract,True,False,False,False,False,False
20140206800002,20140206,067250,resumption_related,False,label_no_value,usable_html_inline,parser_label_no_value|manual_review_required,label_present_but_attachment_or_table_context_required,,,,,parser_table_or_attachment_context,html_inline body; value in table/attachment context; human can read body to extract,True,False,False,False,False,False
20140210800006,20140210,005900,resumption_related,False,label_no_value,usable_html_inline,parser_label_no_value|manual_review_required,label_present_but_attachment_or_table_context_required,,,,,parser_table_or_attachment_context,html_inline body; value in table/attachment context; human can read body to extract,True,False,False,False,False,False
20140214800645,20140214,002390,resumption_related,False,label_no_value,usable_html_inline,parser_label_no_value|manual_review_required,label_present_but_value_in_unhandled_format,,,,,parser_unhandled_format,label present; value in relative/non-ISO/unhandled format; human can interpret,True,False,False,False,False,False
20140214900136,20140214,039670,suspension_related,True,extracted,usable_html_inline,correction_manual_review_required|correction_high_validated_design_only|manual_review_required,,,high_validated,accepted_high_validated_design_only,yes,correction_manual_review,correction disclosure; non-authoritative; human adjudicates linkage,True,False,False,False,False,False
20140226900366,20140226,025900,resumption_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20140228800018,20140228,006390,resumption_related,False,label_no_value,usable_html_inline,parser_label_no_value|manual_review_required,label_present_but_attachment_or_table_context_required,,,,,parser_table_or_attachment_context,html_inline body; value in table/attachment context; human can read body to extract,True,False,False,False,False,False
20140313802027,20140313,077970,resumption_related,False,label_no_value,usable_html_inline,parser_label_no_value|manual_review_required,label_present_but_attachment_or_table_context_required,,,,,parser_table_or_attachment_context,html_inline body; value in table/attachment context; human can read body to extract,True,False,False,False,False,False
20140313802028,20140313,071970,resumption_related,False,label_no_value,usable_html_inline,parser_label_no_value|manual_review_required,label_present_but_attachment_or_table_context_required,,,,,parser_table_or_attachment_context,html_inline body; value in table/attachment context; human can read body to extract,True,False,False,False,False,False
20140317900074,20140317,074000,resumption_related,True,extracted,usable_html_inline,correction_manual_review_required|correction_high_validated_design_only|manual_review_required,,,high_validated,accepted_high_validated_design_only,yes,correction_manual_review,correction disclosure; non-authoritative; human adjudicates linkage,True,False,False,False,False,False
20140320800864,20140320,000420,resumption_related,False,label_no_value,usable_html_inline,parser_label_no_value|manual_review_required,label_present_but_attachment_or_table_context_required,,,,,parser_table_or_attachment_context,html_inline body; value in table/attachment context; human can read body to extract,True,False,False,False,False,False
20140321802886,20140321,071970,resumption_related,False,label_no_value,usable_html_inline,parser_label_no_value|manual_review_required,label_present_but_attachment_or_table_context_required,,,,,parser_table_or_attachment_context,html_inline body; value in table/attachment context; human can read body to extract,True,False,False,False,False,False
20140324800007,20140324,011330,resumption_related,False,label_no_value,usable_html_inline,parser_label_no_value|manual_review_required,label_present_but_attachment_or_table_context_required,,,,,parser_table_or_attachment_context,html_inline body; value in table/attachment context; human can read body to extract,True,False,False,False,False,False
20140326800718,20140326,025620,resumption_related,False,label_no_value,usable_html_inline,parser_label_no_value|manual_review_required,label_present_but_attachment_or_table_context_required,,,,,parser_table_or_attachment_context,html_inline body; value in table/attachment context; human can read body to extract,True,False,False,False,False,False
20140403800446,20140403,025620,resumption_related,False,label_no_value,usable_html_inline,parser_label_no_value|manual_review_required,label_present_but_attachment_or_table_context_required,,,,,parser_table_or_attachment_context,html_inline body; value in table/attachment context; human can read body to extract,True,False,False,False,False,False
20140519900216,20140519,099830,resumption_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20140519900313,20140519,099830,resumption_related,True,no_label_match,usable_html_inline,parser_no_label_match|correction_manual_review_required|correction_no_link_cross_category_blocked|manual_review_required,correction_disclosure_manual_only,,no_link,no_link_cross_category_blocked,,correction_manual_review,correction disclosure; non-authoritative; human adjudicates linkage,True,False,False,False,False,False
20140530801640,20140530,011330,resumption_related,False,label_no_value,usable_html_inline,parser_label_no_value|manual_review_required,label_present_but_attachment_or_table_context_required,,,,,parser_table_or_attachment_context,html_inline body; value in table/attachment context; human can read body to extract,True,False,False,False,False,False
20140602800019,20140602,011330,resumption_related,True,extracted,usable_html_inline,correction_manual_review_required|correction_high_validated_design_only|manual_review_required,,,high_validated,accepted_high_validated_design_only,yes,correction_manual_review,correction disclosure; non-authoritative; human adjudicates linkage,True,False,False,False,False,False
20140613800468,20140613,123690,resumption_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20140616800164,20140616,149130,resumption_related,False,label_no_value,usable_html_inline,parser_label_no_value|manual_review_required,label_present_but_attachment_or_table_context_required,,,,,parser_table_or_attachment_context,html_inline body; value in table/attachment context; human can read body to extract,True,False,False,False,False,False
20140618900276,20140618,019660,suspension_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20140626900390,20140626,074150,resumption_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20140704800515,20140704,002410,resumption_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20140814801496,20140814,110570,resumption_related,False,label_no_value,usable_html_inline,parser_label_no_value|manual_review_required,label_present_but_attachment_or_table_context_required,,,,,parser_table_or_attachment_context,html_inline body; value in table/attachment context; human can read body to extract,True,False,False,False,False,False
20140917800300,20140917,121550,resumption_related,False,label_no_value,usable_html_inline,parser_label_no_value|manual_review_required,label_present_but_attachment_or_table_context_required,,,,,parser_table_or_attachment_context,html_inline body; value in table/attachment context; human can read body to extract,True,False,False,False,False,False
20140919800118,20140919,090540,resumption_related,False,label_no_value,usable_html_inline,parser_label_no_value|manual_review_required,label_present_but_attachment_or_table_context_required,,,,,parser_table_or_attachment_context,html_inline body; value in table/attachment context; human can read body to extract,True,False,False,False,False,False
20141016800022,20141016,009810,resumption_related,False,label_no_value,usable_html_inline,parser_label_no_value|manual_review_required,label_present_but_value_in_unhandled_format,,,,,parser_unhandled_format,label present; value in relative/non-ISO/unhandled format; human can interpret,True,False,False,False,False,False
20141016800381,20141016,007120,resumption_related,False,label_no_value,usable_html_inline,parser_label_no_value|manual_review_required,label_present_but_value_in_unhandled_format,,,,,parser_unhandled_format,label present; value in relative/non-ISO/unhandled format; human can interpret,True,False,False,False,False,False
20141016900317,20141016,121440,suspension_related,True,extracted,usable_html_inline,correction_manual_review_required|correction_no_link_insufficient_evidence|manual_review_required,,,no_link,no_link_insufficient_evidence,,correction_manual_review,correction disclosure; non-authoritative; human adjudicates linkage,True,False,False,False,False,False
20141028800440,20141028,015540,resumption_related,False,label_no_value,usable_html_inline,parser_label_no_value|manual_review_required,label_present_but_value_in_unhandled_format,,,,,parser_unhandled_format,label present; value in relative/non-ISO/unhandled format; human can interpret,True,False,False,False,False,False
20141119800504,20141119,950010,suspension_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20141202800055,20141202,950010,suspension_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20141203900465,20141203,074130,resumption_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20141204900161,20141204,090120,suspension_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20141204900302,20141204,037440,resumption_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20141208800471,20141208,009810,resumption_related,False,label_no_value,usable_html_inline,parser_label_no_value|manual_review_required,label_present_but_value_in_unhandled_format,,,,,parser_unhandled_format,label present; value in relative/non-ISO/unhandled format; human can interpret,True,False,False,False,False,False
20141209900481,20141209,037440,resumption_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20141215800931,20141215,015540,resumption_related,False,label_no_value,usable_html_inline,parser_label_no_value|manual_review_required,label_present_but_value_in_unhandled_format,,,,,parser_unhandled_format,label present; value in relative/non-ISO/unhandled format; human can interpret,True,False,False,False,False,False
20141218800164,20141218,950010,suspension_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20150121900503,20150121,054300,resumption_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20150122900284,20150122,054300,resumption_related,True,body_unavailable,zip_unparseable,source_zip_unparseable|source_recovery_required_separate_approval|correction_manual_review_required|manual_review_required,,zip_unparseable_requires_source_recovery,no_link,zip_unparseable_requires_source_recovery,,source_recovery_required,corrupt cached body; needs source recovery (separate verdict + download approval) before any review,True,False,False,False,False,False
20150128900203,20150128,035620,suspension_related,True,body_unavailable,zip_unparseable,source_zip_unparseable|source_recovery_required_separate_approval|correction_manual_review_required|manual_review_required,,zip_unparseable_requires_source_recovery,no_link,zip_unparseable_requires_source_recovery,,source_recovery_required,corrupt cached body; needs source recovery (separate verdict + download approval) before any review,True,False,False,False,False,False
20150213800790,20150213,003580,resumption_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20150213801013,20150213,015540,resumption_related,False,label_no_value,usable_html_inline,parser_label_no_value|manual_review_required,label_present_but_value_in_unhandled_format,,,,,parser_unhandled_format,label present; value in relative/non-ISO/unhandled format; human can interpret,True,False,False,False,False,False
20150311800005,20150311,000800,resumption_related,False,label_no_value,usable_html_inline,parser_label_no_value|manual_review_required,label_present_but_attachment_or_table_context_required,,,,,parser_table_or_attachment_context,html_inline body; value in table/attachment context; human can read body to extract,True,False,False,False,False,False
20150323600022,20150323,160350,suspension_related,True,body_unavailable,zip_unparseable,source_zip_unparseable|source_recovery_required_separate_approval|correction_manual_review_required|manual_review_required,,zip_unparseable_requires_source_recovery,no_link,zip_unparseable_requires_source_recovery,,source_recovery_required,corrupt cached body; needs source recovery (separate verdict + download approval) before any review,True,False,False,False,False,False
20150324900908,20150324,068150,resumption_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20150330902002,20150330,036220,resumption_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20150421900128,20150421,065180,resumption_related,True,body_unavailable,zip_unparseable,source_zip_unparseable|source_recovery_required_separate_approval|correction_manual_review_required|manual_review_required,,zip_unparseable_requires_source_recovery,medium_needs_manual,zip_unparseable_requires_source_recovery,blocked,source_recovery_required,corrupt cached body; needs source recovery (separate verdict + download approval) before any review,True,False,False,False,False,False
20150514901020,20150514,047770,suspension_related,True,body_unavailable,zip_unparseable,source_zip_unparseable|source_recovery_required_separate_approval|correction_manual_review_required|manual_review_required,,zip_unparseable_requires_source_recovery,low_needs_manual,zip_unparseable_requires_source_recovery,blocked,source_recovery_required,corrupt cached body; needs source recovery (separate verdict + download approval) before any review,True,False,False,False,False,False
20150526800147,20150526,051310,resumption_related,True,body_unavailable,zip_unparseable,source_zip_unparseable|source_recovery_required_separate_approval|correction_manual_review_required|manual_review_required,,zip_unparseable_requires_source_recovery,no_link,zip_unparseable_requires_source_recovery,,source_recovery_required,corrupt cached body; needs source recovery (separate verdict + download approval) before any review,True,False,False,False,False,False
20150601900639,20150601,009520,suspension_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20150629900745,20150629,060900,suspension_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20150716900491,20150716,032790,resumption_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20150721800360,20150721,121550,resumption_related,False,label_no_value,usable_html_inline,parser_label_no_value|manual_review_required,label_present_but_attachment_or_table_context_required,,,,,parser_table_or_attachment_context,html_inline body; value in table/attachment context; human can read body to extract,True,False,False,False,False,False
20150813901583,20150813,049630,resumption_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20150818900268,20150818,037440,resumption_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20150821800117,20150821,010640,resumption_related,False,label_no_value,usable_html_inline,parser_label_no_value|manual_review_required,label_present_but_attachment_or_table_context_required,,,,,parser_table_or_attachment_context,html_inline body; value in table/attachment context; human can read body to extract,True,False,False,False,False,False
20150824900384,20150824,021320,resumption_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20150828800194,20150828,010960,resumption_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20150911800465,20150911,003940,resumption_related,True,body_unavailable,zip_unparseable,source_zip_unparseable|source_recovery_required_separate_approval|correction_manual_review_required|manual_review_required,,zip_unparseable_requires_source_recovery,no_link,zip_unparseable_requires_source_recovery,,source_recovery_required,corrupt cached body; needs source recovery (separate verdict + download approval) before any review,True,False,False,False,False,False
20150916900361,20150916,052270,resumption_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20150916900426,20150916,032860,suspension_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20150916900453,20150916,047770,suspension_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20150922800445,20150922,006390,resumption_related,False,label_no_value,usable_html_inline,parser_label_no_value|manual_review_required,label_present_but_attachment_or_table_context_required,,,,,parser_table_or_attachment_context,html_inline body; value in table/attachment context; human can read body to extract,True,False,False,False,False,False
20150924900510,20150924,066270,resumption_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20150925900143,20150925,066270,resumption_related,True,body_unavailable,zip_unparseable,source_zip_unparseable|source_recovery_required_separate_approval|correction_manual_review_required|manual_review_required,,zip_unparseable_requires_source_recovery,no_link,zip_unparseable_requires_source_recovery,,source_recovery_required,corrupt cached body; needs source recovery (separate verdict + download approval) before any review,True,False,False,False,False,False
20151016900419,20151016,097780,resumption_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20151016900496,20151016,054630,resumption_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20151016900523,20151016,080220,resumption_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20151102800002,20151102,037560,resumption_related,False,label_no_value,usable_html_inline,parser_label_no_value|manual_review_required,label_present_but_attachment_or_table_context_required,,,,,parser_table_or_attachment_context,html_inline body; value in table/attachment context; human can read body to extract,True,False,False,False,False,False
20151103900363,20151103,073570,resumption_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20151105900096,20151105,065270,resumption_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20151110900538,20151110,089530,resumption_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20151111800225,20151111,900050,resumption_related,False,label_no_value,usable_html_inline,parser_label_no_value|manual_review_required,label_present_but_attachment_or_table_context_required,,,,,parser_table_or_attachment_context,html_inline body; value in table/attachment context; human can read body to extract,True,False,False,False,False,False
20151113800478,20151113,007280,resumption_related,False,label_no_value,usable_html_inline,parser_label_no_value|manual_review_required,label_present_but_attachment_or_table_context_required,,,,,parser_table_or_attachment_context,html_inline body; value in table/attachment context; human can read body to extract,True,False,False,False,False,False
20151127900167,20151127,101330,suspension_related,True,body_unavailable,zip_unparseable,source_zip_unparseable|source_recovery_required_separate_approval|correction_manual_review_required|manual_review_required,,zip_unparseable_requires_source_recovery,medium_needs_manual,zip_unparseable_requires_source_recovery,blocked,source_recovery_required,corrupt cached body; needs source recovery (separate verdict + download approval) before any review,True,False,False,False,False,False
20151222900044,20151222,023440,resumption_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20151224900669,20151224,065270,resumption_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20151230900233,20151230,023440,resumption_related,True,body_unavailable,zip_unparseable,source_zip_unparseable|source_recovery_required_separate_approval|correction_manual_review_required|manual_review_required,,zip_unparseable_requires_source_recovery,no_link,zip_unparseable_requires_source_recovery,,source_recovery_required,corrupt cached body; needs source recovery (separate verdict + download approval) before any review,True,False,False,False,False,False
20151230900423,20151230,072520,resumption_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
20151231900042,20151231,023440,resumption_related,True,body_unavailable,zip_unparseable,source_zip_unparseable|source_recovery_required_separate_approval|correction_manual_review_required|manual_review_required,,zip_unparseable_requires_source_recovery,no_link,zip_unparseable_requires_source_recovery,,source_recovery_required,corrupt cached body; needs source recovery (separate verdict + download approval) before any review,True,False,False,False,False,False
20160115900561,20160115,091340,resumption_related,False,no_label_match,usable_html_inline,parser_no_label_match|manual_review_required,only_generic_or_contextual_label,,,,,parser_generic_or_contextual_label,html_inline body mentions domain terms but no exact date label; human can locate value,True,False,False,False,False,False
