event_id,review_cycle,ticker,company_name,index_name,side,announcement_dt,effective_dt_design,entry_dt_design,exit_dt_candidate_T_plus_5,exit_dt_candidate_T_plus_10,exit_dt_candidate_effective_minus_1,pit_sector_label_for_matched_control_design,source_record_type,effective_dt_confidence,title_link_status,conflation_status,sample_role,caveat
BX01-DIFF-774-0006,2021-12,323410,카카오뱅크,KOSPI 200,addition,2021-11-24,2021-12-10,2021-11-25,2021-12-01,2021-12-08,2021-12-09,은행,class_b_title_linked_secondary,provisional_secondary_rulebook_derived,high_secondary_triangulated,partially_separated,main_inclusion_addition_sample,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-774-0007,2021-12,329180,현대중공업,KOSPI 200,addition,2021-11-24,2021-12-10,2021-11-25,2021-12-01,2021-12-08,2021-12-09,운송장비·부품,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,unresolved,main_inclusion_addition_sample,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-774-0008,2021-12,361610,SK아이이테크놀로지,KOSPI 200,addition,2021-11-24,2021-12-10,2021-11-25,2021-12-01,2021-12-08,2021-12-09,전기·전자,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,unresolved,main_inclusion_addition_sample,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-774-0009,2021-12,377300,카카오페이,KOSPI 200,addition,2021-11-24,2021-12-10,2021-11-25,2021-12-01,2021-12-08,2021-12-09,,class_b_title_linked_secondary,provisional_secondary_rulebook_derived,high_secondary_triangulated,partially_separated,main_inclusion_addition_sample,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-774-0010,2021-12,402340,SK스퀘어,KOSPI 200,addition,2021-11-24,2021-12-10,2021-11-25,2021-12-01,2021-12-08,2021-12-09,,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,unresolved,main_inclusion_addition_sample,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-799-0021,2022-06,000060,메리츠화재,KOSPI 200,addition,2022-05-24,2022-06-10,2022-05-25,2022-05-31,2022-06-09,2022-06-09,보험,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,unresolved,main_inclusion_addition_sample,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-799-0022,2022-06,039130,하나투어,KOSPI 200,addition,2022-05-24,2022-06-10,2022-05-25,2022-05-31,2022-06-09,2022-06-09,일반서비스,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,unresolved,main_inclusion_addition_sample,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-799-0023,2022-06,137310,에스디바이오센서,KOSPI 200,addition,2022-05-24,2022-06-10,2022-05-25,2022-05-31,2022-06-09,2022-06-09,의료·정밀기기,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,unresolved,main_inclusion_addition_sample,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-799-0024,2022-06,271940,일진하이솔루스,KOSPI 200,addition,2022-05-24,2022-06-10,2022-05-25,2022-05-31,2022-06-09,2022-06-09,운송장비·부품,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,unresolved,main_inclusion_addition_sample,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-799-0025,2022-06,300720,한일시멘트,KOSPI 200,addition,2022-05-24,2022-06-10,2022-05-25,2022-05-31,2022-06-09,2022-06-09,비금속,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,unresolved,main_inclusion_addition_sample,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-799-0026,2022-06,373220,LG에너지솔루션,KOSPI 200,addition,2022-05-24,2022-06-10,2022-05-25,2022-05-31,2022-06-09,2022-06-09,전기·전자,class_b_title_linked_secondary,provisional_secondary_rulebook_derived,high_secondary_triangulated,partially_separated,main_inclusion_addition_sample,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-799-0027,2022-06,381970,케이카,KOSPI 200,addition,2022-05-24,2022-06-10,2022-05-25,2022-05-31,2022-06-09,2022-06-09,유통,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,unresolved,main_inclusion_addition_sample,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-799-0028,2022-06,383220,F&F,KOSPI 200,addition,2022-05-24,2022-06-10,2022-05-25,2022-05-31,2022-06-09,2022-06-09,섬유·의류,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,unresolved,main_inclusion_addition_sample,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-861-0039,2023-06,001570,금양,KOSPI 200,addition,2023-05-18,2023-06-09,2023-05-19,2023-05-25,2023-06-02,2023-06-08,화학,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,main_inclusion_addition_sample,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-861-0040,2023-06,003230,삼양식품,KOSPI 200,addition,2023-05-18,2023-06-09,2023-05-19,2023-05-25,2023-06-02,2023-06-08,음식료·담배,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,main_inclusion_addition_sample,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-861-0041,2023-06,005420,코스모화학,KOSPI 200,addition,2023-05-18,2023-06-09,2023-05-19,2023-05-25,2023-06-02,2023-06-08,화학,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,main_inclusion_addition_sample,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-861-0042,2023-06,139130,DGB금융지주,KOSPI 200,addition,2023-05-18,2023-06-09,2023-05-19,2023-05-25,2023-06-02,2023-06-08,기타금융,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,main_inclusion_addition_sample,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-861-0043,2023-06,175330,JB금융지주,KOSPI 200,addition,2023-05-18,2023-06-09,2023-05-19,2023-05-25,2023-06-02,2023-06-08,기타금융,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,main_inclusion_addition_sample,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-899-0049,2023-12,001430,세아베스틸지주,KOSPI 200,addition,2023-11-23,2023-12-15,2023-11-24,2023-11-30,2023-12-07,2023-12-14,금속,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,main_inclusion_addition_sample,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-899-0050,2023-12,002710,TCC스틸,KOSPI 200,addition,2023-11-23,2023-12-15,2023-11-24,2023-11-30,2023-12-07,2023-12-14,금속,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,main_inclusion_addition_sample,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-899-0051,2023-12,003620,KG모빌리티,KOSPI 200,addition,2023-11-23,2023-12-15,2023-11-24,2023-11-30,2023-12-07,2023-12-14,운송장비·부품,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,main_inclusion_addition_sample,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-899-0052,2023-12,006110,삼아알미늄,KOSPI 200,addition,2023-11-23,2023-12-15,2023-11-24,2023-11-30,2023-12-07,2023-12-14,금속,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,main_inclusion_addition_sample,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-899-0053,2023-12,008730,율촌화학,KOSPI 200,addition,2023-11-23,2023-12-15,2023-11-24,2023-11-30,2023-12-07,2023-12-14,화학,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,main_inclusion_addition_sample,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-899-0054,2023-12,009970,영원무역홀딩스,KOSPI 200,addition,2023-11-23,2023-12-15,2023-11-24,2023-11-30,2023-12-07,2023-12-14,기타금융,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,main_inclusion_addition_sample,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-899-0055,2023-12,145720,덴티움,KOSPI 200,addition,2023-11-23,2023-12-15,2023-11-24,2023-11-30,2023-12-07,2023-12-14,의료·정밀기기,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,main_inclusion_addition_sample,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-899-0056,2023-12,267260,HD현대일렉트릭,KOSPI 200,addition,2023-11-23,2023-12-15,2023-11-24,2023-11-30,2023-12-07,2023-12-14,전기·전자,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,main_inclusion_addition_sample,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-939-0065,2024-06,003030,세아제강지주,KOSPI 200,addition,2024-05-24,2024-06-14,2024-05-27,2024-05-31,2024-06-10,2024-06-13,기타금융,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,unresolved,main_inclusion_addition_sample,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-939-0066,2024-06,005070,코스모신소재,KOSPI 200,addition,2024-05-24,2024-06-14,2024-05-27,2024-05-31,2024-06-10,2024-06-13,화학,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,unresolved,main_inclusion_addition_sample,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-939-0067,2024-06,022100,포스코DX,KOSPI 200,addition,2024-05-24,2024-06-14,2024-05-27,2024-05-31,2024-06-10,2024-06-13,일반서비스,class_b_title_linked_secondary,provisional_secondary_rulebook_derived,high_secondary_triangulated,partially_separated,main_inclusion_addition_sample,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-939-0068,2024-06,042700,한미반도체,KOSPI 200,addition,2024-05-24,2024-06-14,2024-05-27,2024-05-31,2024-06-10,2024-06-13,기계·장비,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,unresolved,main_inclusion_addition_sample,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-939-0069,2024-06,066970,엘앤에프,KOSPI 200,addition,2024-05-24,2024-06-14,2024-05-27,2024-05-31,2024-06-10,2024-06-13,전기·전자,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,unresolved,main_inclusion_addition_sample,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-939-0070,2024-06,450080,에코프로머티,KOSPI 200,addition,2024-05-24,2024-06-14,2024-05-27,2024-05-31,2024-06-10,2024-06-13,전기·전자,class_b_title_linked_secondary,provisional_secondary_rulebook_derived,high_secondary_triangulated,partially_separated,main_inclusion_addition_sample,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-939-0071,2024-06,454910,두산로보틱스,KOSPI 200,addition,2024-05-24,2024-06-14,2024-05-27,2024-05-31,2024-06-10,2024-06-13,기계·장비,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,unresolved,main_inclusion_addition_sample,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-939-0072,2024-06,457190,이수스페셜티케미컬,KOSPI 200,addition,2024-05-24,2024-06-14,2024-05-27,2024-05-31,2024-06-10,2024-06-13,화학,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,unresolved,main_inclusion_addition_sample,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-979-0081,2024-12,002840,미원상사,KOSPI 200,addition,2024-11-21,2024-12-13,2024-11-22,2024-11-28,2024-12-05,2024-12-12,화학,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,main_inclusion_addition_sample,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-979-0082,2024-12,278470,에이피알,KOSPI 200,addition,2024-11-21,2024-12-13,2024-11-22,2024-11-28,2024-12-05,2024-12-12,화학,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,main_inclusion_addition_sample,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-979-0083,2024-12,298040,효성중공업,KOSPI 200,addition,2024-11-21,2024-12-13,2024-11-22,2024-11-28,2024-12-05,2024-12-12,전기·전자,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,main_inclusion_addition_sample,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-979-0084,2024-12,456040,OCI,KOSPI 200,addition,2024-11-21,2024-12-13,2024-11-22,2024-11-28,2024-12-05,2024-12-12,화학,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,main_inclusion_addition_sample,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-979-0085,2024-12,489790,한화인더스트리얼솔루션즈,KOSPI 200,addition,2024-11-21,2024-12-13,2024-11-22,2024-11-28,2024-12-05,2024-12-12,기타금융,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,main_inclusion_addition_sample,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-1015-0091,2025-06,000670,영풍,KOSPI 200,addition,2025-05-27,2025-06-13,2025-05-28,2025-06-04,2025-06-12,2025-06-12,금속,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,main_inclusion_addition_sample,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-1015-0092,2025-06,003240,태광산업,KOSPI 200,addition,2025-05-27,2025-06-13,2025-05-28,2025-06-04,2025-06-12,2025-06-12,화학,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,main_inclusion_addition_sample,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-1015-0093,2025-06,006040,동원산업,KOSPI 200,addition,2025-05-27,2025-06-13,2025-05-28,2025-06-04,2025-06-12,2025-06-12,기타금융,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,main_inclusion_addition_sample,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-1015-0094,2025-06,007340,DN오토모티브,KOSPI 200,addition,2025-05-27,2025-06-13,2025-05-28,2025-06-04,2025-06-12,2025-06-12,전기·전자,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,main_inclusion_addition_sample,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-1015-0095,2025-06,012630,HDC,KOSPI 200,addition,2025-05-27,2025-06-13,2025-05-28,2025-06-04,2025-06-12,2025-06-12,기타금융,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,main_inclusion_addition_sample,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-1015-0096,2025-06,017960,한국카본,KOSPI 200,addition,2025-05-27,2025-06-13,2025-05-28,2025-06-04,2025-06-12,2025-06-12,금속,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,main_inclusion_addition_sample,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-1015-0097,2025-06,071320,지역난방공사,KOSPI 200,addition,2025-05-27,2025-06-13,2025-05-28,2025-06-04,2025-06-12,2025-06-12,전기·가스,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,main_inclusion_addition_sample,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-1015-0098,2025-06,268280,미원에스씨,KOSPI 200,addition,2025-05-27,2025-06-13,2025-05-28,2025-06-04,2025-06-12,2025-06-12,화학,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,main_inclusion_addition_sample,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-1015-0099,2025-06,443060,HD현대마린솔루션,KOSPI 200,addition,2025-05-27,2025-06-13,2025-05-28,2025-06-04,2025-06-12,2025-06-12,일반서비스,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,main_inclusion_addition_sample,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-1050-0109,2025-12,002030,아세아,KOSPI 200,addition,2025-11-18,2025-12-12,2025-11-19,2025-11-25,2025-12-02,2025-12-11,일반서비스,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,main_inclusion_addition_sample,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
