event_id,review_cycle,ticker,company_name,index_name,side,announcement_dt,effective_dt_design,entry_dt_design,exit_dt_candidate_T_plus_5,exit_dt_candidate_T_plus_10,exit_dt_candidate_effective_minus_1,pit_sector_label_for_matched_control_design,source_record_type,effective_dt_confidence,title_link_status,conflation_status,sample_role,caveat
BX01-DIFF-799-0029,2022-06,002350,넥센타이어,KOSPI 200,deletion,2022-05-24,2022-06-10,2022-05-25,2022-05-31,2022-06-09,2022-06-09,화학,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,unresolved,negative_control_candidate_only,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-799-0030,2022-06,003000,부광약품,KOSPI 200,deletion,2022-05-24,2022-06-10,2022-05-25,2022-05-31,2022-06-09,2022-06-09,제약,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,unresolved,negative_control_candidate_only,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-799-0031,2022-06,003520,영진약품,KOSPI 200,deletion,2022-05-24,2022-06-10,2022-05-25,2022-05-31,2022-06-09,2022-06-09,제약,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,unresolved,negative_control_candidate_only,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-799-0032,2022-06,006120,SK디스커버리,KOSPI 200,deletion,2022-05-24,2022-06-10,2022-05-25,2022-05-31,2022-06-09,2022-06-09,기타금융,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,unresolved,negative_control_candidate_only,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-799-0033,2022-06,049770,동원F&B,KOSPI 200,deletion,2022-05-24,2022-06-10,2022-05-25,2022-05-31,2022-06-09,2022-06-09,음식료·담배,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,unresolved,negative_control_candidate_only,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-799-0034,2022-06,064960,SNT모티브,KOSPI 200,deletion,2022-05-24,2022-06-10,2022-05-25,2022-05-31,2022-06-09,2022-06-09,운송장비·부품,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,unresolved,negative_control_candidate_only,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-799-0035,2022-06,079160,CJ CGV,KOSPI 200,deletion,2022-05-24,2022-06-10,2022-05-25,2022-05-31,2022-06-09,2022-06-09,일반서비스,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,unresolved,negative_control_candidate_only,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-799-0036,2022-06,192400,쿠쿠홀딩스,KOSPI 200,deletion,2022-05-24,2022-06-10,2022-05-25,2022-05-31,2022-06-09,2022-06-09,기타금융,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,unresolved,negative_control_candidate_only,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-861-0044,2023-06,000060,메리츠화재,KOSPI 200,deletion,2023-05-18,2023-06-09,2023-05-19,2023-05-25,2023-06-02,2023-06-08,,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,negative_control_candidate_only,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-861-0045,2023-06,005440,현대그린푸드,KOSPI 200,deletion,2023-05-18,2023-06-09,2023-05-19,2023-05-25,2023-06-02,2023-06-08,유통,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,negative_control_candidate_only,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-861-0046,2023-06,006040,동원산업,KOSPI 200,deletion,2023-05-18,2023-06-09,2023-05-19,2023-05-25,2023-06-02,2023-06-08,농업 임업 및 어업,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,negative_control_candidate_only,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-861-0047,2023-06,008560,메리츠증권,KOSPI 200,deletion,2023-05-18,2023-06-09,2023-05-19,2023-05-25,2023-06-02,2023-06-08,증권,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,negative_control_candidate_only,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-861-0048,2023-06,241590,화승엔터프라이즈,KOSPI 200,deletion,2023-05-18,2023-06-09,2023-05-19,2023-05-25,2023-06-02,2023-06-08,기타제조,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,negative_control_candidate_only,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-899-0057,2023-12,001230,동국제강,KOSPI 200,deletion,2023-11-23,2023-12-15,2023-11-24,2023-11-30,2023-12-07,2023-12-14,금속,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,negative_control_candidate_only,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-899-0058,2023-12,003240,태광산업,KOSPI 200,deletion,2023-11-23,2023-12-15,2023-11-24,2023-11-30,2023-12-07,2023-12-14,화학,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,negative_control_candidate_only,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-899-0059,2023-12,003850,보령,KOSPI 200,deletion,2023-11-23,2023-12-15,2023-11-24,2023-11-30,2023-12-07,2023-12-14,제약,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,negative_control_candidate_only,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-899-0060,2023-12,013890,지누스,KOSPI 200,deletion,2023-11-23,2023-12-15,2023-11-24,2023-11-30,2023-12-07,2023-12-14,기타제조,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,negative_control_candidate_only,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-899-0061,2023-12,020000,한섬,KOSPI 200,deletion,2023-11-23,2023-12-15,2023-11-24,2023-11-30,2023-12-07,2023-12-14,섬유·의류,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,negative_control_candidate_only,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-899-0062,2023-12,057050,현대홈쇼핑,KOSPI 200,deletion,2023-11-23,2023-12-15,2023-11-24,2023-11-30,2023-12-07,2023-12-14,유통,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,negative_control_candidate_only,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-899-0063,2023-12,284740,쿠쿠홈시스,KOSPI 200,deletion,2023-11-23,2023-12-15,2023-11-24,2023-11-30,2023-12-07,2023-12-14,일반서비스,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,negative_control_candidate_only,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-899-0064,2023-12,294870,HDC현대산업개발,KOSPI 200,deletion,2023-11-23,2023-12-15,2023-11-24,2023-11-30,2023-12-07,2023-12-14,건설,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,negative_control_candidate_only,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-939-0073,2024-06,000990,DB하이텍,KOSPI 200,deletion,2024-05-24,2024-06-14,2024-05-27,2024-05-31,2024-06-10,2024-06-13,전기·전자,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,unresolved,negative_control_candidate_only,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-939-0074,2024-06,003410,쌍용C&E,KOSPI 200,deletion,2024-05-24,2024-06-14,2024-05-27,2024-05-31,2024-06-10,2024-06-13,비금속,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,unresolved,negative_control_candidate_only,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-939-0075,2024-06,010780,아이에스동서,KOSPI 200,deletion,2024-05-24,2024-06-14,2024-05-27,2024-05-31,2024-06-10,2024-06-13,비금속,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,unresolved,negative_control_candidate_only,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-939-0076,2024-06,019170,신풍제약,KOSPI 200,deletion,2024-05-24,2024-06-14,2024-05-27,2024-05-31,2024-06-10,2024-06-13,제약,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,unresolved,negative_control_candidate_only,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-939-0077,2024-06,020150,롯데에너지머티리얼즈,KOSPI 200,deletion,2024-05-24,2024-06-14,2024-05-27,2024-05-31,2024-06-10,2024-06-13,전기·전자,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,unresolved,negative_control_candidate_only,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-939-0078,2024-06,020560,아시아나항공,KOSPI 200,deletion,2024-05-24,2024-06-14,2024-05-27,2024-05-31,2024-06-10,2024-06-13,운송·창고,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,unresolved,negative_control_candidate_only,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-939-0079,2024-06,031430,신세계인터내셔날,KOSPI 200,deletion,2024-05-24,2024-06-14,2024-05-27,2024-05-31,2024-06-10,2024-06-13,유통,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,unresolved,negative_control_candidate_only,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-939-0080,2024-06,381970,케이카,KOSPI 200,deletion,2024-05-24,2024-06-14,2024-05-27,2024-05-31,2024-06-10,2024-06-13,유통,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,unresolved,negative_control_candidate_only,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-979-0086,2024-12,000670,영풍,KOSPI 200,deletion,2024-11-21,2024-12-13,2024-11-22,2024-11-28,2024-12-05,2024-12-12,금속,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,negative_control_candidate_only,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-979-0087,2024-12,004800,효성,KOSPI 200,deletion,2024-11-21,2024-12-13,2024-11-22,2024-11-28,2024-12-05,2024-12-12,기타금융,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,negative_control_candidate_only,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-979-0088,2024-12,009900,명신산업,KOSPI 200,deletion,2024-11-21,2024-12-13,2024-11-22,2024-11-28,2024-12-05,2024-12-12,운송장비·부품,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,negative_control_candidate_only,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-979-0089,2024-12,016380,KG스틸,KOSPI 200,deletion,2024-11-21,2024-12-13,2024-11-22,2024-11-28,2024-12-05,2024-12-12,금속,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,negative_control_candidate_only,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-979-0090,2024-12,032350,롯데관광개발,KOSPI 200,deletion,2024-11-21,2024-12-13,2024-11-22,2024-11-28,2024-12-05,2024-12-12,일반서비스,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,negative_control_candidate_only,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-1015-0100,2025-06,001120,LX인터내셔널,KOSPI 200,deletion,2025-05-27,2025-06-13,2025-05-28,2025-06-04,2025-06-12,2025-06-12,유통,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,negative_control_candidate_only,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-1015-0101,2025-06,001570,금양,KOSPI 200,deletion,2025-05-27,2025-06-13,2025-05-28,2025-06-04,2025-06-12,2025-06-12,화학,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,negative_control_candidate_only,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-1015-0102,2025-06,001740,SK네트웍스,KOSPI 200,deletion,2025-05-27,2025-06-13,2025-05-28,2025-06-04,2025-06-12,2025-06-12,유통,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,negative_control_candidate_only,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-1015-0103,2025-06,005070,코스모신소재,KOSPI 200,deletion,2025-05-27,2025-06-13,2025-05-28,2025-06-04,2025-06-12,2025-06-12,화학,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,negative_control_candidate_only,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-1015-0104,2025-06,006110,삼아알미늄,KOSPI 200,deletion,2025-05-27,2025-06-13,2025-05-28,2025-06-04,2025-06-12,2025-06-12,금속,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,negative_control_candidate_only,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-1015-0105,2025-06,105630,한세실업,KOSPI 200,deletion,2025-05-27,2025-06-13,2025-05-28,2025-06-04,2025-06-12,2025-06-12,섬유·의류,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,negative_control_candidate_only,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-1015-0106,2025-06,178920,PI첨단소재,KOSPI 200,deletion,2025-05-27,2025-06-13,2025-05-28,2025-06-04,2025-06-12,2025-06-12,화학,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,negative_control_candidate_only,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
BX01-DIFF-1015-0107,2025-06,271940,일진하이솔루스,KOSPI 200,deletion,2025-05-27,2025-06-13,2025-05-28,2025-06-04,2025-06-12,2025-06-12,운송장비·부품,class_b_snapshot_diff_derived,provisional_secondary_rulebook_derived,no_title_link,clean,negative_control_candidate_only,"design-only timing labels; no price/return computed; canonical effective_dt remains blank in events_v3 and not modified here; effective_dt_design uses provisional secondary rulebook basis except Class A direct; PIT sector label is for matched-control design only, not used for return calc"
