date,one_way_turnover,buy_amount_krw,sell_amount_krw,commission_krw,capital_gains_tax_krw,frequency,label,quarter,year,average_quarterly_turnover,annual_turnover,average_annual_turnover
2011-11-01,0.021531183992677394,2457166.0441241264,2470353.8443137333,12318.799721094649,0.0,monthly,Monthly,2011Q4,2011,0.011572766035018821,0.13404628106759847,0.13273394275215206
2011-12-01,0.005200029886372852,594908.7855357938,607227.5852568857,3005.340926981699,0.0,monthly,Monthly,2011Q4,2011,0.011572766035018821,0.13404628106759847,0.13273394275215206
2012-01-02,0.008308901475797322,952331.4001868404,1024687.9084724188,4942.548271648148,0.0,monthly,Monthly,2012Q1,2012,0.011572766035018821,0.12128929856690973,0.13273394275215206
2012-02-01,0.013318948415450699,1604999.0053195953,1609941.5535912514,8037.351397277117,0.0,monthly,Monthly,2012Q1,2012,0.011572766035018821,0.12128929856690973,0.13273394275215206
2012-03-01,0.012564912704913936,1534680.4884308614,1542717.839828141,7693.495820647506,0.0,monthly,Monthly,2012Q1,2012,0.011572766035018821,0.12128929856690973,0.13273394275215206
2012-04-02,0.01245794588564978,1524410.3594954237,1603484.270874627,7819.736575925127,0.0,monthly,Monthly,2012Q2,2012,0.011572766035018821,0.12128929856690973,0.13273394275215206
2012-05-01,0.00641069666060158,802547.1974842288,810366.934060175,4032.2853288610095,0.0,monthly,Monthly,2012Q2,2012,0.011572766035018821,0.12128929856690973,0.13273394275215206
2012-06-01,0.025894004067198956,3263974.763923537,3268007.0492523722,16329.954532939773,0.0,monthly,Monthly,2012Q2,2012,0.011572766035018821,0.12128929856690973,0.13273394275215206
2012-07-02,0.014326345344123616,1772429.7295085602,1859583.2055508345,9080.032337648487,0.0,monthly,Monthly,2012Q3,2012,0.011572766035018821,0.12128929856690973,0.13273394275215206
2012-08-01,0.001880766708944832,232321.04475384206,241401.07709148154,1184.305304613309,0.0,monthly,Monthly,2012Q3,2012,0.011572766035018821,0.12128929856690973,0.13273394275215206
2012-09-03,0.009264502867477854,1195613.7918099016,1196798.0971145257,5981.029722311068,0.0,monthly,Monthly,2012Q3,2012,0.011572766035018821,0.12128929856690973,0.13273394275215206
2012-10-01,0.005737283982682578,696952.0419083945,775995.8960464112,3682.3698448870146,0.0,monthly,Monthly,2012Q4,2012,0.011572766035018821,0.12128929856690973,0.13273394275215206
2012-11-01,0.0067131853332351304,835431.8265063763,839114.1963512675,4186.365057144109,0.0,monthly,Monthly,2012Q4,2012,0.011572766035018821,0.12128929856690973,0.13273394275215206
2012-12-03,0.004411805120833446,545357.7613590322,549544.1264161766,2737.254719438022,0.0,monthly,Monthly,2012Q4,2012,0.011572766035018821,0.12128929856690973,0.13273394275215206
2013-01-02,0.009332525257809957,1120554.6920832396,1193096.8711002618,5784.128907958753,0.0,monthly,Monthly,2013Q1,2013,0.011572766035018821,0.09869600048548988,0.13273394275215206
2013-02-01,0.01022276210520596,1305588.721239902,1311372.850147862,6542.40392846941,0.0,monthly,Monthly,2013Q1,2013,0.011572766035018821,0.09869600048548988,0.13273394275215206
2013-03-01,0.003387002469125495,429537.5686198436,436079.972548306,2164.043852920374,0.0,monthly,Monthly,2013Q1,2013,0.011572766035018821,0.09869600048548988,0.13273394275215206
2013-04-01,0.008381167307723623,1070897.318494048,1149249.0134270191,5550.365829802668,0.0,monthly,Monthly,2013Q2,2013,0.011572766035018821,0.09869600048548988,0.13273394275215206
2013-05-01,0.002022631718652752,266425.52194153145,271975.8877713382,1346.003524282174,0.0,monthly,Monthly,2013Q2,2013,0.011572766035018821,0.09869600048548988,0.13273394275215206
2013-06-03,0.016978624904551515,2327878.703843482,2329224.707367759,11642.758528028104,0.0,monthly,Monthly,2013Q2,2013,0.011572766035018821,0.09869600048548988,0.13273394275215206
2013-07-01,0.003542468972906293,436035.65932764113,525488.480148647,2403.8103486907203,0.0,monthly,Monthly,2013Q3,2013,0.011572766035018821,0.09869600048548988,0.13273394275215206
2013-08-01,0.01552678091975793,2145158.2457782812,2147562.056126982,10731.800754763159,0.0,monthly,Monthly,2013Q3,2013,0.011572766035018821,0.09869600048548988,0.13273394275215206
2013-09-02,0.008172030886094814,1095415.21528228,1106147.0160370097,5503.905578298224,0.0,monthly,Monthly,2013Q3,2013,0.011572766035018821,0.09869600048548988,0.13273394275215206
2013-10-01,0.005859271266394689,749187.1839161664,831337.8085625097,3951.3124811966904,0.0,monthly,Monthly,2013Q4,2013,0.011572766035018821,0.09869600048548988,0.13273394275215206
2013-11-01,0.007798065339122306,1063014.7801966406,1066966.0926778018,5324.952182186106,0.0,monthly,Monthly,2013Q4,2013,0.011572766035018821,0.09869600048548988,0.13273394275215206
2013-12-02,0.007472669338144541,1027901.2214797884,1033226.1736620069,5152.818487854488,50573.051977986965,monthly,Monthly,2013Q4,2013,0.011572766035018821,0.09869600048548988,0.13273394275215206
2014-01-02,0.006562331453853149,837955.8212356344,972533.0191342235,4526.222100924645,0.0,monthly,Monthly,2014Q1,2014,0.011572766035018821,0.0975449191460539,0.13273394275215206
2014-02-03,0.015076663912864413,2107658.6847151406,2112184.90681608,10549.608978828051,0.0,monthly,Monthly,2014Q1,2014,0.011572766035018821,0.0975449191460539,0.13273394275215206
2014-03-03,0.01364528153278908,1947462.678479582,1958012.287458431,9763.687414845033,0.0,monthly,Monthly,2014Q1,2014,0.011572766035018821,0.0975449191460539,0.13273394275215206
2014-04-01,0.006737211575034276,911982.5963713229,1003167.1352316402,4787.874329007408,0.0,monthly,Monthly,2014Q2,2014,0.011572766035018821,0.0975449191460539,0.13273394275215206
2014-05-01,0.006337165769079754,881509.7770362981,886297.6513653174,4419.518571004039,0.0,monthly,Monthly,2014Q2,2014,0.011572766035018821,0.0975449191460539,0.13273394275215206
2014-06-02,0.005010464615221396,705220.4290636629,709639.9476346821,3537.1509417458624,0.0,monthly,Monthly,2014Q2,2014,0.011572766035018821,0.0975449191460539,0.13273394275215206
2014-07-01,0.006860055265299141,931951.4621149227,1016314.5192155577,4870.664953326202,0.0,monthly,Monthly,2014Q3,2014,0.011572766035018821,0.0975449191460539,0.13273394275215206
2014-08-01,0.006522899659809005,938497.6382719502,943368.303225264,4704.664853743036,0.0,monthly,Monthly,2014Q3,2014,0.011572766035018821,0.0975449191460539,0.13273394275215206
2014-09-01,0.0072041813969716565,1046825.8241380602,1051530.4889918081,5245.890782824671,0.0,monthly,Monthly,2014Q3,2014,0.011572766035018821,0.0975449191460539,0.13273394275215206
2014-10-01,0.00604252172691914,855662.1665921174,946967.3219899982,4506.573721455289,0.0,monthly,Monthly,2014Q4,2014,0.011572766035018821,0.0975449191460539,0.13273394275215206
2014-11-03,0.010384503873628131,1600402.3163996711,1604908.8901211172,8013.278016301972,0.0,monthly,Monthly,2014Q4,2014,0.011572766035018821,0.0975449191460539,0.13273394275215206
2014-12-01,0.007161638364584757,1144330.4325660057,1152343.710582301,5741.685357870767,10001.508300181944,monthly,Monthly,2014Q4,2014,0.011572766035018821,0.0975449191460539,0.13273394275215206
2015-01-02,0.0035982446161210895,522011.94190647826,628684.6376280114,2876.741448836224,0.0,monthly,Monthly,2015Q1,2015,0.011572766035018821,0.11873455243461684,0.13273394275215206
2015-02-02,0.009435924130172017,1509406.773867011,1512283.5153158456,7554.225722957141,0.0,monthly,Monthly,2015Q1,2015,0.011572766035018821,0.11873455243461684,0.13273394275215206
2015-03-02,0.019093416870123444,3120972.030624632,3128526.2563476195,15623.745717430627,0.0,monthly,Monthly,2015Q1,2015,0.011572766035018821,0.11873455243461684,0.13273394275215206
2015-04-01,0.011341203943836576,1779253.9770033732,1889757.7555192746,9172.52933130662,0.0,monthly,Monthly,2015Q2,2015,0.011572766035018821,0.11873455243461684,0.13273394275215206
2015-05-01,0.008957504117075608,1440318.2836101875,1449490.8129415251,7224.522741379282,0.0,monthly,Monthly,2015Q2,2015,0.011572766035018821,0.11873455243461684,0.13273394275215206
2015-06-01,0.0054498979472404315,901367.308598008,908591.8313393667,4524.897849843437,0.0,monthly,Monthly,2015Q2,2015,0.011572766035018821,0.11873455243461684,0.13273394275215206
2015-07-01,0.0019206019256959267,267074.9183137119,365655.0658663437,1581.8249604501389,0.0,monthly,Monthly,2015Q3,2015,0.011572766035018821,0.11873455243461684,0.13273394275215206
2015-08-03,0.009285853798748646,1605717.2920319587,1607299.1169924363,8032.541022560988,0.0,monthly,Monthly,2015Q3,2015,0.011572766035018821,0.11873455243461684,0.13273394275215206
2015-09-01,0.022954459523850758,3821668.132240314,3829700.673262872,19128.422013757965,0.0,monthly,Monthly,2015Q3,2015,0.011572766035018821,0.11873455243461684,0.13273394275215206
2015-10-01,0.0020418813207229956,285065.36912950873,401244.4536607936,1715.7745569757558,0.0,monthly,Monthly,2015Q4,2015,0.011572766035018821,0.11873455243461684,0.13273394275215206
2015-11-02,0.023081528120631762,3962711.5230101123,3964427.297567077,19817.847051442975,0.0,monthly,Monthly,2015Q4,2015,0.011572766035018821,0.11873455243461684,0.13273394275215206
2015-12-01,0.0015740361203975843,262813.98589348793,282631.83294493705,1363.6145470960626,14550.653720388998,monthly,Monthly,2015Q4,2015,0.011572766035018821,0.11873455243461684,0.13273394275215206
2016-01-04,0.007378607961009345,1226995.3823711872,1342650.1283156201,6424.1137767170185,0.0,monthly,Monthly,2016Q1,2016,0.011572766035018821,0.09608657936844185,0.13273394275215206
2016-02-01,0.01340231604825163,2319532.174314134,2325956.2880908623,11613.72115601249,0.0,monthly,Monthly,2016Q1,2016,0.011572766035018821,0.09608657936844185,0.13273394275215206
2016-03-01,0.005851205968608349,1038647.47371497,1050261.194870986,5222.2716714648905,0.0,monthly,Monthly,2016Q1,2016,0.011572766035018821,0.09608657936844185,0.13273394275215206
2016-04-01,0.009840094108669654,1653370.5523153022,1755276.3081398606,8521.617151137907,0.0,monthly,Monthly,2016Q2,2016,0.011572766035018821,0.09608657936844185,0.13273394275215206
2016-05-02,0.0058841501334195795,1001868.9466863945,1010390.5638375506,5030.648776309863,0.0,monthly,Monthly,2016Q2,2016,0.011572766035018821,0.09608657936844185,0.13273394275215206
2016-06-01,0.009420971644849365,1687304.827068165,1692335.47584448,8449.100757281612,0.0,monthly,Monthly,2016Q2,2016,0.011572766035018821,0.09608657936844185,0.13273394275215206
2016-07-01,0.010292473133790775,1746596.8008124009,1856826.8169473484,9008.559044399373,0.0,monthly,Monthly,2016Q3,2016,0.011572766035018821,0.09608657936844185,0.13273394275215206
2016-08-01,0.01008569933635045,1751562.6583193764,1760571.2173637822,8780.334689207897,0.0,monthly,Monthly,2016Q3,2016,0.011572766035018821,0.09608657936844185,0.13273394275215206
2016-09-01,0.0028479992183443772,495665.43528234214,504445.7699715346,2500.2780131346917,0.0,monthly,Monthly,2016Q3,2016,0.011572766035018821,0.09608657936844185,0.13273394275215206
2016-10-03,0.0039309501997923406,634695.6354850382,736547.1843743101,3428.107049648371,0.0,monthly,Monthly,2016Q4,2016,0.011572766035018821,0.09608657936844185,0.13273394275215206
2016-11-01,0.002737690459509322,481705.5964753032,485133.70352496207,2417.098250000663,0.0,monthly,Monthly,2016Q4,2016,0.011572766035018821,0.09608657936844185,0.13273394275215206
2016-12-01,0.014414421155846669,2579664.4555497766,2582081.5537997414,12904.365023373794,0.0,monthly,Monthly,2016Q4,2016,0.011572766035018821,0.09608657936844185,0.13273394275215206
2017-01-02,0.009098480377607082,1631958.42325826,1751966.073535584,8459.81124198461,0.0,monthly,Monthly,2017Q1,2017,0.011572766035018821,0.09664019207246691,0.13273394275215206
2017-02-01,0.00999260916179151,1825117.7662809342,1833577.5775229037,9146.738359509594,0.0,monthly,Monthly,2017Q1,2017,0.011572766035018821,0.09664019207246691,0.13273394275215206
2017-03-01,0.01081457436910791,2008112.1519808918,2017258.8903404176,10063.427605803274,68123.95585597072,monthly,Monthly,2017Q1,2017,0.011572766035018821,0.09664019207246691,0.13273394275215206
2017-04-03,0.006466440451261822,1095044.9883469641,1278274.9662647024,5933.2998865291665,8095.468452126589,monthly,Monthly,2017Q2,2017,0.011572766035018821,0.09664019207246691,0.13273394275215206
2017-05-01,0.008258766804648448,1542836.094457455,1556864.862796113,7749.25239313392,178759.99194150913,monthly,Monthly,2017Q2,2017,0.011572766035018821,0.09664019207246691,0.13273394275215206
2017-06-01,0.006812968971673038,1201901.0082105547,1388410.2525452003,6475.778151889388,48167.27745070302,monthly,Monthly,2017Q2,2017,0.011572766035018821,0.09664019207246691,0.13273394275215206
2017-07-03,0.005983317688942761,1070621.0937082544,1236110.4806645215,5766.82893593194,5331.58368857637,monthly,Monthly,2017Q3,2017,0.011572766035018821,0.09664019207246691,0.13273394275215206
2017-08-01,0.008423946060083454,1606609.1718163043,1617707.58444082,8060.79189064281,60106.94582305846,monthly,Monthly,2017Q3,2017,0.011572766035018821,0.09664019207246691,0.13273394275215206
2017-09-01,0.005824901654363821,1079959.2830141112,1148127.0207278132,5570.215759354811,97383.81075518606,monthly,Monthly,2017Q3,2017,0.011572766035018821,0.09664019207246691,0.13273394275215206
2017-10-02,0.011264972725408377,2129208.839001499,2343960.890094764,11182.924322740659,45940.38334312765,monthly,Monthly,2017Q4,2017,0.011572766035018821,0.09664019207246691,0.13273394275215206
2017-11-01,0.008828132470454305,1711499.010873124,1768622.3185389936,8700.303323530294,32905.63167336572,monthly,Monthly,2017Q4,2017,0.011572766035018821,0.09664019207246691,0.13273394275215206
2017-12-01,0.004871081337124378,930477.1095205098,972083.0445173904,4756.400385094751,47571.65950255694,monthly,Monthly,2017Q4,2017,0.011572766035018821,0.09664019207246691,0.13273394275215206
2018-01-02,0.006127342742090914,1106132.8874292895,1269433.4883219153,5938.915939378012,0.0,monthly,Monthly,2018Q1,2018,0.011572766035018821,0.1132002416801584,0.13273394275215206
2018-02-01,0.01462095093734754,2934198.761523396,2940137.677462779,14685.841097465438,0.0,monthly,Monthly,2018Q1,2018,0.011572766035018821,0.1132002416801584,0.13273394275215206
2018-03-01,0.011539386537044324,2265334.4247256145,2280020.2658230513,11363.386726371666,1502.5171870473866,monthly,Monthly,2018Q1,2018,0.011572766035018821,0.1132002416801584,0.13273394275215206
2018-04-02,0.011174369714237105,2042349.9216653034,2166167.4839607924,10521.293514065239,0.0,monthly,Monthly,2018Q2,2018,0.011572766035018821,0.1132002416801584,0.13273394275215206
2018-05-01,0.012643126375381952,2437808.3449627236,2448329.6384768113,12215.344958598838,0.0,monthly,Monthly,2018Q2,2018,0.011572766035018821,0.1132002416801584,0.13273394275215206
2018-06-01,0.00954311225580296,1882800.2649094984,1895015.6098681095,9444.53968694402,230397.05407289695,monthly,Monthly,2018Q2,2018,0.011572766035018821,0.1132002416801584,0.13273394275215206
2018-07-02,0.007546189998089432,1368136.5737091973,1726301.8692910373,7736.096107500587,82293.87823541608,monthly,Monthly,2018Q3,2018,0.011572766035018821,0.1132002416801584,0.13273394275215206
2018-08-01,0.008110781772135391,1637557.6303895786,1727587.6047324988,8412.863087805194,249520.10994919916,monthly,Monthly,2018Q3,2018,0.011572766035018821,0.1132002416801584,0.13273394275215206
2018-09-03,0.00815478286020825,1601056.8167629838,1858989.7898000032,8650.116516407468,300308.6752427386,monthly,Monthly,2018Q3,2018,0.011572766035018821,0.1132002416801584,0.13273394275215206
2018-10-01,0.004531299390752948,740504.419302702,1169759.9717709199,4775.660977684055,125917.44105691263,monthly,Monthly,2018Q4,2018,0.011572766035018821,0.1132002416801584,0.13273394275215206
2018-11-01,0.016602039084505308,3347144.0210647807,3477837.123099342,17062.452860410307,0.0,monthly,Monthly,2018Q4,2018,0.011572766035018821,0.1132002416801584,0.13273394275215206
2018-12-03,0.0026068600125622697,527063.6146679819,544126.0675283968,2677.974205490947,0.0,monthly,Monthly,2018Q4,2018,0.011572766035018821,0.1132002416801584,0.13273394275215206
2019-01-02,0.029515322843950823,5790439.400511555,5909785.648212969,29250.562621811314,0.0,monthly,Monthly,2019Q1,2019,0.011572766035018821,0.16682248513907844,0.13273394275215206
2019-02-01,0.01916982157708609,3934670.232905887,3963920.7955277115,19746.477571083997,0.0,monthly,Monthly,2019Q1,2019,0.011572766035018821,0.16682248513907844,0.13273394275215206
2019-03-01,0.010823733474423228,2276236.2626815513,2295982.7402526215,11430.547507335432,0.0,monthly,Monthly,2019Q1,2019,0.011572766035018821,0.16682248513907844,0.13273394275215206
2019-04-01,0.005359731645092291,1094835.532051988,1231769.4408104569,5816.5124321561125,0.0,monthly,Monthly,2019Q2,2019,0.011572766035018821,0.16682248513907844,0.13273394275215206
2019-05-01,0.00903842747020523,2027987.0227961168,2033803.5352282524,10154.476395060923,0.0,monthly,Monthly,2019Q2,2019,0.011572766035018821,0.16682248513907844,0.13273394275215206
2019-06-03,0.023649608965545025,5233982.036320865,5244136.512715943,26195.29637259202,0.0,monthly,Monthly,2019Q2,2019,0.011572766035018821,0.16682248513907844,0.13273394275215206
2019-07-01,0.020744383585201316,4663210.242972098,4817522.232398361,23701.83118842615,0.0,monthly,Monthly,2019Q3,2019,0.011572766035018821,0.16682248513907844,0.13273394275215206
2019-08-01,0.013505217443876899,3113373.96507141,3137075.7962598577,15626.12440332817,0.0,monthly,Monthly,2019Q3,2019,0.011572766035018821,0.16682248513907844,0.13273394275215206
2019-09-02,0.009818363635451452,2299612.053097956,2315238.1775012463,11537.125576498005,0.0,monthly,Monthly,2019Q3,2019,0.011572766035018821,0.16682248513907844,0.13273394275215206
2019-10-01,0.007166397322103593,1608314.5420078635,1752779.8521981984,8402.735985515155,0.0,monthly,Monthly,2019Q4,2019,0.011572766035018821,0.16682248513907844,0.13273394275215206
2019-11-01,0.010032332024689795,2355078.8549505174,2363481.5909360573,11796.401114716436,115364.5700729994,monthly,Monthly,2019Q4,2019,0.011572766035018821,0.16682248513907844,0.13273394275215206
2019-12-02,0.0079991451514527,1850536.2929807752,1977697.2641684934,9570.583892873172,326725.6052200812,monthly,Monthly,2019Q4,2019,0.011572766035018821,0.16682248513907844,0.13273394275215206
2020-01-02,0.013622863952672397,3092210.263380632,3563979.0112568364,16640.47318659367,0.0,monthly,Monthly,2020Q1,2020,0.011572766035018821,0.233353835043408,0.13273394275215206
2020-02-03,0.007141772004109385,1818315.5295185,1834956.0027050897,9133.178830558974,0.0,monthly,Monthly,2020Q1,2020,0.011572766035018821,0.233353835043408,0.13273394275215206
2020-03-02,0.014281429439915673,3574093.6058885828,3583226.7847191547,17893.300976519342,0.0,monthly,Monthly,2020Q1,2020,0.011572766035018821,0.233353835043408,0.13273394275215206
2020-04-01,0.05269317000228411,11992592.395984173,12154623.933235899,60368.04082305018,559729.0464751008,monthly,Monthly,2020Q2,2020,0.011572766035018821,0.233353835043408,0.13273394275215206
2020-05-01,0.02990929289518747,7228226.0683250725,7848323.155623183,37691.37305987064,24688.466477152502,monthly,Monthly,2020Q2,2020,0.011572766035018821,0.233353835043408,0.13273394275215206
2020-06-01,0.016795713305729904,4463709.002209708,4526088.84174677,22474.494609891197,403579.1603610862,monthly,Monthly,2020Q2,2020,0.011572766035018821,0.233353835043408,0.13273394275215206
2020-07-01,0.023509171560516906,6192027.367869869,6769987.6710345,32405.03759726092,227304.99727240202,monthly,Monthly,2020Q3,2020,0.011572766035018821,0.233353835043408,0.13273394275215206
2020-08-03,0.010318677570801054,2821218.247226909,3080928.2820965424,14755.366323308628,351866.6287692521,monthly,Monthly,2020Q3,2020,0.011572766035018821,0.233353835043408,0.13273394275215206
2020-09-01,0.022056311718019465,6329150.277274542,6695772.272367038,32562.306374103948,908942.9874860389,monthly,Monthly,2020Q3,2020,0.011572766035018821,0.233353835043408,0.13273394275215206
2020-10-01,0.010619152730564923,2433104.5418540016,3539052.5012620836,14930.392607790214,0.0,monthly,Monthly,2020Q4,2020,0.011572766035018821,0.233353835043408,0.13273394275215206
2020-11-02,0.0048423423242187165,1292971.8053234592,1307902.1979313046,6502.185008136909,0.0,monthly,Monthly,2020Q4,2020,0.011572766035018821,0.233353835043408,0.13273394275215206
2020-12-01,0.02756393753938802,7922603.043296546,7929105.228304654,39629.270679003,0.0,monthly,Monthly,2020Q4,2020,0.011572766035018821,0.233353835043408,0.13273394275215206
2021-01-04,0.021749606130314972,6244307.86010018,6447720.220369375,31730.07020117389,0.0,monthly,Monthly,2021Q1,2021,0.011572766035018821,0.13493654194379268,0.13273394275215206
2021-02-01,0.009779047454497727,2957809.719893113,2989539.790094264,14868.373774968442,0.0,monthly,Monthly,2021Q1,2021,0.011572766035018821,0.13493654194379268,0.13273394275215206
2021-03-01,0.015491363985756117,4671314.32707423,4686182.70084925,23393.7425698087,0.0,monthly,Monthly,2021Q1,2021,0.011572766035018821,0.13493654194379268,0.13273394275215206
2021-04-01,0.00808044422484351,2379042.2396892235,2575221.476882063,12385.659291428216,0.0,monthly,Monthly,2021Q2,2021,0.011572766035018821,0.13493654194379268,0.13273394275215206
2021-05-03,0.007636209067714238,2374286.884319015,2386672.543610461,11902.39856982369,193004.9837087141,monthly,Monthly,2021Q2,2021,0.011572766035018821,0.13493654194379268,0.13273394275215206
2021-06-01,0.0024575790887196476,652507.3087234348,857414.6910019368,3774.804999313429,42606.259171289224,monthly,Monthly,2021Q2,2021,0.011572766035018821,0.13493654194379268,0.13273394275215206
2021-07-01,0.01031200766329432,3207453.820444703,3437285.634563625,16611.84863752082,530197.1740436993,monthly,Monthly,2021Q3,2021,0.011572766035018821,0.13493654194379268,0.13273394275215206
2021-08-02,0.009245082440145427,2778830.741945602,3325639.764626831,15261.176266431083,322647.00139657425,monthly,Monthly,2021Q3,2021,0.011572766035018821,0.13493654194379268,0.13273394275215206
2021-09-01,0.014661728230957379,4726505.736734755,5064413.914397806,24477.299127831404,944002.8358877879,monthly,Monthly,2021Q3,2021,0.011572766035018821,0.13493654194379268,0.13273394275215206
2021-10-01,0.01557387294864812,4484076.351999767,5643700.142505899,25319.441236264167,215476.82202757784,monthly,Monthly,2021Q4,2021,0.011572766035018821,0.13493654194379268,0.13273394275215206
2021-11-01,0.013862047566915772,4521453.207721919,4762249.47098574,23209.25669676915,842936.9121167014,monthly,Monthly,2021Q4,2021,0.011572766035018821,0.13493654194379268,0.13273394275215206
2021-12-01,0.006087553141985438,1607629.690975979,2473775.859789446,10203.513876913563,59182.39028093085,monthly,Monthly,2021Q4,2021,0.011572766035018821,0.13493654194379268,0.13273394275215206
2022-01-03,0.015109975360784086,5061066.967889503,5325420.164041445,25966.21782982737,193990.60533466577,monthly,Monthly,2022Q1,2022,0.011572766035018821,0.17222019097546237,0.13273394275215206
2022-02-01,0.02448836399382058,7824859.879517816,8044816.702682316,39674.19145550033,267934.6781474844,monthly,Monthly,2022Q1,2022,0.011572766035018821,0.17222019097546237,0.13273394275215206
2022-03-01,0.01990140413661741,6146006.740367703,6453615.609970704,31499.055875846017,0.0,monthly,Monthly,2022Q1,2022,0.011572766035018821,0.17222019097546237,0.13273394275215206
2022-04-01,0.02137327090574272,6825131.795653775,7036530.104325637,34654.15474994853,160812.32079463662,monthly,Monthly,2022Q2,2022,0.011572766035018821,0.17222019097546237,0.13273394275215206
2022-05-02,0.01570162232888641,4826990.288435906,5022456.7639805,24623.617631041016,0.0,monthly,Monthly,2022Q2,2022,0.011572766035018821,0.17222019097546237,0.13273394275215206
2022-06-01,0.008707000720624303,2661845.3202232197,2686468.937854275,13370.785645193737,0.0,monthly,Monthly,2022Q2,2022,0.011572766035018821,0.17222019097546237,0.13273394275215206
2022-07-01,0.015456591036843239,4642395.8136591315,4834822.434171557,23693.045619576722,0.0,monthly,Monthly,2022Q3,2022,0.011572766035018821,0.17222019097546237,0.13273394275215206
2022-08-01,0.019207492222110188,6226424.420985326,6250117.466604948,31191.354718975686,0.0,monthly,Monthly,2022Q3,2022,0.011572766035018821,0.17222019097546237,0.13273394275215206
2022-09-01,0.004190740493501375,1336512.807124436,1367704.1618433595,6760.5424224194885,0.0,monthly,Monthly,2022Q3,2022,0.011572766035018821,0.17222019097546237,0.13273394275215206
