rebalance_period_end,available_date,execution_date,ticker,sector,quality_score,rank,weight,entry_close
2012-03-31,2012-05-05,2012-05-07,TXN,Semiconductors & Related Devices,0.26816166841227296,16,0.03333333333333333,20.88493537902832
2012-03-31,2012-05-05,2012-05-07,AMAT,Semiconductors & Related Devices,0.12310957869611994,17,0.03333333333333333,9.08803939819336
2012-03-31,2012-05-05,2012-05-07,ADBE,Services-Prepackaged Software,-0.013860649069765918,18,0.03333333333333333,32.52000045776367
2012-03-31,2012-05-05,2012-05-07,APD,Industrial Inorganic Chemicals,-0.050708457297059084,19,0.03333333333333333,55.91165542602539
2012-03-31,2012-05-05,2012-05-07,UNP,"Railroads, Line-Haul Operating",-0.19571047588161414,20,0.03333333333333333,41.83892440795898
2012-03-31,2012-05-05,2012-05-07,ELV,Hospital & Medical Service Plans,-0.23594456025833482,21,0.03333333333333333,53.91519165039063
2012-03-31,2012-05-05,2012-05-07,RTX,Aircraft Engines & Engine Parts,-0.2904506436135057,22,0.03333333333333333,35.77824783325195
2012-03-31,2012-05-05,2012-05-07,COST,Retail-Variety Stores,-0.3027002647546244,23,0.03333333333333333,60.507911682128906
2012-03-31,2012-05-05,2012-05-07,SYK,Surgical & Medical Instruments & Apparatus,-0.3133551299522981,24,0.03333333333333333,45.511505126953125
2012-03-31,2012-05-05,2012-05-07,FDX,Air Courier Services,-0.3277820683784317,25,0.03333333333333333,74.6551284790039
2012-03-31,2012-05-05,2012-05-07,PG,"Soap, Detergents, Cleang Preparations, Perfumes, Cosmetics",-0.40114546023775366,26,0.03333333333333333,43.05352020263672
2012-03-31,2012-05-05,2012-05-07,CSCO,Computer Communications Equipment,-0.4262468656390286,27,0.03333333333333333,12.506620407104492
2012-03-31,2012-05-05,2012-05-07,VZ,Telephone Communications (No Radiotelephone),-0.43924151269563894,28,0.03333333333333333,19.910314559936523
2012-03-31,2012-05-05,2012-05-07,AMZN,Retail-Catalog & Mail-Order Houses,-0.48757356250840866,29,0.03333333333333333,11.258000373840332
2012-03-31,2012-05-05,2012-05-07,DHR,"Industrial Instruments For Measurement, Display, and Control",-0.5168543967399917,30,0.03333333333333333,21.68198585510254
2012-06-30,2012-08-04,2012-08-06,UNH,Hospital & Medical Service Plans,3.0178690384621403,1,0.03333333333333333,40.75202941894531
2012-06-30,2012-08-04,2012-08-06,MCD,Retail-Eating  Places,2.669296736431402,2,0.03333333333333333,62.21347427368164
2012-06-30,2012-08-04,2012-08-06,UPS,Trucking & Courier Services (No Air),2.569036484288002,3,0.03333333333333333,46.09366607666016
2012-06-30,2012-08-04,2012-08-06,SPGI,"Services-Consumer Credit Reporting, Collection Agencies",2.4905740614631315,4,0.03333333333333333,39.615909576416016
2012-06-30,2012-08-04,2012-08-06,MA,"Services-Business Services, NEC",2.0240049338709056,5,0.03333333333333333,38.73696517944336
2012-06-30,2012-08-04,2012-08-06,KO,Beverages,1.547638310743872,6,0.03333333333333333,26.350231170654297
2012-06-30,2012-08-04,2012-08-06,MSFT,Services-Prepackaged Software,1.525564364194316,7,0.03333333333333333,23.71113586425781
2012-06-30,2012-08-04,2012-08-06,SBUX,Retail-Eating & Drinking Places,1.5014770127356019,8,0.03333333333333333,16.67705726623535
2012-06-30,2012-08-04,2012-08-06,HD,Retail-Lumber & Other Building Materials Dealers,1.4636471081107196,9,0.03333333333333333,37.89851760864258
2012-06-30,2012-08-04,2012-08-06,WMT,Retail-Variety Stores,1.228768461159457,10,0.03333333333333333,18.835538864135746
2012-06-30,2012-08-04,2012-08-06,GILD,"Biological Products, (No Diagnostic Substances)",1.2034331953205846,11,0.03333333333333333,19.9096622467041
2012-06-30,2012-08-04,2012-08-06,CVX,Petroleum Refining,1.1829339702778894,12,0.03333333333333333,63.208003997802734
2012-06-30,2012-08-04,2012-08-06,NKE,Rubber & Plastics Footwear,1.1030517857665676,13,0.03333333333333333,19.97507095336914
2012-06-30,2012-08-04,2012-08-06,ABT,Pharmaceutical Preparations,1.0617769453070027,14,0.03333333333333333,24.40003776550293
2012-06-30,2012-08-04,2012-08-06,INTC,Semiconductors & Related Devices,0.8847861052434614,15,0.03333333333333333,18.622941970825195
2012-06-30,2012-08-04,2012-08-06,APD,Industrial Inorganic Chemicals,0.8018079701753702,16,0.03333333333333333,54.38053894042969
2012-06-30,2012-08-04,2012-08-06,BMY,Pharmaceutical Preparations,0.7607423782887446,17,0.03333333333333333,20.68884658813477
2012-06-30,2012-08-04,2012-08-06,BIIB,"Biological Products, (No Diagnostic Substances)",0.6848464240595139,18,0.03333333333333333,145.4600067138672
2012-06-30,2012-08-04,2012-08-06,COST,Retail-Variety Stores,0.520780910443368,19,0.03333333333333333,70.45501708984375
2012-06-30,2012-08-04,2012-08-06,AMAT,Semiconductors & Related Devices,0.4867827153923613,20,0.03333333333333333,9.23913288116455
2012-06-30,2012-08-04,2012-08-06,ELV,Hospital & Medical Service Plans,0.3814672238798056,21,0.03333333333333333,44.42649841308594
2012-06-30,2012-08-04,2012-08-06,TXN,Semiconductors & Related Devices,0.3431685165131633,22,0.03333333333333333,19.389766693115234
2012-06-30,2012-08-04,2012-08-06,FDX,Air Courier Services,0.32165061652697996,23,0.03333333333333333,75.40411376953125
2012-06-30,2012-08-04,2012-08-06,SYK,Surgical & Medical Instruments & Apparatus,0.2210612075424076,24,0.03333333333333333,44.69609451293945
2012-06-30,2012-08-04,2012-08-06,ADBE,Services-Prepackaged Software,0.18228255544665622,25,0.03333333333333333,32.13999938964844
2012-06-30,2012-08-04,2012-08-06,NFLX,Services-Video Tape Rental,0.1575793713798278,26,0.03333333333333333,0.8112859725952148
2012-06-30,2012-08-04,2012-08-06,AMZN,Retail-Catalog & Mail-Order Houses,0.142353729124106,27,0.03333333333333333,11.69950008392334
2012-06-30,2012-08-04,2012-08-06,VZ,Telephone Communications (No Radiotelephone),0.12873561681549905,28,0.03333333333333333,22.20119285583496
2012-06-30,2012-08-04,2012-08-06,V,"Services-Business Services, NEC",0.07709665215495243,29,0.03333333333333333,29.62463760375977
2012-06-30,2012-08-04,2012-08-06,JNJ,Pharmaceutical Preparations,0.06983285784667248,30,0.03333333333333333,46.76876068115234
2012-09-30,2012-11-04,2012-11-05,MCD,Retail-Eating  Places,3.6481558390378996,1,0.03333333333333333,61.14404678344727
2012-09-30,2012-11-04,2012-11-05,MSFT,Services-Prepackaged Software,2.31394517224622,2,0.03333333333333333,23.61319732666016
2012-09-30,2012-11-04,2012-11-05,MA,"Services-Business Services, NEC",2.153063380637795,3,0.03333333333333333,42.98981475830078
2012-09-30,2012-11-04,2012-11-05,SBUX,Retail-Eating & Drinking Places,1.8734219551145417,4,0.03333333333333333,19.56523323059082
2012-09-30,2012-11-04,2012-11-05,GILD,"Biological Products, (No Diagnostic Substances)",1.6960247240275466,5,0.03333333333333333,23.156566619873047
2012-09-30,2012-11-04,2012-11-05,HD,Retail-Lumber & Other Building Materials Dealers,1.6912950957888104,6,0.03333333333333333,45.69749450683594
2012-09-30,2012-11-04,2012-11-05,KO,Beverages,1.4149819690437222,7,0.03333333333333333,24.193546295166016
2012-09-30,2012-11-04,2012-11-05,ABT,Pharmaceutical Preparations,1.3170380390913903,8,0.03333333333333333,24.085643768310547
2012-09-30,2012-11-04,2012-11-05,UPS,Trucking & Courier Services (No Air),1.284271480311112,9,0.03333333333333333,45.10668563842773
2012-09-30,2012-11-04,2012-11-05,CVX,Petroleum Refining,1.103933126696861,10,0.03333333333333333,62.50055313110352
2012-09-30,2012-11-04,2012-11-05,NKE,Rubber & Plastics Footwear,1.0789709263413259,11,0.03333333333333333,19.99363899230957
2012-09-30,2012-11-04,2012-11-05,BIIB,"Biological Products, (No Diagnostic Substances)",1.0461691794126184,12,0.03333333333333333,139.60000610351562
2012-09-30,2012-11-04,2012-11-05,WMT,Retail-Variety Stores,1.033474236551735,13,0.03333333333333333,18.64676284790039
2012-09-30,2012-11-04,2012-11-05,ADBE,Services-Prepackaged Software,0.8102997496282722,14,0.03333333333333333,34.2400016784668
2012-09-30,2012-11-04,2012-11-05,INTC,Semiconductors & Related Devices,0.7399903956716019,15,0.03333333333333333,15.618253707885742
2012-09-30,2012-11-04,2012-11-05,BMY,Pharmaceutical Preparations,0.6902914501240678,16,0.03333333333333333,21.2187557220459
2012-09-30,2012-11-04,2012-11-05,APD,Industrial Inorganic Chemicals,0.6011136494069461,17,0.03333333333333333,52.17204284667969
2012-09-30,2012-11-04,2012-11-05,COST,Retail-Variety Stores,0.4612454214967633,18,0.03333333333333333,71.55844116210938
2012-09-30,2012-11-04,2012-11-05,UNP,"Railroads, Line-Haul Operating",0.4061091798724429,19,0.03333333333333333,46.03073501586914
2012-09-30,2012-11-04,2012-11-05,TXN,Semiconductors & Related Devices,0.38091362028173814,20,0.03333333333333333,20.38230323791504
2012-09-30,2012-11-04,2012-11-05,V,"Services-Business Services, NEC",0.3336898037178225,21,0.03333333333333333,32.04609680175781
2012-09-30,2012-11-04,2012-11-05,SYK,Surgical & Medical Instruments & Apparatus,0.32291673180216623,22,0.03333333333333333,44.67189407348633
2012-09-30,2012-11-04,2012-11-05,ELV,Hospital & Medical Service Plans,0.2715532009459433,23,0.03333333333333333,49.717769622802734
2012-09-30,2012-11-04,2012-11-05,CSCO,Computer Communications Equipment,0.24604322167307738,24,0.03333333333333333,11.54368019104004
2012-09-30,2012-11-04,2012-11-05,UNH,Hospital & Medical Service Plans,0.24448230613480548,25,0.03333333333333333,44.35092544555664
2012-09-30,2012-11-04,2012-11-05,SPGI,"Services-Consumer Credit Reporting, Collection Agencies",0.18763573660658206,26,0.03333333333333333,42.93600463867188
2012-09-30,2012-11-04,2012-11-05,JNJ,Pharmaceutical Preparations,0.18195667953431263,27,0.03333333333333333,48.53055953979492
2012-09-30,2012-11-04,2012-11-05,DHR,"Industrial Instruments For Measurement, Display, and Control",0.09789589213107636,28,0.03333333333333333,21.12401962280273
2012-09-30,2012-11-04,2012-11-05,VZ,Telephone Communications (No Radiotelephone),0.08806003730444378,29,0.03333333333333333,22.199682235717773
2012-09-30,2012-11-04,2012-11-05,FDX,Air Courier Services,0.059403657660844045,30,0.03333333333333333,77.80690002441406
2012-12-31,2013-02-04,2013-02-05,MCD,Retail-Eating  Places,3.4550206137544475,1,0.03333333333333333,66.9482192993164
2012-12-31,2013-02-04,2013-02-05,MA,"Services-Business Services, NEC",2.1209789319642995,2,0.03333333333333333,48.09946823120117
2012-12-31,2013-02-04,2013-02-05,SBUX,Retail-Eating & Drinking Places,1.9796237036780493,3,0.03333333333333333,21.7269344329834
2012-12-31,2013-02-04,2013-02-05,MSFT,Services-Prepackaged Software,1.9624629671963065,4,0.03333333333333333,22.09581184387207
2012-12-31,2013-02-04,2013-02-05,HD,Retail-Lumber & Other Building Materials Dealers,1.7436820570186442,5,0.03333333333333333,48.85414123535156
2012-12-31,2013-02-04,2013-02-05,GILD,"Biological Products, (No Diagnostic Substances)",1.5849198908094952,6,0.03333333333333333,28.00617790222168
2012-12-31,2013-02-04,2013-02-05,KO,Beverages,1.4915694645459185,7,0.03333333333333333,25.26716041564941
2012-12-31,2013-02-04,2013-02-05,ABT,Pharmaceutical Preparations,1.4617010328274276,8,0.03333333333333333,26.226947784423828
2012-12-31,2013-02-04,2013-02-05,UPS,Trucking & Courier Services (No Air),1.3222005670941677,9,0.03333333333333333,50.02603912353516
2012-12-31,2013-02-04,2013-02-05,NKE,Rubber & Plastics Footwear,1.2041736426477923,10,0.03333333333333333,22.71908950805664
2012-12-31,2013-02-04,2013-02-05,V,"Services-Business Services, NEC",1.1731892649795121,11,0.03333333333333333,36.21328353881836
2012-12-31,2013-02-04,2013-02-05,BIIB,"Biological Products, (No Diagnostic Substances)",1.0258618269655129,12,0.03333333333333333,157.36000061035156
2012-12-31,2013-02-04,2013-02-05,CVX,Petroleum Refining,1.0058387492000278,13,0.03333333333333333,66.86143493652344
2012-12-31,2013-02-04,2013-02-05,WMT,Retail-Variety Stores,0.9658601786133083,14,0.03333333333333333,18.142662048339844
2012-12-31,2013-02-04,2013-02-05,INTC,Semiconductors & Related Devices,0.8241972617042623,15,0.03333333333333333,15.30905532836914
2012-12-31,2013-02-04,2013-02-05,BMY,Pharmaceutical Preparations,0.7749405440839758,16,0.03333333333333333,23.66597366333008
2012-12-31,2013-02-04,2013-02-05,ADBE,Services-Prepackaged Software,0.6315562801774803,17,0.03333333333333333,38.5099983215332
2012-12-31,2013-02-04,2013-02-05,COST,Retail-Variety Stores,0.6221648144123431,18,0.03333333333333333,81.2288818359375
2012-12-31,2013-02-04,2013-02-05,TXN,Semiconductors & Related Devices,0.4599706826674364,19,0.03333333333333333,23.491775512695312
2012-12-31,2013-02-04,2013-02-05,ELV,Hospital & Medical Service Plans,0.45361003921912874,20,0.03333333333333333,54.07358551025391
2012-12-31,2013-02-04,2013-02-05,UNH,Hospital & Medical Service Plans,0.4464746846731995,21,0.03333333333333333,46.533390045166016
2012-12-31,2013-02-04,2013-02-05,UNP,"Railroads, Line-Haul Operating",0.41227613840500227,22,0.03333333333333333,49.808624267578125
2012-12-31,2013-02-04,2013-02-05,SPGI,"Services-Consumer Credit Reporting, Collection Agencies",0.395125634493157,23,0.03333333333333333,38.87063217163086
2012-12-31,2013-02-04,2013-02-05,SYK,Surgical & Medical Instruments & Apparatus,0.38457053030310806,24,0.03333333333333333,53.47885894775391
2012-12-31,2013-02-04,2013-02-05,CSCO,Computer Communications Equipment,0.2839492501980301,25,0.03333333333333333,14.08858585357666
2012-12-31,2013-02-04,2013-02-05,VZ,Telephone Communications (No Radiotelephone),0.18835835561586245,26,0.03333333333333333,22.64141082763672
2012-12-31,2013-02-04,2013-02-05,JNJ,Pharmaceutical Preparations,0.17831360568749496,27,0.03333333333333333,51.63631057739258
2012-12-31,2013-02-04,2013-02-05,APD,Industrial Inorganic Chemicals,0.15520293694628184,28,0.03333333333333333,58.40310287475586
2012-12-31,2013-02-04,2013-02-05,FDX,Air Courier Services,0.14875142025844917,29,0.03333333333333333,88.19992065429688
2012-12-31,2013-02-04,2013-02-05,DHR,"Industrial Instruments For Measurement, Display, and Control",0.14379473076896843,30,0.03333333333333333,24.56713485717773
2013-03-31,2013-05-05,2013-05-06,LMT,Guided Missiles & Space Vehicles & Parts,6.720394260344306,1,0.03333333333333333,71.02348327636719
2013-03-31,2013-05-05,2013-05-06,AXP,Finance Services,1.6528151798818778,2,0.03333333333333333,58.53261566162109
2013-03-31,2013-05-05,2013-05-06,GILD,"Biological Products, (No Diagnostic Substances)",1.1415055252309696,3,0.03333333333333333,37.60177612304688
2013-03-31,2013-05-05,2013-05-06,MSFT,Services-Prepackaged Software,1.0960331077854941,4,0.03333333333333333,27.342103958129883
2013-03-31,2013-05-05,2013-05-06,MA,"Services-Business Services, NEC",1.0276591303226308,5,0.03333333333333333,50.65422058105469
2013-03-31,2013-05-05,2013-05-06,C,National Commercial Banks,0.9808497137117282,6,0.03333333333333333,34.97212600708008
2013-03-31,2013-05-05,2013-05-06,SBUX,Retail-Eating & Drinking Places,0.7016788367762183,7,0.03333333333333333,24.154788970947266
2013-03-31,2013-05-05,2013-05-06,ADBE,Services-Prepackaged Software,0.6188915210291035,8,0.03333333333333333,46.4900016784668
2013-03-31,2013-05-05,2013-05-06,UNH,Hospital & Medical Service Plans,0.5790360146270264,9,0.03333333333333333,48.678958892822266
2013-03-31,2013-05-05,2013-05-06,BIIB,"Biological Products, (No Diagnostic Substances)",0.44535829676527694,10,0.03333333333333333,215.72999572753903
2013-03-31,2013-05-05,2013-05-06,ABT,Pharmaceutical Preparations,0.42726748990857727,11,0.03333333333333333,27.890003204345703
2013-03-31,2013-05-05,2013-05-06,MU,Semiconductors & Related Devices,0.4077079067355975,12,0.03333333333333333,9.518802642822266
2013-03-31,2013-05-05,2013-05-06,HD,Retail-Lumber & Other Building Materials Dealers,0.3990927768239191,13,0.03333333333333333,55.68580627441406
2013-03-31,2013-05-05,2013-05-06,DHR,"Industrial Instruments For Measurement, Display, and Control",0.279620941392981,14,0.03333333333333333,24.83237075805664
2013-03-31,2013-05-05,2013-05-06,UNP,"Railroads, Line-Haul Operating",0.25103627529326666,15,0.03333333333333333,56.93479537963867
2013-03-31,2013-05-05,2013-05-06,NKE,Rubber & Plastics Footwear,0.2091458554195183,16,0.03333333333333333,27.06903076171875
2013-03-31,2013-05-05,2013-05-06,CSCO,Computer Communications Equipment,0.18491205404279445,17,0.03333333333333333,14.02055835723877
2013-03-31,2013-05-05,2013-05-06,VZ,Telephone Communications (No Radiotelephone),0.1592597962490816,18,0.03333333333333333,26.72486114501953
2013-03-31,2013-05-05,2013-05-06,JNJ,Pharmaceutical Preparations,0.1405298043532361,19,0.03333333333333333,59.034793853759766
2013-03-31,2013-05-05,2013-05-06,COST,Retail-Variety Stores,0.11214133866578901,20,0.03333333333333333,86.00241088867188
2013-03-31,2013-05-05,2013-05-06,MCD,Retail-Eating  Places,0.0933329977457511,21,0.03333333333333333,72.57959747314453
2013-03-31,2013-05-05,2013-05-06,BMY,Pharmaceutical Preparations,0.0855656218701879,22,0.03333333333333333,26.160852432250977
2013-03-31,2013-05-05,2013-05-06,ELV,Hospital & Medical Service Plans,0.07600796033134749,23,0.03333333333333333,60.7386474609375
2013-03-31,2013-05-05,2013-05-06,TXN,Semiconductors & Related Devices,0.07484070481348054,24,0.03333333333333333,25.9832763671875
2013-03-31,2013-05-05,2013-05-06,PFE,Pharmaceutical Preparations,0.07053174769655923,25,0.03333333333333333,15.6307954788208
2013-03-31,2013-05-05,2013-05-06,CVX,Petroleum Refining,0.06948641375595721,26,0.03333333333333333,71.7107925415039
2013-03-31,2013-05-05,2013-05-06,INTC,Semiconductors & Related Devices,0.005649355823744595,27,0.03333333333333333,17.445117950439453
2013-03-31,2013-05-05,2013-05-06,WMT,Retail-Variety Stores,-0.00942724000639339,28,0.03333333333333333,20.339317321777344
2013-03-31,2013-05-05,2013-05-06,LRCX,"Special Industry Machinery, NEC",-0.061817796000451564,29,0.03333333333333333,3.929136037826538
2013-03-31,2013-05-05,2013-05-06,APD,Industrial Inorganic Chemicals,-0.06487775367315118,30,0.03333333333333333,60.150489807128906
2013-06-30,2013-08-04,2013-08-05,UNH,Hospital & Medical Service Plans,5.019503086251356,1,0.03333333333333333,59.565521240234375
2013-06-30,2013-08-04,2013-08-05,TMUS,Radiotelephone Communications,4.880531491617105,2,0.03333333333333333,23.74862289428711
2013-06-30,2013-08-04,2013-08-05,AXP,Finance Services,3.914768158294352,3,0.03333333333333333,63.63029098510742
2013-06-30,2013-08-04,2013-08-05,C,National Commercial Banks,1.4753170298606426,4,0.03333333333333333,38.9496955871582
2013-06-30,2013-08-04,2013-08-05,IBM,Computer & office Equipment,1.4125595231128987,5,0.03333333333333333,112.8957748413086
2013-06-30,2013-08-04,2013-08-05,MA,"Services-Business Services, NEC",1.3553565791605777,6,0.03333333333333333,59.47482299804688
2013-06-30,2013-08-04,2013-08-05,SPGI,"Services-Consumer Credit Reporting, Collection Agencies",1.2440866346784716,7,0.03333333333333333,55.14525604248047
2013-06-30,2013-08-04,2013-08-05,AAPL,Electronic Computers,0.9980037800868808,8,0.03333333333333333,14.355008125305176
2013-06-30,2013-08-04,2013-08-05,UPS,Trucking & Courier Services (No Air),0.9583611492021795,9,0.03333333333333333,55.18685150146485
2013-06-30,2013-08-04,2013-08-05,MCD,Retail-Eating  Places,0.8644599716645668,10,0.03333333333333333,71.17030334472656
2013-06-30,2013-08-04,2013-08-05,GILD,"Biological Products, (No Diagnostic Substances)",0.7899926376388005,11,0.03333333333333333,42.10597229003906
2013-06-30,2013-08-04,2013-08-05,MSFT,Services-Prepackaged Software,0.7288421596282999,12,0.03333333333333333,25.86141014099121
2013-06-30,2013-08-04,2013-08-05,HD,Retail-Lumber & Other Building Materials Dealers,0.7227993700420691,13,0.03333333333333333,59.2335319519043
2013-06-30,2013-08-04,2013-08-05,SBUX,Retail-Eating & Drinking Places,0.7081505968077151,14,0.03333333333333333,28.69327163696289
2013-06-30,2013-08-04,2013-08-05,LMT,Guided Missiles & Space Vehicles & Parts,0.5801403337385205,15,0.03333333333333333,87.22071838378906
2013-06-30,2013-08-04,2013-08-05,ABT,Pharmaceutical Preparations,0.3858457781148218,16,0.03333333333333333,28.471529006958008
2013-06-30,2013-08-04,2013-08-05,UNP,"Railroads, Line-Haul Operating",0.33882781878500084,17,0.03333333333333333,61.17731857299805
2013-06-30,2013-08-04,2013-08-05,ADBE,Services-Prepackaged Software,0.2124262892920186,18,0.03333333333333333,47.630001068115234
2013-06-30,2013-08-04,2013-08-05,BIIB,"Biological Products, (No Diagnostic Substances)",0.16453216457102995,19,0.03333333333333333,227.57000732421875
2013-06-30,2013-08-04,2013-08-05,V,"Services-Business Services, NEC",0.10653324584698123,20,0.03333333333333333,42.055885314941406
2013-06-30,2013-08-04,2013-08-05,CSCO,Computer Communications Equipment,0.05885534058426524,21,0.03333333333333333,17.85081672668457
2013-06-30,2013-08-04,2013-08-05,KO,Beverages,0.05667280150821105,22,0.03333333333333333,27.070539474487305
2013-06-30,2013-08-04,2013-08-05,CVX,Petroleum Refining,0.03333602218072931,23,0.03333333333333333,72.72313690185547
2013-06-30,2013-08-04,2013-08-05,WMT,Retail-Variety Stores,0.010772473324909798,24,0.03333333333333333,20.44572639465332
2013-06-30,2013-08-04,2013-08-05,NKE,Rubber & Plastics Footwear,0.0013543247715238071,25,0.03333333333333333,28.195777893066406
2013-06-30,2013-08-04,2013-08-05,DUK,Electric & Other Services Combined,-0.0006509737827398443,26,0.03333333333333333,41.74918365478516
2013-06-30,2013-08-04,2013-08-05,JNJ,Pharmaceutical Preparations,-0.060209013407072354,27,0.03333333333333333,65.88440704345703
2013-06-30,2013-08-04,2013-08-05,DHR,"Industrial Instruments For Measurement, Display, and Control",-0.0681439970883834,28,0.03333333333333333,27.19650650024414
2013-06-30,2013-08-04,2013-08-05,COST,Retail-Variety Stores,-0.08879481973748138,29,0.03333333333333333,94.92282104492188
2013-06-30,2013-08-04,2013-08-05,INTC,Semiconductors & Related Devices,-0.1291725558982542,30,0.03333333333333333,16.886432647705078
2013-09-30,2013-11-04,2013-11-05,AXP,Finance Services,5.208042730009109,1,0.03333333333333333,68.84175872802734
2013-09-30,2013-11-04,2013-11-05,SPGI,"Services-Consumer Credit Reporting, Collection Agencies",2.2635998901434133,2,0.03333333333333333,62.45560836791992
2013-09-30,2013-11-04,2013-11-05,TMUS,Radiotelephone Communications,2.1456155504833596,3,0.03333333333333333,27.03689956665039
2013-09-30,2013-11-04,2013-11-05,IBM,Computer & office Equipment,2.0320658391629,4,0.03333333333333333,103.21686553955078
2013-09-30,2013-11-04,2013-11-05,C,National Commercial Banks,2.017239450557995,5,0.03333333333333333,35.64902877807617
2013-09-30,2013-11-04,2013-11-05,MA,"Services-Business Services, NEC",1.9828320416158494,6,0.03333333333333333,68.231201171875
2013-09-30,2013-11-04,2013-11-05,LMT,Guided Missiles & Space Vehicles & Parts,1.668643419105416,7,0.03333333333333333,96.06952667236328
2013-09-30,2013-11-04,2013-11-05,UPS,Trucking & Courier Services (No Air),1.6202094963813969,8,0.03333333333333333,63.45055770874024
2013-09-30,2013-11-04,2013-11-05,AAPL,Electronic Computers,1.5743755782615803,9,0.03333333333333333,16.173484802246094
2013-09-30,2013-11-04,2013-11-05,HD,Retail-Lumber & Other Building Materials Dealers,1.477872382598743,10,0.03333333333333333,57.29533767700195
2013-09-30,2013-11-04,2013-11-05,MCD,Retail-Eating  Places,1.4079290951412566,11,0.03333333333333333,70.37264251708984
2013-09-30,2013-11-04,2013-11-05,SBUX,Retail-Eating & Drinking Places,1.1884538534018394,12,0.03333333333333333,31.894811630249023
2013-09-30,2013-11-04,2013-11-05,MSFT,Services-Prepackaged Software,1.1197193697013739,13,0.03333333333333333,30.102169036865234
2013-09-30,2013-11-04,2013-11-05,GILD,"Biological Products, (No Diagnostic Substances)",0.9254163022575757,14,0.03333333333333333,48.04019165039063
2013-09-30,2013-11-04,2013-11-05,BMY,Pharmaceutical Preparations,0.6603772769805323,15,0.03333333333333333,34.86053466796875
2013-09-30,2013-11-04,2013-11-05,UNP,"Railroads, Line-Haul Operating",0.6377296629027935,16,0.03333333333333333,58.16780853271485
2013-09-30,2013-11-04,2013-11-05,ADBE,Services-Prepackaged Software,0.5758868474345281,17,0.03333333333333333,54.790000915527344
2013-09-30,2013-11-04,2013-11-05,ABT,Pharmaceutical Preparations,0.5485173658028951,18,0.03333333333333333,29.306013107299805
2013-09-30,2013-11-04,2013-11-05,V,"Services-Business Services, NEC",0.4438427771821071,19,0.03333333333333333,45.0627555847168
2013-09-30,2013-11-04,2013-11-05,BIIB,"Biological Products, (No Diagnostic Substances)",0.4149984588920137,20,0.03333333333333333,244.05999755859372
2013-09-30,2013-11-04,2013-11-05,KO,Beverages,0.3812196060541706,21,0.03333333333333333,26.732749938964844
2013-09-30,2013-11-04,2013-11-05,NKE,Rubber & Plastics Footwear,0.293054638176004,22,0.03333333333333333,32.890830993652344
2013-09-30,2013-11-04,2013-11-05,WMT,Retail-Variety Stores,0.28420273950860153,23,0.03333333333333333,20.21735000610352
2013-09-30,2013-11-04,2013-11-05,CSCO,Computer Communications Equipment,0.2711153655991843,24,0.03333333333333333,15.76694107055664
2013-09-30,2013-11-04,2013-11-05,CVX,Petroleum Refining,0.1206800480168839,25,0.03333333333333333,70.0477294921875
2013-09-30,2013-11-04,2013-11-05,JNJ,Pharmaceutical Preparations,0.11611246186237179,26,0.03333333333333333,65.6801528930664
2013-09-30,2013-11-04,2013-11-05,COST,Retail-Variety Stores,0.07946255155029991,27,0.03333333333333333,95.21724700927734
