pre_defect_id,pre_classification,pre_severity,file_path,line_number,column_name,patch_status,patch_evidence,post_rescan_classification,still_in_post_rescan_defect_ledger
QENF_00018,MISSING_GUARD,medium,src/data/equity_panel.py,27,통합종가반영여부,patched,explicit guard added in this phase (patched at src/data/equity_panel.py),RESOLVED (no longer in defect ledger after rescan),false
QENF_00019,MISSING_GUARD,medium,src/data/equity_panel.py,39,KRX종가,patched,explicit guard added in this phase (patched at src/data/equity_panel.py),RESOLVED (no longer in defect ledger after rescan),false
QENF_00020,MISSING_GUARD,medium,src/data/equity_panel.py,40,거래대금추정,patched,explicit guard added in this phase (patched at src/data/equity_panel.py),RESOLVED (no longer in defect ledger after rescan),false
QENF_00021,MISSING_GUARD,medium,src/data/equity_panel.py,41,시가총액추정,patched,explicit guard added in this phase (patched at src/data/equity_panel.py),RESOLVED (no longer in defect ledger after rescan),false
QENF_00022,MISSING_GUARD,medium,src/data/equity_panel.py,42,외국인순매수금액추정,patched,explicit guard added in this phase (patched at src/data/equity_panel.py),RESOLVED (no longer in defect ledger after rescan),false
QENF_00023,MISSING_GUARD,medium,src/data/equity_panel.py,43,기관순매수금액추정,patched,explicit guard added in this phase (patched at src/data/equity_panel.py),RESOLVED (no longer in defect ledger after rescan),false
QENF_00024,MISSING_GUARD,medium,src/data/universe.py,6,동적유니버스포함,patched,explicit guard added in this phase (patched at src/data/universe.py),MISSING_GUARD,true
QENF_00025,MISSING_GUARD,medium,src/data/universe.py,7,거래대금추정,patched,explicit guard added in this phase (patched at src/data/universe.py),MISSING_GUARD,true
QENF_00026,MISSING_GUARD,medium,src/data/universe.py,9,동적유니버스포함,patched,explicit guard added in this phase (patched at src/data/universe.py),MISSING_GUARD,true
QENF_00027,MISSING_GUARD,medium,src/data/universe.py,15,거래대금추정,patched,explicit guard added in this phase (patched at src/data/universe.py),MISSING_GUARD,true
QENF_00028,MISSING_GUARD,medium,src/data/sector_aggregator.py,26,Change,patched,explicit guard added in this phase (patched at src/data/sector_aggregator.py),RESOLVED (no longer in defect ledger after rescan),false
QENF_00029,MISSING_GUARD,medium,src/data/sector_aggregator.py,26,daily_return,patched,explicit guard added in this phase (patched at src/data/sector_aggregator.py),RESOLVED (no longer in defect ledger after rescan),false
QENF_00030,MISSING_GUARD,medium,src/data/sector_aggregator.py,27,시가총액추정,patched,explicit guard added in this phase (patched at src/data/sector_aggregator.py),RESOLVED (no longer in defect ledger after rescan),false
QENF_00031,MISSING_GUARD,medium,src/data/sector_aggregator.py,28,거래대금추정,patched,explicit guard added in this phase (patched at src/data/sector_aggregator.py),RESOLVED (no longer in defect ledger after rescan),false
QENF_00032,MISSING_GUARD,medium,src/data/sector_aggregator.py,29,외국인순매수금액추정,patched,explicit guard added in this phase (patched at src/data/sector_aggregator.py),RESOLVED (no longer in defect ledger after rescan),false
QENF_00033,MISSING_GUARD,medium,src/data/sector_aggregator.py,30,외국인순매매량,patched,explicit guard added in this phase (patched at src/data/sector_aggregator.py),RESOLVED (no longer in defect ledger after rescan),false
QENF_00034,MISSING_GUARD,medium,src/data/sector_aggregator.py,31,기관순매수금액추정,patched,explicit guard added in this phase (patched at src/data/sector_aggregator.py),RESOLVED (no longer in defect ledger after rescan),false
QENF_00035,MISSING_GUARD,medium,src/data/sector_aggregator.py,32,기관순매매량,patched,explicit guard added in this phase (patched at src/data/sector_aggregator.py),RESOLVED (no longer in defect ledger after rescan),false
QENF_00036,MISSING_GUARD,medium,src/data/sector_aggregator.py,33,동적유니버스포함,patched,explicit guard added in this phase (patched at src/data/sector_aggregator.py),RESOLVED (no longer in defect ledger after rescan),false
QENF_00037,MISSING_GUARD,medium,src/data/sector_aggregator.py,151,동적유니버스포함,patched,explicit guard added in this phase (patched at src/data/sector_aggregator.py),RESOLVED (no longer in defect ledger after rescan),false
QENF_00038,MISSING_GUARD,medium,src/data/sector_aggregator.py,154,daily_return,patched,explicit guard added in this phase (patched at src/data/sector_aggregator.py),RESOLVED (no longer in defect ledger after rescan),false
QENF_00039,MISSING_GUARD,medium,src/data/sector_aggregator.py,209,daily_return,patched,explicit guard added in this phase (patched at src/data/sector_aggregator.py),RESOLVED (no longer in defect ledger after rescan),false
QENF_00040,MISSING_GUARD,medium,src/data/sector_aggregator.py,349,daily_return,patched,explicit guard added in this phase (patched at src/data/sector_aggregator.py),RESOLVED (no longer in defect ledger after rescan),false
QENF_00041,MISSING_GUARD,medium,src/data/sector_aggregator.py,488,동적유니버스포함,patched,explicit guard added in this phase (patched at src/data/sector_aggregator.py),RESOLVED (no longer in defect ledger after rescan),false
QENF_00042,MISSING_GUARD,medium,src/data/pit_sector_aggregator.py,215,daily_return,not_patched_requires_future_work,no patch heuristic matched; defer to runtime mask propagation phase,MISSING_GUARD,true
QENF_00043,INVALID_ROW_LEAK,high,src/strategies/p003_d013_cost_capacity.py,94,거래대금추정,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review.",INVALID_ROW_LEAK,true
QENF_00044,MISSING_GUARD,medium,src/strategies/p003_d013_cost_capacity.py,99,거래대금추정,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review.",MISSING_GUARD,true
QENF_00045,INVALID_ROW_LEAK,high,src/strategies/p003_d013_cost_capacity.py,102,거래대금추정,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review.",INVALID_ROW_LEAK,true
QENF_00046,INVALID_ROW_LEAK,high,src/strategies/p003_d013_cost_capacity.py,105,거래대금추정,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review.",INVALID_ROW_LEAK,true
QENF_00047,MISSING_GUARD,medium,src/strategies/p002_d013_execution.py,18,KRX종가,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review.",MISSING_GUARD,true
QENF_00048,MISSING_GUARD,medium,src/strategies/p002_d013_execution.py,19,KRX종가,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review.",MISSING_GUARD,true
QENF_00049,MISSING_GUARD,medium,src/strategies/p002_d013_execution.py,26,시가,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review.",MISSING_GUARD,true
QENF_00050,MISSING_GUARD,medium,src/strategies/p002_d013_execution.py,27,시가,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review.",MISSING_GUARD,true
QENF_00051,MISSING_GUARD,medium,src/strategies/p002_d013_execution.py,34,시가,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review.",MISSING_GUARD,true
QENF_00052,MISSING_GUARD,medium,src/strategies/p002_d013_execution.py,35,시가,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review.",MISSING_GUARD,true
QENF_00053,MISSING_GUARD,medium,src/strategies/p002_d013_execution.py,42,고가,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review.",MISSING_GUARD,true
QENF_00054,MISSING_GUARD,medium,src/strategies/p002_d013_execution.py,43,저가,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review.",MISSING_GUARD,true
QENF_00055,MISSING_GUARD,medium,src/strategies/p002_d013_execution.py,50,시가,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review.",MISSING_GUARD,true
QENF_00056,MISSING_GUARD,medium,src/strategies/p002_d013_execution.py,51,시가,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review.",MISSING_GUARD,true
QENF_00057,MISSING_GUARD,medium,src/strategies/p002_d013_execution.py,58,시가,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review.",MISSING_GUARD,true
QENF_00058,MISSING_GUARD,medium,src/strategies/p002_d013_execution.py,59,시가,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review.",MISSING_GUARD,true
QENF_00059,MISSING_GUARD,medium,src/strategies/p002_d013_execution.py,98,KRX종가,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review.",MISSING_GUARD,true
QENF_00060,MISSING_GUARD,medium,src/strategies/p002_d013_execution.py,254,KRX종가,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review.",MISSING_GUARD,true
QENF_00061,MISSING_GUARD,medium,src/strategies/c003_monthly_macro_gate.py,166,KRX종가,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review.",MISSING_GUARD,true
QENF_00062,MISSING_GUARD,medium,src/strategies/c003_monthly_macro_gate.py,166,시가,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review.",MISSING_GUARD,true
QENF_00063,INVALID_ROW_LEAK,high,src/strategies/c003_monthly_macro_gate.py,175,시가,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review.",INVALID_ROW_LEAK,true
QENF_00064,INVALID_ROW_LEAK,high,src/strategies/c003_monthly_macro_gate.py,176,KRX종가,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review.",INVALID_ROW_LEAK,true
QENF_00065,INVALID_ROW_LEAK,high,src/strategies/baselines.py,302,KRX종가,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review.",INVALID_ROW_LEAK,true
QENF_00066,INVALID_ROW_LEAK,high,src/strategies/baselines.py,302,시가,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review.",INVALID_ROW_LEAK,true
QENF_00067,INVALID_ROW_LEAK,high,src/strategies/baselines.py,310,시가,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review.",INVALID_ROW_LEAK,true
QENF_00068,INVALID_ROW_LEAK,high,src/strategies/baselines.py,313,KRX종가,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review.",INVALID_ROW_LEAK,true
QENF_00069,MISSING_GUARD,medium,src/strategies/d004_position_sizing.py,199,KRX종가,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review.",MISSING_GUARD,true
QENF_00070,MISSING_GUARD,medium,src/strategies/d004_position_sizing.py,199,시가,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review.",MISSING_GUARD,true
QENF_00071,INVALID_ROW_LEAK,high,src/strategies/d004_position_sizing.py,208,시가,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review.",INVALID_ROW_LEAK,true
QENF_00072,INVALID_ROW_LEAK,high,src/strategies/d004_position_sizing.py,209,KRX종가,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review.",INVALID_ROW_LEAK,true
QENF_00073,MISSING_GUARD,medium,src/strategies/b004_regime_gate.py,14,KRX종가,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review.",MISSING_GUARD,true
QENF_00074,MISSING_GUARD,medium,src/strategies/b004_regime_gate.py,14,상장주식수,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review.",MISSING_GUARD,true
QENF_00075,MISSING_GUARD,medium,src/strategies/b004_regime_gate.py,14,시가총액추정,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review.",MISSING_GUARD,true
QENF_00076,INVALID_ROW_LEAK,high,src/strategies/b004_regime_gate.py,129,KRX종가,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review.",INVALID_ROW_LEAK,true
QENF_00077,MISSING_GUARD,medium,src/strategies/b004_regime_gate.py,134,상장주식수,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review.",MISSING_GUARD,true
QENF_00078,MISSING_GUARD,medium,src/strategies/b004_regime_gate.py,135,상장주식수,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review.",MISSING_GUARD,true
QENF_00079,MISSING_GUARD,medium,src/strategies/b004_regime_gate.py,136,KRX종가,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review.",MISSING_GUARD,true
QENF_00080,MISSING_GUARD,medium,src/strategies/b004_regime_gate.py,140,시가총액추정,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review.",MISSING_GUARD,true
QENF_00081,INVALID_ROW_LEAK,high,src/strategies/b004_regime_gate.py,141,시가총액추정,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review.",INVALID_ROW_LEAK,true
QENF_00082,INVALID_ROW_LEAK,high,src/strategies/b004_regime_gate.py,143,상장주식수,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review.",INVALID_ROW_LEAK,true
QENF_00083,INVALID_ROW_LEAK,high,src/features/sector_breadth_score.py,25,daily_return,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator),INVALID_ROW_LEAK,true
QENF_00084,INVALID_ROW_LEAK,high,src/features/sector_breadth_score.py,64,daily_return,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator),INVALID_ROW_LEAK,true
QENF_00085,INVALID_ROW_LEAK,high,src/features/sector_breadth_score.py,139,daily_return,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator),INVALID_ROW_LEAK,true
QENF_00086,INVALID_ROW_LEAK,high,src/features/stock_combined_score.py,244,daily_return,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator),INVALID_ROW_LEAK,true
QENF_00087,INVALID_ROW_LEAK,high,src/features/stock_combined_score.py,252,daily_return,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator),INVALID_ROW_LEAK,true
QENF_00088,INVALID_ROW_LEAK,high,src/features/stock_combined_score.py,254,daily_return,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator),INVALID_ROW_LEAK,true
QENF_00089,INVALID_ROW_LEAK,high,src/features/stock_liquidity_score.py,17,daily_return,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator),INVALID_ROW_LEAK,true
QENF_00090,INVALID_ROW_LEAK,high,src/features/stock_liquidity_score.py,83,daily_return,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator),INVALID_ROW_LEAK,true
QENF_00091,INVALID_ROW_LEAK,high,src/features/stock_liquidity_score.py,104,daily_return,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator),INVALID_ROW_LEAK,true
QENF_00092,INVALID_ROW_LEAK,high,src/features/stock_institution_flow_score.py,18,daily_return,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator),INVALID_ROW_LEAK,true
QENF_00093,INVALID_ROW_LEAK,high,src/features/stock_institution_flow_score.py,81,daily_return,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator),INVALID_ROW_LEAK,true
QENF_00094,INVALID_ROW_LEAK,high,src/features/stock_institution_flow_score.py,100,daily_return,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator),INVALID_ROW_LEAK,true
QENF_00095,MISSING_GUARD,medium,src/features/flow_ratios.py,13,KRX종가,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator),MISSING_GUARD,true
QENF_00096,MISSING_GUARD,medium,src/features/flow_ratios.py,14,거래대금추정,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator),MISSING_GUARD,true
QENF_00097,MISSING_GUARD,medium,src/features/flow_ratios.py,15,시가총액추정,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator),MISSING_GUARD,true
QENF_00098,MISSING_GUARD,medium,src/features/flow_ratios.py,16,외국인순매수금액추정,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator),MISSING_GUARD,true
QENF_00099,MISSING_GUARD,medium,src/features/flow_ratios.py,17,기관순매수금액추정,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator),MISSING_GUARD,true
QENF_00100,MISSING_GUARD,medium,src/features/flow_ratios.py,30,KRX종가,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator),MISSING_GUARD,true
QENF_00101,MISSING_GUARD,medium,src/features/flow_ratios.py,30,고가,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator),MISSING_GUARD,true
QENF_00102,MISSING_GUARD,medium,src/features/flow_ratios.py,30,저가,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator),MISSING_GUARD,true
QENF_00103,MISSING_GUARD,medium,src/features/flow_ratios.py,99,기관순매수금액추정,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator),MISSING_GUARD,true
QENF_00104,MISSING_GUARD,medium,src/features/flow_ratios.py,99,외국인순매수금액추정,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator),MISSING_GUARD,true
QENF_00105,INVALID_ROW_LEAK,high,src/features/flow_ratios.py,109,KRX종가,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator),INVALID_ROW_LEAK,true
QENF_00106,INVALID_ROW_LEAK,high,src/features/stock_rs_score.py,9,daily_return,patched,explicit guard added in this phase (patched at src/features/stock_rs_score.py),RESOLVED (no longer in defect ledger after rescan),false
QENF_00107,INVALID_ROW_LEAK,high,src/features/stock_rs_score.py,50,daily_return,patched,explicit guard added in this phase (patched at src/features/stock_rs_score.py),RESOLVED (no longer in defect ledger after rescan),false
QENF_00108,INVALID_ROW_LEAK,high,src/features/stock_rs_score.py,53,daily_return,patched,explicit guard added in this phase (patched at src/features/stock_rs_score.py),RESOLVED (no longer in defect ledger after rescan),false
QENF_00109,INVALID_ROW_LEAK,high,src/features/stock_rs_score.py,91,daily_return,patched,explicit guard added in this phase (patched at src/features/stock_rs_score.py),RESOLVED (no longer in defect ledger after rescan),false
QENF_00110,INVALID_ROW_LEAK,high,src/features/stock_rs_score.py,107,daily_return,patched,explicit guard added in this phase (patched at src/features/stock_rs_score.py),RESOLVED (no longer in defect ledger after rescan),false
QENF_00111,INVALID_ROW_LEAK,high,src/features/stock_rs_score.py,285,daily_return,patched,explicit guard added in this phase (patched at src/features/stock_rs_score.py),RESOLVED (no longer in defect ledger after rescan),false
QENF_00112,INVALID_ROW_LEAK,high,src/features/stock_foreign_flow_score.py,23,daily_return,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator),INVALID_ROW_LEAK,true
QENF_00113,INVALID_ROW_LEAK,high,src/features/stock_foreign_flow_score.py,87,daily_return,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator),INVALID_ROW_LEAK,true
QENF_00114,INVALID_ROW_LEAK,high,src/features/stock_foreign_flow_score.py,106,daily_return,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator),INVALID_ROW_LEAK,true
QENF_00115,INVALID_ROW_LEAK,high,src/features/volatility_targeting.py,30,daily_return,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator),INVALID_ROW_LEAK,true
QENF_00116,INVALID_ROW_LEAK,high,src/features/volatility_targeting.py,32,daily_return,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator),INVALID_ROW_LEAK,true
QENF_00117,INVALID_ROW_LEAK,high,src/features/market_gate.py,8,kospi_foreign_net,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator),INVALID_ROW_LEAK,true
QENF_00118,INVALID_ROW_LEAK,high,src/features/market_gate.py,8,kospi_institution_net,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator),INVALID_ROW_LEAK,true
QENF_00119,INVALID_ROW_LEAK,high,src/features/market_gate.py,9,KRX종가,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator),INVALID_ROW_LEAK,true
QENF_00120,INVALID_ROW_LEAK,high,src/features/market_gate.py,9,거래대금추정,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator),INVALID_ROW_LEAK,true
